agegrp,indig_status,legal_status,sex,state,quarter,quart,year,Average_nightly_pop
18+,Total,Unsentenced,Unknow,NSW,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,Vic,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,Vic,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,Vic,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,Vic,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,Vic,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,Vic,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,Vic,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,Vic,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,Vic,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,Vic,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,Vic,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,Vic,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,Vic,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,Vic,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,Vic,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,Vic,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,Vic,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,Qld,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,Qld,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,Qld,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,Qld,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,Qld,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,Qld,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,Qld,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,Qld,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,Qld,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,Qld,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,Qld,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,Qld,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,Qld,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,Qld,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,Qld,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,Qld,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,Qld,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,WA,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,WA,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,WA,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,WA,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,WA,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,WA,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,WA,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,WA,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,WA,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,WA,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,WA,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,WA,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,WA,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,WA,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,WA,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,WA,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,WA,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,SA,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,SA,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,SA,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,SA,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,SA,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,SA,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,SA,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,SA,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,SA,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,SA,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,SA,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,SA,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,SA,Jun qtr 2012,Jun,2012,1
18+,Total,Unsentenced,Unknow,SA,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,SA,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,SA,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,SA,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,Tas,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,Tas,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,Tas,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,Tas,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,Tas,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,Tas,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,Tas,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,Tas,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,Tas,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,Tas,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,Tas,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,Tas,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,Tas,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,Tas,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,Tas,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,Tas,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,Tas,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,ACT,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,ACT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,ACT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,ACT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,ACT,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,ACT,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,ACT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,ACT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,ACT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,ACT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,ACT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,ACT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,ACT,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,ACT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,ACT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,ACT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,ACT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,NT,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,NT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,NT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,NT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,NT,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,NT,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,NT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,NT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,NT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,NT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,NT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,NT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,NT,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,NT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,NT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,NT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,NT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Unknow,Aust,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,Aust,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,Aust,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,Aust,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,Aust,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,Aust,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,Aust,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,Aust,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,Aust,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,Aust,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,Aust,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,Aust,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,Aust,Jun qtr 2012,Jun,2012,1
18+,Total,Unsentenced,Unknow,Aust,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,Aust,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,Aust,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Unknow,Aust,Jun qtr 2013,Jun,2013,0
18+,Total,Sentenced,Male,NSW,Jun qtr 2009,Jun,2009,53
18+,Total,Sentenced,Male,NSW,Sep qtr 2009,Sep,2009,61
18+,Total,Sentenced,Male,NSW,Dec qtr 2009,Dec,2009,57
18+,Total,Sentenced,Male,NSW,Mar qtr 2010,Mar,2010,63
18+,Total,Sentenced,Male,NSW,Jun qtr 2010,Jun,2010,67
18+,Total,Sentenced,Male,NSW,Sep qtr 2010,Sep,2010,72
18+,Total,Sentenced,Male,NSW,Dec qtr 2010,Dec,2010,63
18+,Total,Sentenced,Male,NSW,Mar qtr 2011,Mar,2011,54
18+,Total,Sentenced,Male,NSW,Jun qtr 2011,Jun,2011,65
18+,Total,Sentenced,Male,NSW,Sep qtr 2011,Sep,2011,62
18+,Total,Sentenced,Male,NSW,Dec qtr 2011,Dec,2011,57
18+,Total,Sentenced,Male,NSW,Mar qtr 2012,Mar,2012,45
18+,Total,Sentenced,Male,NSW,Jun qtr 2012,Jun,2012,49
18+,Total,Sentenced,Male,NSW,Sep qtr 2012,Sep,2012,64
18+,Total,Sentenced,Male,NSW,Dec qtr 2012,Dec,2012,52
18+,Total,Sentenced,Male,NSW,Mar qtr 2013,Mar,2013,50
18+,Total,Sentenced,Male,NSW,Jun qtr 2013,Jun,2013,54
18+,Total,Sentenced,Male,Vic,Jun qtr 2009,Jun,2009,66
18+,Total,Sentenced,Male,Vic,Sep qtr 2009,Sep,2009,81
18+,Total,Sentenced,Male,Vic,Dec qtr 2009,Dec,2009,86
18+,Total,Sentenced,Male,Vic,Mar qtr 2010,Mar,2010,80
18+,Total,Sentenced,Male,Vic,Jun qtr 2010,Jun,2010,84
18+,Total,Sentenced,Male,Vic,Sep qtr 2010,Sep,2010,87
18+,Total,Sentenced,Male,Vic,Dec qtr 2010,Dec,2010,85
18+,Total,Sentenced,Male,Vic,Mar qtr 2011,Mar,2011,86
18+,Total,Sentenced,Male,Vic,Jun qtr 2011,Jun,2011,98
18+,Total,Sentenced,Male,Vic,Sep qtr 2011,Sep,2011,90
18+,Total,Sentenced,Male,Vic,Dec qtr 2011,Dec,2011,101
18+,Total,Sentenced,Male,Vic,Mar qtr 2012,Mar,2012,90
18+,Total,Sentenced,Male,Vic,Jun qtr 2012,Jun,2012,85
18+,Total,Sentenced,Male,Vic,Sep qtr 2012,Sep,2012,104
18+,Total,Sentenced,Male,Vic,Dec qtr 2012,Dec,2012,102
18+,Total,Sentenced,Male,Vic,Mar qtr 2013,Mar,2013,106
18+,Total,Sentenced,Male,Vic,Jun qtr 2013,Jun,2013,102
18+,Total,Sentenced,Male,Qld,Jun qtr 2009,Jun,2009,3
18+,Total,Sentenced,Male,Qld,Sep qtr 2009,Sep,2009,3
18+,Total,Sentenced,Male,Qld,Dec qtr 2009,Dec,2009,2
18+,Total,Sentenced,Male,Qld,Mar qtr 2010,Mar,2010,3
18+,Total,Sentenced,Male,Qld,Jun qtr 2010,Jun,2010,2
18+,Total,Sentenced,Male,Qld,Sep qtr 2010,Sep,2010,0
18+,Total,Sentenced,Male,Qld,Dec qtr 2010,Dec,2010,1
18+,Total,Sentenced,Male,Qld,Mar qtr 2011,Mar,2011,0
18+,Total,Sentenced,Male,Qld,Jun qtr 2011,Jun,2011,1
18+,Total,Sentenced,Male,Qld,Sep qtr 2011,Sep,2011,4
18+,Total,Sentenced,Male,Qld,Dec qtr 2011,Dec,2011,3
18+,Total,Sentenced,Male,Qld,Mar qtr 2012,Mar,2012,3
18+,Total,Sentenced,Male,Qld,Jun qtr 2012,Jun,2012,1
18+,Total,Sentenced,Male,Qld,Sep qtr 2012,Sep,2012,2
18+,Total,Sentenced,Male,Qld,Dec qtr 2012,Dec,2012,2
18+,Total,Sentenced,Male,Qld,Mar qtr 2013,Mar,2013,2
18+,Total,Sentenced,Male,Qld,Jun qtr 2013,Jun,2013,0
18+,Total,Sentenced,Male,WA,Jun qtr 2009,Jun,2009,6
18+,Total,Sentenced,Male,WA,Sep qtr 2009,Sep,2009,8
18+,Total,Sentenced,Male,WA,Dec qtr 2009,Dec,2009,9
18+,Total,Sentenced,Male,WA,Mar qtr 2010,Mar,2010,10
18+,Total,Sentenced,Male,WA,Jun qtr 2010,Jun,2010,14
18+,Total,Sentenced,Male,WA,Sep qtr 2010,Sep,2010,16
18+,Total,Sentenced,Male,WA,Dec qtr 2010,Dec,2010,11
18+,Total,Sentenced,Male,WA,Mar qtr 2011,Mar,2011,10
18+,Total,Sentenced,Male,WA,Jun qtr 2011,Jun,2011,9
18+,Total,Sentenced,Male,WA,Sep qtr 2011,Sep,2011,12
18+,Total,Sentenced,Male,WA,Dec qtr 2011,Dec,2011,15
18+,Total,Sentenced,Male,WA,Mar qtr 2012,Mar,2012,17
18+,Total,Sentenced,Male,WA,Jun qtr 2012,Jun,2012,18
18+,Total,Sentenced,Male,WA,Sep qtr 2012,Sep,2012,20
18+,Total,Sentenced,Male,WA,Dec qtr 2012,Dec,2012,17
18+,Total,Sentenced,Male,WA,Mar qtr 2013,Mar,2013,19
18+,Total,Sentenced,Male,WA,Jun qtr 2013,Jun,2013,17
18+,Total,Sentenced,Male,SA,Jun qtr 2009,Jun,2009,11
18+,Total,Sentenced,Male,SA,Sep qtr 2009,Sep,2009,11
18+,Total,Sentenced,Male,SA,Dec qtr 2009,Dec,2009,10
18+,Total,Sentenced,Male,SA,Mar qtr 2010,Mar,2010,12
18+,Total,Sentenced,Male,SA,Jun qtr 2010,Jun,2010,10
18+,Total,Sentenced,Male,SA,Sep qtr 2010,Sep,2010,12
18+,Total,Sentenced,Male,SA,Dec qtr 2010,Dec,2010,12
18+,Total,Sentenced,Male,SA,Mar qtr 2011,Mar,2011,11
18+,Total,Sentenced,Male,SA,Jun qtr 2011,Jun,2011,10
18+,Total,Sentenced,Male,SA,Sep qtr 2011,Sep,2011,5
18+,Total,Sentenced,Male,SA,Dec qtr 2011,Dec,2011,4
18+,Total,Sentenced,Male,SA,Mar qtr 2012,Mar,2012,4
18+,Total,Sentenced,Male,SA,Jun qtr 2012,Jun,2012,5
18+,Total,Sentenced,Male,SA,Sep qtr 2012,Sep,2012,14
18+,Total,Sentenced,Male,SA,Dec qtr 2012,Dec,2012,15
18+,Total,Sentenced,Male,SA,Mar qtr 2013,Mar,2013,14
18+,Total,Sentenced,Male,SA,Jun qtr 2013,Jun,2013,11
18+,Total,Sentenced,Male,Tas,Jun qtr 2009,Jun,2009,2
18+,Total,Sentenced,Male,Tas,Sep qtr 2009,Sep,2009,2
18+,Total,Sentenced,Male,Tas,Dec qtr 2009,Dec,2009,2
18+,Total,Sentenced,Male,Tas,Mar qtr 2010,Mar,2010,2
18+,Total,Sentenced,Male,Tas,Jun qtr 2010,Jun,2010,1
18+,Total,Sentenced,Male,Tas,Sep qtr 2010,Sep,2010,2
18+,Total,Sentenced,Male,Tas,Dec qtr 2010,Dec,2010,3
18+,Total,Sentenced,Male,Tas,Mar qtr 2011,Mar,2011,4
18+,Total,Sentenced,Male,Tas,Jun qtr 2011,Jun,2011,4
18+,Total,Sentenced,Male,Tas,Sep qtr 2011,Sep,2011,2
18+,Total,Sentenced,Male,Tas,Dec qtr 2011,Dec,2011,2
18+,Total,Sentenced,Male,Tas,Mar qtr 2012,Mar,2012,3
18+,Total,Sentenced,Male,Tas,Jun qtr 2012,Jun,2012,3
18+,Total,Sentenced,Male,Tas,Sep qtr 2012,Sep,2012,3
18+,Total,Sentenced,Male,Tas,Dec qtr 2012,Dec,2012,3
18+,Total,Sentenced,Male,Tas,Mar qtr 2013,Mar,2013,3
18+,Total,Sentenced,Male,Tas,Jun qtr 2013,Jun,2013,2
18+,Total,Sentenced,Male,ACT,Jun qtr 2009,Jun,2009,1
18+,Total,Sentenced,Male,ACT,Sep qtr 2009,Sep,2009,1
18+,Total,Sentenced,Male,ACT,Dec qtr 2009,Dec,2009,1
18+,Total,Sentenced,Male,ACT,Mar qtr 2010,Mar,2010,1
18+,Total,Sentenced,Male,ACT,Jun qtr 2010,Jun,2010,1
18+,Total,Sentenced,Male,ACT,Sep qtr 2010,Sep,2010,1
18+,Total,Sentenced,Male,ACT,Dec qtr 2010,Dec,2010,2
18+,Total,Sentenced,Male,ACT,Mar qtr 2011,Mar,2011,3
18+,Total,Sentenced,Male,ACT,Jun qtr 2011,Jun,2011,2
18+,Total,Sentenced,Male,ACT,Sep qtr 2011,Sep,2011,3
18+,Total,Sentenced,Male,ACT,Dec qtr 2011,Dec,2011,1
18+,Total,Sentenced,Male,ACT,Mar qtr 2012,Mar,2012,1
18+,Total,Sentenced,Male,ACT,Jun qtr 2012,Jun,2012,1
18+,Total,Sentenced,Male,ACT,Sep qtr 2012,Sep,2012,4
18+,Total,Sentenced,Male,ACT,Dec qtr 2012,Dec,2012,5
18+,Total,Sentenced,Male,ACT,Mar qtr 2013,Mar,2013,2
18+,Total,Sentenced,Male,ACT,Jun qtr 2013,Jun,2013,3
18+,Total,Sentenced,Male,NT,Jun qtr 2009,Jun,2009,0
18+,Total,Sentenced,Male,NT,Sep qtr 2009,Sep,2009,0
18+,Total,Sentenced,Male,NT,Dec qtr 2009,Dec,2009,0
18+,Total,Sentenced,Male,NT,Mar qtr 2010,Mar,2010,0
18+,Total,Sentenced,Male,NT,Jun qtr 2010,Jun,2010,0
18+,Total,Sentenced,Male,NT,Sep qtr 2010,Sep,2010,0
18+,Total,Sentenced,Male,NT,Dec qtr 2010,Dec,2010,0
18+,Total,Sentenced,Male,NT,Mar qtr 2011,Mar,2011,0
18+,Total,Sentenced,Male,NT,Jun qtr 2011,Jun,2011,0
18+,Total,Sentenced,Male,NT,Sep qtr 2011,Sep,2011,0
18+,Total,Sentenced,Male,NT,Dec qtr 2011,Dec,2011,0
18+,Total,Sentenced,Male,NT,Mar qtr 2012,Mar,2012,0
18+,Total,Sentenced,Male,NT,Jun qtr 2012,Jun,2012,0
18+,Total,Sentenced,Male,NT,Sep qtr 2012,Sep,2012,0
18+,Total,Sentenced,Male,NT,Dec qtr 2012,Dec,2012,0
18+,Total,Sentenced,Male,NT,Mar qtr 2013,Mar,2013,0
18+,Total,Sentenced,Male,NT,Jun qtr 2013,Jun,2013,0
18+,Total,Sentenced,Male,Aust,Jun qtr 2009,Jun,2009,141
18+,Total,Sentenced,Male,Aust,Sep qtr 2009,Sep,2009,167
18+,Total,Sentenced,Male,Aust,Dec qtr 2009,Dec,2009,167
18+,Total,Sentenced,Male,Aust,Mar qtr 2010,Mar,2010,170
18+,Total,Sentenced,Male,Aust,Jun qtr 2010,Jun,2010,179
18+,Total,Sentenced,Male,Aust,Sep qtr 2010,Sep,2010,190
18+,Total,Sentenced,Male,Aust,Dec qtr 2010,Dec,2010,177
18+,Total,Sentenced,Male,Aust,Mar qtr 2011,Mar,2011,169
18+,Total,Sentenced,Male,Aust,Jun qtr 2011,Jun,2011,188
18+,Total,Sentenced,Male,Aust,Sep qtr 2011,Sep,2011,177
18+,Total,Sentenced,Male,Aust,Dec qtr 2011,Dec,2011,183
18+,Total,Sentenced,Male,Aust,Mar qtr 2012,Mar,2012,163
18+,Total,Sentenced,Male,Aust,Jun qtr 2012,Jun,2012,162
18+,Total,Sentenced,Male,Aust,Sep qtr 2012,Sep,2012,212
18+,Total,Sentenced,Male,Aust,Dec qtr 2012,Dec,2012,195
18+,Total,Sentenced,Male,Aust,Mar qtr 2013,Mar,2013,195
18+,Total,Sentenced,Male,Aust,Jun qtr 2013,Jun,2013,190
18+,Total,Sentenced,Female,NSW,Jun qtr 2009,Jun,2009,1
18+,Total,Sentenced,Female,NSW,Sep qtr 2009,Sep,2009,1
18+,Total,Sentenced,Female,NSW,Dec qtr 2009,Dec,2009,2
18+,Total,Sentenced,Female,NSW,Mar qtr 2010,Mar,2010,2
18+,Total,Sentenced,Female,NSW,Jun qtr 2010,Jun,2010,3
18+,Total,Sentenced,Female,NSW,Sep qtr 2010,Sep,2010,3
18+,Total,Sentenced,Female,NSW,Dec qtr 2010,Dec,2010,3
18+,Total,Sentenced,Female,NSW,Mar qtr 2011,Mar,2011,1
18+,Total,Sentenced,Female,NSW,Jun qtr 2011,Jun,2011,1
18+,Total,Sentenced,Female,NSW,Sep qtr 2011,Sep,2011,2
18+,Total,Sentenced,Female,NSW,Dec qtr 2011,Dec,2011,2
18+,Total,Sentenced,Female,NSW,Mar qtr 2012,Mar,2012,3
18+,Total,Sentenced,Female,NSW,Jun qtr 2012,Jun,2012,6
18+,Total,Sentenced,Female,NSW,Sep qtr 2012,Sep,2012,3
18+,Total,Sentenced,Female,NSW,Dec qtr 2012,Dec,2012,5
18+,Total,Sentenced,Female,NSW,Mar qtr 2013,Mar,2013,4
18+,Total,Sentenced,Female,NSW,Jun qtr 2013,Jun,2013,6
18+,Total,Sentenced,Female,Vic,Jun qtr 2009,Jun,2009,3
18+,Total,Sentenced,Female,Vic,Sep qtr 2009,Sep,2009,3
18+,Total,Sentenced,Female,Vic,Dec qtr 2009,Dec,2009,2
18+,Total,Sentenced,Female,Vic,Mar qtr 2010,Mar,2010,2
18+,Total,Sentenced,Female,Vic,Jun qtr 2010,Jun,2010,4
18+,Total,Sentenced,Female,Vic,Sep qtr 2010,Sep,2010,2
18+,Total,Sentenced,Female,Vic,Dec qtr 2010,Dec,2010,2
18+,Total,Sentenced,Female,Vic,Mar qtr 2011,Mar,2011,3
18+,Total,Sentenced,Female,Vic,Jun qtr 2011,Jun,2011,4
18+,Total,Sentenced,Female,Vic,Sep qtr 2011,Sep,2011,3
18+,Total,Sentenced,Female,Vic,Dec qtr 2011,Dec,2011,3
18+,Total,Sentenced,Female,Vic,Mar qtr 2012,Mar,2012,2
18+,Total,Sentenced,Female,Vic,Jun qtr 2012,Jun,2012,2
18+,Total,Sentenced,Female,Vic,Sep qtr 2012,Sep,2012,3
18+,Total,Sentenced,Female,Vic,Dec qtr 2012,Dec,2012,6
18+,Total,Sentenced,Female,Vic,Mar qtr 2013,Mar,2013,4
18+,Total,Sentenced,Female,Vic,Jun qtr 2013,Jun,2013,4
18+,Total,Sentenced,Female,Qld,Jun qtr 2009,Jun,2009,0
18+,Total,Sentenced,Female,Qld,Sep qtr 2009,Sep,2009,0
18+,Total,Sentenced,Female,Qld,Dec qtr 2009,Dec,2009,0
18+,Total,Sentenced,Female,Qld,Mar qtr 2010,Mar,2010,0
18+,Total,Sentenced,Female,Qld,Jun qtr 2010,Jun,2010,0
18+,Total,Sentenced,Female,Qld,Sep qtr 2010,Sep,2010,0
18+,Total,Sentenced,Female,Qld,Dec qtr 2010,Dec,2010,0
18+,Total,Sentenced,Female,Qld,Mar qtr 2011,Mar,2011,0
18+,Total,Sentenced,Female,Qld,Jun qtr 2011,Jun,2011,0
18+,Total,Sentenced,Female,Qld,Sep qtr 2011,Sep,2011,1
18+,Total,Sentenced,Female,Qld,Dec qtr 2011,Dec,2011,1
18+,Total,Sentenced,Female,Qld,Mar qtr 2012,Mar,2012,1
18+,Total,Sentenced,Female,Qld,Jun qtr 2012,Jun,2012,0
18+,Total,Sentenced,Female,Qld,Sep qtr 2012,Sep,2012,0
18+,Total,Sentenced,Female,Qld,Dec qtr 2012,Dec,2012,0
18+,Total,Sentenced,Female,Qld,Mar qtr 2013,Mar,2013,0
18+,Total,Sentenced,Female,Qld,Jun qtr 2013,Jun,2013,0
18+,Total,Sentenced,Female,WA,Jun qtr 2009,Jun,2009,1
18+,Total,Sentenced,Female,WA,Sep qtr 2009,Sep,2009,1
18+,Total,Sentenced,Female,WA,Dec qtr 2009,Dec,2009,0
18+,Total,Sentenced,Female,WA,Mar qtr 2010,Mar,2010,0
18+,Total,Sentenced,Female,WA,Jun qtr 2010,Jun,2010,0
18+,Total,Sentenced,Female,WA,Sep qtr 2010,Sep,2010,0
18+,Total,Sentenced,Female,WA,Dec qtr 2010,Dec,2010,0
18+,Total,Sentenced,Female,WA,Mar qtr 2011,Mar,2011,0
18+,Total,Sentenced,Female,WA,Jun qtr 2011,Jun,2011,1
18+,Total,Sentenced,Female,WA,Sep qtr 2011,Sep,2011,0
18+,Total,Sentenced,Female,WA,Dec qtr 2011,Dec,2011,0
18+,Total,Sentenced,Female,WA,Mar qtr 2012,Mar,2012,0
18+,Total,Sentenced,Female,WA,Jun qtr 2012,Jun,2012,0
18+,Total,Sentenced,Female,WA,Sep qtr 2012,Sep,2012,0
18+,Total,Sentenced,Female,WA,Dec qtr 2012,Dec,2012,0
18+,Total,Sentenced,Female,WA,Mar qtr 2013,Mar,2013,0
18+,Total,Sentenced,Female,WA,Jun qtr 2013,Jun,2013,2
18+,Total,Sentenced,Female,SA,Jun qtr 2009,Jun,2009,0
