region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA11400,0,0,3,0,0,0,3,7,0,0,3,10,51,0,3,64,10,4,0,0,14,31,0,13,58,0,4,0,0,4,4,0,0,8,10,6,7,0,23,12,4,5,44,20,14,7,0,41,47,4,18,110,0,0,0,0,0,0,0,0,0,1466,1549,355,40,3410,1035,70,136,4651,1516,1515,400,36,3467,973,68,100,4608,5,3,0,0,8,40,0,0,48,3,3,3,0,9,5,3,0,17,8,6,3,0,17,45,3,0,65,9,3,3,0,15,49,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,9,3,3,0,15,52,0,6,73,0,4,0,0,4,25,0,12,41,4,4,0,0,8,8,0,0,16,7,7,0,0,14,6,0,0,20,11,15,0,0,26,39,0,12,77,3,0,0,0,3,0,0,0,3,1547,1539,406,36
LGA11450,0,0,7,11,6,5,29,32,10,13,3,58,183,10,21,272,13,3,3,3,22,75,7,14,118,0,0,0,0,0,0,0,0,0,3,3,3,0,9,14,0,0,23,16,6,6,3,31,89,7,14,141,0,0,0,0,0,0,0,0,0,3674,7614,1814,122,13224,2225,278,507,16234,4021,8171,1923,136,14251,1880,268,441,16840,139,110,57,3,309,315,21,21,666,86,108,67,5,266,97,12,15,390,225,218,124,8,575,412,33,36,1056,33,6,11,3,53,162,12,32,259,12,0,0,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,4,3,4,0,11,13,0,0,24,49,9,15,3,76,185,12,32,305,23,3,6,3,35,103,6,16,160,0,0,0,0,0,0,0,4,4,4,3,0,0,7,4,0,3,14,27,6,6,3,42,107,6,23,178,10,9,0,0,19,7,3,0,29,4332,8413,2068,150
LGA11500,3,0,13,4,0,0,17,240,116,153,15,524,660,54,125,1363,0,5,4,0,9,4,0,9,22,0,0,0,0,0,3,0,0,3,7,10,3,0,20,16,0,8,44,7,15,7,0,29,23,0,17,69,0,8,7,0,15,3,0,3,21,8996,18992,8254,535,36777,8048,921,2077,47823,8173,16697,6456,477,31803,5502,746,1223,39274,725,793,671,65,2254,1332,112,159,3857,542,919,918,59,2438,1023,128,249,3838,1267,1712,1589,124,4692,2355,240,408,7695,160,101,106,13,380,601,29,90,1100,148,37,30,4,219,201,18,36,474,91,23,33,4,151,120,14,13,298,9,8,0,0,17,32,3,11,63,408,169,169,21,767,954,64,150,1935,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,7,7,29,53,20,4,106,34,0,5,145,29,53,20,4,106,38,0,12,156,3,5,5,0,13,7,0,0,20,9880,18636,8239,626
LGA11520,0,0,20,19,0,4,43,2743,1422,666,193,5024,3064,733,1017,9838,3,3,0,0,6,6,0,6,18,0,4,0,0,4,0,0,0,4,32,28,10,3,73,25,18,8,124,35,35,10,3,83,31,18,14,146,0,3,0,0,3,3,0,0,6,6658,8117,2112,412,17299,5902,1213,1733,26147,2941,6161,1208,159,10469,1990,295,372,13126,283,371,98,21,773,255,47,39,1114,631,752,241,32,1656,524,117,114,2411,914,1123,339,53,2429,779,164,153,3525,576,333,193,36,1138,920,127,128,2313,1007,609,318,63,1997,1056,289,293,3635,2168,1206,401,129,3904,1642,590,733,6869,10,8,4,0,22,11,0,3,36,3761,2156,916,228,7061,3629,1006,1157,12853,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,39,29,12,0,80,40,15,30,165,39,29,12,0,80,43,15,30,168,23,6,3,5,37,17,4,6,64,7678,9475,2478,445
LGA11550,3,0,15,15,0,3,33,2886,4053,2215,340,9494,5423,804,1491,17212,8,10,7,0,25,6,3,0,34,0,0,0,0,0,5,0,0,5,50,74,30,6,160,64,15,31,270,58,84,37,6,185,75,18,31,309,0,4,5,0,9,3,0,5,17,8983,17054,5819,747,32603,10246,1412,2773,47034,5164,11397,3061,355,19977,3665,456,800,24898,311,554,195,25,1085,464,51,87,1687,562,1273,523,55,2413,556,112,215,3296,873,1827,718,80,3498,1020,163,302,4983,2137,3139,1351,245,6872,3035,606,880,11393,925,1349,698,94,3066,1424,215,394,5099,341,397,178,32,948,483,75,100,1606,5,0,7,0,12,9,4,4,29,3408,4885,2234,371,10898,4951,900,1378,18127,0,3,3,0,6,5,0,4,15,0,0,0,0,0,0,0,0,0,41,75,33,3,152,60,26,47,285,41,78,36,3,158,65,26,51,300,31,56,13,5,105,45,0,4,154,9517,18243,6062,814
LGA11600,0,0,0,0,0,0,0,4,0,0,0,4,28,5,9,46,3,0,0,3,6,26,3,43,78,0,0,0,0,0,0,0,6,6,4,0,0,0,4,0,0,0,4,7,0,0,3,10,26,3,49,88,0,0,0,0,0,0,0,0,0,283,338,84,10,715,281,30,127,1153,279,284,84,11,658,239,21,34,952,3,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,9,4,0,0,0,4,20,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,3,3,30,9,3,0,0,12,16,3,28,59,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,9,3,0,0,12,19,3,31,65,0,0,0,0,0,0,0,0,0,295,287,84,11
LGA11700,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,14,4,0,0,0,4,26,0,30,60,0,0,3,0,3,9,0,9,21,0,0,0,0,0,3,3,0,6,4,0,3,0,7,38,3,39,87,0,0,0,0,0,0,0,0,0,163,163,75,15,416,263,22,107,808,152,140,85,12,389,203,13,75,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,18,24,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,18,24,0,3,45,8,3,0,0,11,13,0,55,79,0,0,0,0,0,0,0,11,11,3,0,4,0,7,13,0,3,23,11,3,4,0,18,26,0,69,113,5,13,10,3,31,12,4,9,56,179,159,103,15
LGA11720,0,0,6,0,0,0,6,50,39,71,4,164,348,16,23,551,20,8,7,3,38,50,0,49,137,0,3,0,0,3,0,0,0,3,5,14,6,0,25,10,0,4,39,25,25,13,3,66,60,0,53,179,7,8,10,0,25,4,0,3,32,4414,5411,2380,182,12387,3907,366,572,17232,4570,5578,2463,158,12769,3535,407,630,17341,164,90,128,4,386,405,36,37,864,12,3,11,0,26,28,0,5,59,176,93,139,4,412,433,36,42,923,89,27,59,4,179,335,22,36,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,14,4,0,0,18,95,30,64,4,193,339,22,36,590,11,3,4,0,18,20,3,52,93,0,3,0,0,3,0,0,0,3,6,3,5,0,14,13,0,0,27,17,9,9,0,35,33,3,52,123,6,3,0,0,9,3,0,9,21,4864,5713,2675,166
LGA11730,3,0,11,21,3,0,35,193,64,147,8,412,690,52,142,1296,129,37,22,3,191,298,10,380,879,9,3,4,0,16,22,0,20,58,23,18,4,0,45,25,3,3,76,161,58,30,3,252,345,13,403,1013,3,0,0,0,3,0,0,3,6,5940,4739,2211,137,13027,4893,464,1030,19414,5751,4469,2097,163,12480,3894,426,541,17341,115,27,58,3,203,300,14,29,546,51,31,47,4,133,130,15,16,294,166,58,105,7,336,430,29,45,840,174,45,125,10,354,599,43,115,1111,16,5,5,3,29,41,3,32,105,3,3,0,0,6,8,5,3,22,0,3,0,0,3,14,0,0,17,193,56,130,13,392,662,51,150,1255,100,20,16,0,136,261,14,477,888,3,5,4,0,12,26,0,15,53,19,13,12,0,44,32,4,8,88,122,38,32,0,192,319,18,500,1029,3,0,0,6,9,21,0,3,33,6235,4621,2364,189
LGA11750,0,0,0,0,0,0,0,16,12,9,0,37,108,5,56,206,14,3,3,0,20,13,0,60,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,3,0,20,16,0,60,96,0,0,0,0,0,0,0,0,0,447,570,166,23,1206,477,51,228,1962,438,489,161,18,1106,398,30,124,1658,4,0,3,3,10,11,0,3,24,0,0,0,0,0,0,0,0,0,4,0,3,3,10,11,0,3,24,21,4,3,3,31,85,5,21,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,3,31,85,5,21,142,8,0,0,0,8,21,3,72,104,0,0,0,0,0,0,0,6,6,0,4,0,0,4,5,0,0,9,8,4,0,0,12,26,3,78,119,0,0,0,0,0,5,0,15,20,471,497,167,24
LGA11800,3,0,31,48,0,0,79,490,177,349,27,1043,1388,181,256,2868,164,34,62,3,263,385,17,506,1171,0,0,0,0,0,45,0,6,51,17,16,7,3,43,17,4,6,70,181,50,69,6,306,447,21,518,1292,0,0,0,0,0,7,0,0,7,7086,6752,3385,187,17410,6286,926,1403,26025,6358,6413,2654,141,15566,3731,566,609,20472,384,135,229,12,760,857,71,55,1743,310,150,177,10,647,454,83,75,1259,694,285,406,22,1407,1311,154,130,3002,289,132,264,18,703,1178,125,173,2179,57,20,23,6,106,105,26,17,254,70,18,19,0,107,117,12,37,273,11,10,7,0,28,37,0,10,75,427,180,313,24,944,1437,163,237,2781,208,24,50,4,286,418,14,558,1276,0,3,3,0,6,6,0,8,20,9,6,8,0,23,22,4,3,52,217,33,61,4,315,446,18,569,1348,0,5,0,0,5,7,0,0,12,7696,6916,3434,191
LGA11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,182,230,35,0,447,128,13,46,634,182,205,31,3,421,111,11,28,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,182,205,31,3
LGA12000,0,0,0,4,0,0,4,3,0,3,0,6,27,3,3,39,3,3,0,0,6,8,0,4,18,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,10,8,3,0,0,11,13,0,4,28,3,0,0,0,3,3,0,0,6,453,497,124,6,1080,364,28,30,1502,468,441,133,10,1052,329,29,54,1464,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,17,0,3,0,20,39,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,20,39,0,0,59,3,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,3,3,3,0,4,0,7,3,0,3,13,6,0,4,0,10,3,3,9,25,0,0,0,0,0,0,0,0,0,491,441,140,10
LGA12050,0,0,0,11,0,0,11,11,4,4,5,24,148,7,16,195,3,3,3,0,9,11,0,8,28,0,0,0,0,0,4,0,0,4,3,8,3,0,14,16,0,13,43,6,11,6,0,23,31,0,21,75,0,3,0,0,3,0,3,0,6,1121,1034,368,31,2554,1087,71,184,3896,1119,975,377,19,2490,924,72,139,3625,19,5,12,3,39,120,7,16,182,0,8,0,0,8,6,0,3,17,19,13,12,3,47,126,7,19,199,7,3,3,3,16,85,6,7,114,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,6,10,3,3,3,19,96,6,7,128,3,0,0,0,3,6,0,13,22,3,3,0,0,6,4,3,5,18,3,3,0,0,6,9,0,3,18,9,6,0,0,15,19,3,21,58,0,3,0,0,3,3,0,0,6,1157,1000,392,25
LGA12150,0,0,0,0,0,0,0,4,6,5,0,15,71,3,0,89,9,0,0,0,9,8,0,18,35,0,0,0,0,0,0,0,4,4,4,0,0,0,4,6,0,0,10,13,0,0,0,13,14,0,22,49,0,0,0,0,0,0,0,0,0,429,404,236,22,1091,477,32,56,1656,418,350,230,27,1025,395,31,76,1527,9,0,4,0,13,21,0,3,37,0,0,0,0,0,0,0,0,0,9,0,4,0,13,21,0,3,37,4,0,0,0,4,31,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,31,0,3,38,0,0,0,0,0,5,0,20,25,0,0,0,0,0,3,0,5,8,0,3,0,0,3,4,0,0,7,0,3,0,0,3,12,0,25,40,0,0,0,0,0,0,0,0,0,431,353,234,27
LGA12200,0,0,0,0,0,0,0,10,4,5,0,19,72,4,0,95,3,5,0,0,8,11,0,6,25,0,0,0,0,0,0,0,0,0,4,3,0,0,7,10,0,0,17,7,8,0,0,15,21,0,6,42,0,0,0,0,0,0,0,0,0,923,778,302,24,2027,808,51,49,2935,954,694,286,21,1955,762,44,86,2847,6,0,3,0,9,29,0,0,38,3,0,0,0,3,0,0,0,3,9,0,3,0,12,29,0,0,41,24,0,5,0,29,90,0,7,126,0,0,0,0,0,10,0,6,16,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,7,27,4,5,0,36,100,0,13,149,0,0,0,0,0,3,0,12,15,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,5,0,0,5,3,0,12,20,3,0,0,0,3,0,0,0,3,993,703,294,21
LGA12300,0,0,3,0,0,0,3,79,15,16,3,113,191,16,27,347,35,4,3,0,42,59,3,34,138,4,3,0,0,7,6,0,0,13,4,6,0,0,10,0,0,0,10,43,13,3,0,59,65,3,34,161,0,0,0,0,0,0,0,0,0,1494,1174,351,38,3057,1141,92,159,4449,1390,1037,353,24,2804,902,90,118,3914,42,6,9,0,57,68,3,7,135,3,0,0,0,3,3,3,3,12,45,6,9,0,60,71,6,10,147,91,21,13,0,125,245,15,29,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,94,21,13,0,128,245,15,29,417,19,3,3,0,25,38,6,41,110,0,0,0,0,0,0,0,6,6,0,5,0,0,5,3,0,0,8,19,8,3,0,30,41,6,47,124,4,6,0,0,10,0,0,0,10,1552,1078,378,24
LGA12350,0,0,3,0,0,0,3,37,11,13,3,64,164,9,11,248,12,3,3,0,18,19,0,20,57,4,6,0,0,10,5,0,0,15,0,3,3,0,6,3,0,0,9,16,12,6,0,34,27,0,20,81,0,0,0,0,0,0,0,0,0,1480,1371,507,39,3397,1272,98,109,4876,1428,1177,431,36,3072,1165,98,219,4554,25,3,8,0,36,87,0,7,130,0,3,3,0,6,11,3,0,20,25,6,11,0,42,98,3,7,150,19,3,9,4,35,151,9,26,221,0,0,0,0,0,7,3,0,10,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,19,3,9,4,35,162,12,26,235,8,0,0,0,8,13,0,28,49,0,0,0,0,0,4,0,0,4,6,5,0,0,11,8,0,0,19,14,5,0,0,19,25,0,28,72,0,0,0,0,0,10,0,41,51,1486,1191,451,40
LGA12500,0,0,0,0,0,0,0,33,4,18,3,58,247,12,16,333,6,3,0,0,9,6,0,19,34,3,0,3,0,6,3,3,0,12,5,0,6,0,11,9,3,0,23,14,3,9,0,26,18,6,19,69,0,0,0,0,0,0,0,0,0,831,779,317,27,1954,925,77,110,3066,777,655,337,22,1791,723,54,114,2682,13,5,7,7,32,126,6,11,175,0,0,0,0,0,0,0,0,0,13,5,7,7,32,126,6,11,175,19,3,4,0,26,97,3,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,3,4,0,26,100,3,8,137,7,0,0,0,7,26,0,31,64,0,0,0,0,0,0,0,0,0,7,3,3,0,13,8,0,0,21,14,3,3,0,20,34,0,31,85,0,0,3,0,3,0,0,8,11,823,666,354,29
LGA12600,4,3,22,5,0,3,30,134,38,90,19,281,600,71,163,1115,18,10,0,0,28,58,7,108,201,5,3,3,0,11,3,0,4,18,5,5,5,0,15,10,0,0,25,28,18,8,0,54,71,7,112,244,4,5,0,0,9,7,0,0,16,3490,4204,1742,154,9590,3062,423,914,13989,3365,4121,1676,132,9294,2292,342,357,12285,129,63,111,7,310,410,39,32,791,10,8,8,0,26,14,0,5,45,139,71,119,7,336,424,39,37,836,153,50,79,16,298,812,55,83,1248,6,0,0,0,6,9,0,5,20,8,0,3,0,11,4,0,0,15,0,0,0,0,0,6,0,0,6,167,50,82,16,315,831,55,88,1289,8,3,4,0,15,36,4,138,193,0,0,0,0,0,0,0,0,0,16,11,3,3,33,18,3,3,57,24,14,7,3,48,54,7,141,250,0,0,0,0,0,0,0,3,3,3695,4256,1884,158
LGA12700,0,0,0,0,0,3,3,0,3,0,0,3,21,3,3,30,4,4,0,0,8,12,0,7,27,5,7,0,0,12,3,0,0,15,3,3,0,0,6,0,0,0,6,12,14,0,0,26,15,0,7,48,0,0,0,0,0,4,0,0,4,921,996,273,20,2210,662,43,146,3061,994,976,304,17,2291,679,47,120,3137,6,0,5,0,11,39,0,0,50,3,0,0,0,3,0,0,0,3,9,0,5,0,14,39,0,0,53,5,0,5,0,10,12,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,3,5,0,13,12,3,0,28,0,3,0,0,3,10,0,0,13,0,3,0,0,3,0,0,5,8,3,0,0,0,3,3,0,0,6,3,6,0,0,9,13,0,5,27,0,0,0,0,0,0,0,0,0,1011,985,314,17
LGA12750,0,0,19,32,3,4,58,177,43,72,6,298,449,30,66,843,97,19,15,0,131,173,6,141,451,8,11,3,0,22,9,0,8,39,8,14,3,0,25,24,0,5,54,113,44,21,0,178,206,6,154,544,0,0,0,0,0,0,0,0,0,5021,3132,1551,94,9798,3687,358,692,14535,4671,2830,1328,78,8907,2910,271,633,12721,187,46,67,8,308,365,18,51,742,91,22,38,3,154,174,13,24,365,278,68,105,11,462,539,31,75,1107,173,41,85,7,306,473,21,82,882,12,6,3,0,21,28,3,4,56,0,0,0,0,0,0,0,0,0,7,0,3,0,10,32,0,7,49,192,47,91,7,337,533,24,93,987,77,16,9,0,102,148,6,180,436,0,3,0,0,3,3,0,7,13,15,6,8,0,29,17,3,4,53,92,25,17,0,134,168,9,191,502,3,3,0,0,6,9,0,6,21,5236,2973,1541,96
LGA12850,11,4,37,27,0,9,73,1075,1647,1232,168,4122,2052,267,581,7022,11,11,3,3,28,49,3,31,111,5,0,0,0,5,5,0,3,13,12,25,21,0,58,29,4,11,102,28,36,24,3,91,83,7,45,226,3,4,12,0,19,4,0,3,26,9298,24787,9435,974,44494,8338,1077,2220,56129,7411,20108,7256,740,35515,5136,697,1206,42554,500,1129,619,58,2306,721,57,85,3169,584,1990,1071,98,3743,668,96,131,4638,1084,3119,1690,156,6049,1389,153,216,7807,369,531,444,48,1392,896,105,140,2533,480,811,572,74,1937,820,127,181,3065,234,357,212,41,844,349,48,57,1298,23,43,34,3,103,62,4,11,180,1106,1742,1262,166,4276,2127,284,389,7076,11,0,3,0,14,54,3,3,74,0,0,0,0,0,0,0,0,0,17,32,11,3,63,20,3,10,96,28,32,14,3,77,74,6,13,170,13,20,9,0,42,10,3,4,59,9642,25021,10231,1065
LGA12900,0,0,3,4,0,0,7,31,6,21,3,61,191,7,16,275,7,3,0,0,10,26,0,44,80,0,3,0,0,3,0,0,0,3,6,5,0,0,11,4,0,3,18,13,11,0,0,24,30,0,47,101,0,3,0,0,3,3,0,0,6,1009,991,432,35,2467,1010,70,158,3705,1017,882,383,36,2318,844,69,86,3317,22,8,3,0,33,81,4,0,118,3,0,3,0,6,4,0,0,10,25,8,6,0,39,85,4,0,128,16,0,15,0,31,129,4,10,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,19,0,15,0,34,129,4,10,177,6,0,0,0,6,19,0,45,70,3,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,4,13,0,0,0,13,19,0,45,77,3,0,0,0,3,0,0,0,3,1077,890,404,36
