region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
LGA11450,2952,63917,11660,4029,2487,28391,2640,49208,335,2464,1621,18337,403,23160,0,8,3,94,3,108,581,43,39,65,41,769,318,75,37,150,12,592,325,123,84,172,11,715,3701,2039,1393,12637,382,20152,302,29,57,3,7,398,108,37,15,96,0,256,502,180,129,1010,27,1848,241,86,40,196,13,576,124,37,13,35,3,212,440,28,10,12,14,504,839,394,249,3714,91,5287,1376,500,160,1301,67,3404,19,3,3,0,0,25,335,89,33,95,15,567,88,33,5,26,9,161,633,165,92,436,30,1356,126,29,16,14,3,188,200,98,59,37,5,399,272,45,54,111,6,488,110,15,12,35,3,175,975,455,327,2682,75,4514,193,44,20,40,10,307,21,0,0,0,3,24,168,33,31,12,0,244,233,42,35,47,9,366,43,10,4,7,9,73,78,3,5,3,0,89,122,39,25,112,0,298,2726,502,244,486,69,4027,271,82,65,699,1650,2767
LGA11500,12917,179017,51805,9324,6076,63311,11874,142384,1693,4848,3351,35461,1306,46659,10,46,23,525,39,643,2888,71,115,177,83,3334,763,104,61,154,26,1108,576,237,96,319,19,1247,8540,3784,2686,24692,1265,40967,4362,102,298,49,107,4918,395,55,29,213,28,720,1384,362,242,1949,90,4027,834,204,106,374,57,1575,366,63,42,69,8,548,5147,94,69,44,117,5471,1670,744,553,7788,253,11008,1620,506,237,1317,77,3757,129,4,13,0,3,149,1795,333,112,307,88,2635,347,34,27,36,19,463,731,235,138,558,35,1697,1203,128,82,69,86,1568,618,206,137,94,38,1093,934,103,67,231,25,1360,388,38,24,70,6,526,2102,872,624,5415,208,9221,429,41,16,37,14,537,107,0,0,0,0,107,814,67,44,35,32,992,1229,94,67,88,45,1523,129,36,5,8,12,190,837,14,36,10,25,922,261,67,39,178,18,563,20375,1541,841,1176,821,24754,1807,210,179,1555,6737,10488
LGA11520,5762,81633,29525,4789,2842,22688,5528,65370,539,2124,1483,10991,310,15447,0,3,4,41,0,48,7891,176,216,221,130,8634,401,48,42,103,8,602,306,108,55,112,8,589,3831,1609,1137,8789,261,15627,640,15,63,9,21,748,245,32,24,106,9,416,561,138,107,774,23,1603,1884,294,121,760,56,3115,213,23,21,38,4,299,1671,51,34,33,28,1817,1308,550,332,4799,100,7089,7498,1244,520,2590,249,12101,2426,12,24,9,49,2520,1012,198,75,277,40,1602,105,18,7,10,10,150,384,100,43,167,7,701,168,25,15,4,3,215,412,113,67,29,7,628,387,41,64,93,12,597,272,33,25,57,3,390,979,446,266,2708,63,4462,229,17,25,28,6,305,23,0,0,0,0,23,213,35,22,12,8,290,489,50,31,54,11,635,361,22,12,14,8,417,484,5,23,3,12,527,122,43,24,150,3,342,5469,579,454,540,115,7157,563,89,66,453,4156,5327
LGA11550,12684,147120,87520,5980,3437,20404,12139,129482,2472,2169,1369,8794,517,15321,0,11,5,155,10,181,17350,148,189,151,419,18257,482,38,19,72,15,626,186,59,47,69,7,368,4627,1332,883,6459,600,13901,2173,33,121,16,83,2426,279,34,23,76,9,421,571,157,88,576,34,1426,10486,1032,469,2546,346,14879,260,41,13,25,4,343,3516,42,40,18,76,3692,850,415,269,3179,130,4843,4507,721,304,1396,162,7090,2840,18,29,11,66,2964,11471,1300,587,1164,463,14985,568,73,21,79,17,758,389,94,32,138,13,666,624,49,40,18,46,777,362,73,44,23,11,513,369,39,36,41,12,497,209,20,17,28,7,281,693,312,216,1778,69,3068,325,27,14,33,4,403,10,4,0,0,0,14,123,19,12,11,0,165,694,39,29,55,18,835,586,63,10,32,17,708,4482,22,44,15,122,4685,79,20,17,103,3,222,25919,1203,730,801,723,29376,2820,189,162,584,7913,11668
LGA11600,253,3689,233,105,101,2251,242,2930,3,54,47,1058,23,1185,0,0,0,20,0,20,3,0,0,7,0,10,3,0,0,0,0,3,9,3,3,6,0,21,67,51,46,817,35,1016,19,0,4,0,0,23,0,0,0,6,0,6,16,4,0,79,3,102,5,0,0,0,0,5,0,0,0,0,0,0,17,3,0,0,0,20,21,11,10,271,12,325,23,5,6,32,0,66,8,0,0,0,3,11,3,0,3,10,0,16,0,0,0,3,0,3,5,4,0,0,0,9,27,0,0,0,0,27,8,7,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,24,15,11,225,4,279,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,20,8,3,24,3,58,6,3,0,64,65,138
LGA11700,217,2590,136,60,48,1688,210,2146,4,35,18,804,34,895,0,0,0,473,3,476,7,0,3,3,0,13,0,0,0,0,0,0,14,0,0,3,0,17,65,30,25,540,19,679,0,0,3,0,0,3,3,0,0,6,0,9,13,3,4,49,0,69,3,0,0,10,0,13,0,0,0,0,0,0,0,3,0,3,3,9,15,7,3,156,0,181,7,10,0,13,0,30,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,5,4,0,3,0,12,8,0,0,3,3,14,7,8,0,4,0,19,3,0,0,3,0,6,0,0,0,0,0,0,21,5,10,121,3,160,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,49,5,3,13,3,73,3,3,0,33,144,183
LGA11720,3714,58654,3978,2381,1596,34603,3457,46024,108,1336,933,20460,577,23414,0,3,0,159,4,166,121,10,5,71,5,212,25,7,3,20,3,58,172,85,52,178,11,498,1821,1313,908,16721,563,21326,119,11,50,9,7,196,43,14,8,97,0,162,301,116,86,1413,30,1946,34,27,4,70,3,138,35,8,7,9,0,59,69,3,4,9,0,85,305,201,127,3995,97,4725,124,68,15,353,9,569,10,4,3,0,0,17,26,6,3,24,4,63,10,3,3,3,0,19,56,14,3,37,3,113,109,43,14,48,7,221,126,71,40,38,10,285,160,34,19,131,10,354,20,10,6,33,0,69,587,460,296,4084,74,5501,7,0,3,4,0,14,0,0,0,0,0,0,37,5,9,9,0,60,34,6,7,48,0,95,8,0,0,0,0,8,10,0,4,0,0,14,70,44,18,256,9,397,601,165,102,414,25,1307,88,49,44,1301,2649,4131
LGA11730,3261,62377,4034,2350,1707,37326,3011,48426,143,1272,978,19931,534,22858,0,5,0,484,10,499,102,11,8,109,4,234,13,3,0,8,0,24,312,101,48,139,5,605,2182,1305,971,16236,538,21232,106,8,48,7,6,175,52,16,10,119,3,200,293,101,76,1766,31,2267,41,28,5,54,3,131,27,5,0,16,3,51,61,11,5,30,3,110,350,266,174,5112,135,6037,122,90,16,414,9,651,10,0,3,0,0,13,4,0,3,17,0,24,0,3,3,0,0,6,55,21,14,58,0,148,68,26,12,25,0,131,102,53,67,19,3,244,59,23,10,43,3,138,20,13,6,13,0,52,513,405,213,4316,97,5544,3,5,0,3,0,11,0,0,0,0,0,0,42,6,8,10,0,66,36,9,5,42,3,95,6,4,0,3,0,13,13,0,0,0,0,13,71,20,18,148,0,257,589,206,156,435,19,1405,73,55,34,1044,1973,3179
LGA11750,583,6586,392,168,169,3915,538,5194,7,90,85,2043,57,2282,0,0,0,113,0,113,10,0,0,10,3,23,3,3,3,3,0,12,23,9,8,15,0,55,125,68,73,1483,36,1785,16,0,3,0,0,19,0,0,0,5,0,5,25,11,4,170,7,217,3,0,3,7,0,13,3,0,0,0,0,3,7,0,0,3,0,10,47,16,15,522,9,609,17,10,7,29,3,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,21,0,3,0,0,24,12,5,4,0,0,21,3,3,4,8,0,18,0,0,0,0,0,0,43,31,20,350,6,450,3,0,0,0,0,3,0,0,0,0,0,0,14,0,3,0,0,17,4,0,3,5,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,19,0,29,99,6,7,31,5,148,7,0,3,123,393,526
LGA11800,4425,86211,9751,4177,2872,45364,4040,66198,238,2288,1632,24313,719,29190,0,13,4,325,18,360,331,35,38,160,15,579,70,14,0,19,4,107,522,176,90,260,18,1066,4218,2222,1556,20208,763,28967,206,4,64,8,8,290,129,32,15,208,12,396,668,188,127,1914,75,2972,97,54,12,93,5,261,99,25,7,34,3,168,716,44,69,27,31,887,752,461,274,6736,180,8403,437,163,65,721,46,1432,25,0,0,4,0,29,33,11,3,48,0,95,14,0,0,11,0,25,111,37,33,111,5,297,87,31,33,23,3,177,248,126,72,48,12,506,154,39,25,84,4,306,57,19,12,43,3,134,951,557,391,5098,115,7112,25,3,0,3,0,31,0,0,0,0,0,0,167,12,15,12,3,209,60,10,19,73,11,173,13,4,0,0,3,20,31,0,3,0,0,34,149,36,21,177,3,386,2151,410,292,635,94,3582,238,78,42,1135,2960,4453
LGA11860,146,2142,91,52,61,1320,123,1651,3,29,29,662,9,732,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,10,0,24,27,23,34,573,9,666,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,41,0,49,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,147,0,153,14,4,3,24,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,3,0,9,0,0,0,0,0,0,9,12,9,187,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,10,3,7,7,0,27,3,0,4,40,33,80
LGA12000,159,4974,201,150,124,3289,138,3906,3,63,58,1645,43,1812,0,0,0,10,0,10,3,3,0,11,0,17,0,0,0,0,0,0,14,8,4,3,0,29,102,80,68,1350,27,1627,0,0,0,0,0,0,3,0,0,13,0,16,8,6,5,130,4,153,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,5,0,8,18,20,14,528,5,585,3,5,3,32,0,43,0,0,0,0,0,0,3,0,4,11,0,18,0,0,0,0,0,0,3,0,4,3,0,10,3,0,4,0,0,7,5,3,3,3,0,14,3,0,3,9,0,15,0,0,0,0,0,0,31,26,11,352,11,431,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,4,3,4,0,18,43,11,4,27,0,85,8,0,0,83,165,256
LGA12050,935,12746,1776,508,416,6250,899,9846,42,291,212,3256,94,3895,0,0,0,15,0,15,38,4,3,31,3,79,14,4,0,0,0,18,110,23,13,28,5,179,567,270,221,2559,85,3702,25,8,7,0,0,40,18,3,4,21,0,46,209,39,29,244,9,530,19,3,3,18,0,43,27,3,0,9,0,39,21,0,3,0,0,24,75,67,48,1058,34,1282,132,36,10,91,6,275,7,0,3,0,0,10,54,12,0,18,3,87,3,0,0,0,0,3,11,3,3,13,0,30,25,12,9,3,3,52,24,15,14,11,0,64,31,3,0,4,5,43,12,3,3,8,0,26,150,57,48,748,11,1014,17,0,3,0,0,20,8,0,0,0,0,8,19,3,0,0,0,22,18,3,0,4,0,25,0,0,0,0,0,0,12,0,0,0,0,12,21,12,3,33,0,69,312,60,33,79,11,495,18,11,7,140,606,782
LGA12150,258,5131,146,77,54,3663,239,4189,0,28,37,2046,57,2168,0,3,0,55,3,61,5,0,3,15,0,23,0,0,0,0,0,0,13,0,0,6,0,19,55,31,25,1278,65,1454,0,0,0,0,0,0,0,3,0,12,0,15,22,0,3,109,0,134,9,3,3,0,0,15,0,0,3,4,0,7,3,0,0,0,0,3,9,14,8,384,12,427,3,5,0,20,0,28,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,8,3,0,15,7,3,3,5,0,18,4,0,0,0,0,4,10,11,17,285,13,336,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,4,0,10,29,4,3,18,3,57,3,3,0,137,184,327
LGA12200,341,9095,432,302,174,5924,289,7121,14,138,79,2953,111,3295,0,0,0,16,3,19,21,3,0,8,0,32,0,0,0,3,0,3,22,7,5,16,0,50,216,147,86,2496,57,3002,9,0,0,0,0,9,3,3,0,17,0,23,27,14,4,207,8,260,3,8,0,3,0,14,3,0,0,0,3,6,3,0,0,3,0,6,34,27,11,921,18,1011,13,5,9,46,0,73,4,0,0,0,0,4,5,3,0,7,0,15,0,0,0,0,0,0,0,3,3,4,0,10,3,0,0,0,0,3,0,3,3,0,0,6,8,3,3,8,0,22,3,0,0,0,0,3,33,31,33,539,7,643,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,3,0,0,0,0,3,15,0,0,0,0,15,4,4,0,28,0,36,77,16,4,52,9,158,10,16,4,198,300,528
LGA12300,628,14006,1017,462,329,8664,591,11064,12,242,177,4129,109,4669,0,0,0,5,0,5,29,3,4,13,0,49,12,0,0,4,0,16,69,13,20,38,0,140,443,246,199,3649,80,4617,43,3,13,0,0,59,7,3,0,32,0,42,81,28,12,394,12,527,4,3,3,16,0,26,11,3,0,0,0,14,9,0,0,0,0,9,71,62,29,1320,22,1504,52,18,4,107,6,187,7,0,0,0,0,7,5,0,0,3,0,8,0,3,0,0,0,3,14,0,0,3,0,17,9,3,0,3,0,15,33,7,11,0,0,51,30,8,0,9,3,50,3,3,3,3,0,12,117,67,49,993,19,1245,6,0,0,0,0,6,0,0,0,0,0,0,11,0,4,0,0,15,8,0,0,3,0,11,4,0,0,0,0,4,3,0,0,0,0,3,16,6,3,24,0,49,118,25,25,68,3,239,13,5,12,310,342,682
LGA12350,694,15752,937,521,399,9819,631,12306,22,231,207,4837,145,5442,0,5,0,142,3,150,22,4,0,11,3,40,9,4,3,8,0,24,52,16,16,18,4,106,355,282,187,4016,120,4960,12,0,3,0,0,15,8,4,0,34,0,46,69,26,20,237,6,358,21,5,0,28,0,54,15,0,0,0,0,15,6,0,0,0,0,6,78,48,28,1318,26,1498,38,23,14,89,3,167,3,0,0,0,0,3,3,3,0,4,0,10,3,0,0,0,0,3,37,15,6,38,0,96,12,4,8,15,3,42,19,8,17,6,0,50,24,3,0,11,0,38,5,0,4,4,0,13,95,68,39,886,7,1095,10,0,3,0,0,13,0,0,0,0,0,0,15,0,0,7,0,22,8,0,0,11,0,19,0,0,0,0,0,0,3,0,0,0,0,3,12,4,3,26,0,45,154,43,20,120,11,348,13,12,5,343,666,1039
LGA12500,449,9203,578,320,194,5831,418,7338,14,150,86,2802,68,3120,0,0,0,29,0,29,24,0,0,16,0,40,8,0,0,0,0,8,45,17,6,34,3,105,168,148,94,2311,94,2815,0,0,0,0,0,0,6,5,3,13,0,27,29,12,10,207,5,263,12,4,0,11,0,27,0,3,0,0,0,3,22,0,0,3,0,25,42,32,22,709,19,824,59,12,11,87,7,176,0,0,0,0,0,0,0,0,0,7,0,7,5,0,0,0,0,5,5,0,0,3,0,8,31,3,3,4,6,47,10,3,10,10,0,33,7,3,0,4,0,14,3,0,0,0,0,3,52,44,30,654,14,794,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,20,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,6,0,26,67,17,3,60,4,151,7,3,3,158,361,532
LGA12600,3398,47801,2371,1452,931,29895,3214,37869,71,845,551,17034,500,19001,0,13,3,444,26,486,195,18,21,134,4,372,11,5,0,3,0,19,139,65,44,125,3,376,824,721,505,13111,382,15543,96,0,22,0,0,118,35,15,14,123,9,196,114,55,46,1150,18,1383,58,21,3,80,0,162,18,11,0,3,0,32,161,11,8,23,5,208,180,163,92,4432,82,4949,108,65,20,345,11,549,17,0,0,0,0,17,32,15,3,37,11,98,5,0,0,0,0,5,23,16,3,51,0,93,46,17,9,21,3,96,62,36,30,35,7,170,39,19,6,48,3,115,27,0,8,14,0,49,240,205,139,2868,60,3512,3,0,0,0,0,3,19,0,0,0,0,19,41,13,10,5,0,69,12,3,3,47,0,65,5,0,0,3,0,8,19,0,3,0,0,22,21,25,5,75,0,126,546,122,69,257,20,1014,54,26,25,901,1680,2686
LGA12700,550,10266,517,333,243,6327,521,7940,14,188,142,3435,68,3847,0,0,0,18,0,18,6,0,0,11,0,17,3,0,0,0,0,3,33,16,10,12,0,71,254,212,134,2979,79,3658,6,3,4,3,0,16,0,3,0,16,0,19,44,21,10,348,21,444,4,4,0,7,0,15,8,0,0,4,3,15,0,0,0,0,0,0,37,34,14,871,17,973,18,13,8,46,4,89,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,7,3,0,7,0,17,3,8,4,4,0,19,8,3,7,4,0,22,16,4,3,21,0,44,9,0,0,6,0,15,76,52,28,646,18,820,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,37,0,49,81,22,23,71,3,200,4,6,7,194,265,476
LGA12750,2163,45248,5841,2248,1482,23055,1910,34539,131,1186,842,11799,346,14304,0,11,4,311,14,340,73,14,7,80,0,174,152,10,9,32,8,211,334,86,53,153,7,633,2644,1139,838,10066,371,15058,79,3,26,9,0,117,74,9,11,84,3,181,484,108,76,899,28,1595,128,24,4,88,9,253,62,22,3,16,0,103,27,5,3,10,0,45,408,230,165,3524,92,4419,255,76,29,286,11,657,4,0,0,3,0,7,13,10,3,10,0,36,16,3,5,0,0,24,93,33,7,29,4,166,42,14,14,27,3,100,113,60,41,21,4,239,125,20,12,41,9,207,47,17,0,19,4,87,603,278,222,2600,78,3781,42,7,0,4,3,56,0,0,0,0,0,0,41,15,7,0,0,63,46,4,4,29,0,83,10,7,0,0,0,17,43,0,0,0,0,43,91,34,16,116,3,260,698,201,95,320,32,1346,86,46,23,592,1659,2406
LGA12850,15228,201876,131034,6473,3698,23680,14467,179356,3344,2085,1307,10866,715,18317,5,21,7,165,12,210,23713,145,248,171,598,24875,3168,257,102,337,82,3946,256,59,32,82,20,449,5572,1314,864,7185,766,15701,2754,37,132,17,73,3013,271,23,9,68,10,381,1007,156,112,508,52,1835,1043,155,92,348,29,1667,360,31,9,34,3,437,1649,26,15,16,53,1759,620,272,170,2393,82,3537,8071,1389,491,2374,307,12632,128,0,6,3,4,141,3898,753,192,395,203,5441,1376,101,41,118,72,1708,2012,301,179,570,100,3162,752,52,59,22,40,925,272,62,37,23,8,402,1106,102,29,113,25,1375,814,54,16,42,10,936,660,257,182,1387,72,2558,3760,181,99,175,120,4335,10,0,0,0,0,10,85,19,12,0,4,120,2740,95,90,80,77,3082,1108,90,52,52,63,1365,29403,181,239,166,1147,31136,60,31,16,63,0,170,46750,1297,811,729,1594,51181,5766,228,193,775,6873,13835
LGA12900,601,11861,461,264,212,7803,563,9310,6,144,107,3909,126,4292,0,3,0,50,10,63,18,4,0,12,3,37,0,0,0,0,0,0,25,15,4,28,3,75,170,129,111,3301,115,3826,22,0,5,3,3,33,8,0,0,57,0,65,26,22,14,284,9,355,4,3,0,4,0,11,5,0,3,9,0,17,15,0,0,0,0,15,45,23,10,1099,38,1215,22,17,4,54,4,101,0,0,0,0,0,0,0,0,3,11,0,14,11,0,0,0,0,11,8,0,0,7,0,15,6,3,3,3,0,15,14,0,4,3,0,21,8,0,0,12,0,20,9,5,0,10,0,24,49,48,19,676,14,806,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,3,6,10,0,3,13,0,26,61,23,10,63,9,166,6,3,7,292,263,571
LGA12950,357,5681,220,137,98,3764,329,4553,7,67,54,2059,46,2233,0,0,0,22,0,22,10,0,0,7,4,21,0,0,0,0,0,0,24,3,3,10,0,40,74,64,52,1492,41,1723,11,0,0,0,0,11,0,0,3,4,0,7,4,4,5,152,4,169,4,0,0,9,0,13,3,0,0,0,0,3,3,0,3,0,0,6,11,20,18,460,12,521,3,6,6,20,6,41,0,0,0,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,3,11,3,4,0,3,21,4,0,0,0,0,4,5,3,3,0,0,11,3,0,0,4,0,7,19,16,9,329,6,379,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,11,0,14,0,0,0,0,0,0,5,0,0,0,0,5,3,6,0,13,0,22,27,5,7,23,0,62,11,3,3,111,213,341
LGA13010,656,11316,571,321,245,7005,611,8758,14,143,126,3471,112,3866,0,0,0,35,5,40,19,0,0,19,0,38,0,0,0,3,0,3,44,12,5,19,3,83,273,168,130,2844,104,3519,15,0,8,0,0,23,11,3,0,21,0,35,40,25,9,371,3,448,9,4,0,4,0,17,6,0,0,0,0,6,7,3,0,0,0,10,55,46,31,934,39,1105,12,12,0,45,3,72,4,0,0,0,0,4,0,0,0,11,0,11,0,3,0,0,0,3,5,0,0,6,0,11,4,3,5,3,0,15,16,8,6,0,0,30,6,0,3,4,0,13,8,0,4,3,0,15,70,44,42,869,27,1052,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,14,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,24,0,36,78,6,9,61,3,157,10,13,6,195,421,645
