region_id,C01_C_Tot_0_14,C01_C_Tot_15_24,C01_C_Tot_25_34,C01_C_Tot_35_44,C01_C_Tot_45_54,C01_C_Tot_55_64,C01_C_Tot_65_74,C01_C_Tot_75_84,C01_C_Tot_85ov,C01_C_T_T,C01_Hinduism_0_14,C01_Hinduism_15_24,C01_Hinduism_25_34,C01_Hinduism_35_44,C01_Hinduism_45_54,C01_Hinduism_55_64,C01_Hinduism_65_74,C01_Hinduism_75_84,C01_Hinduism_85ov,C01_Hinduism_Tot,C01_Islam_0_14,C01_Islam_15_24,C01_Islam_25_34,C01_Islam_35_44,C01_Islam_45_54,C01_Islam_55_64,C01_Islam_65_74,C01_Islam_75_84,C01_Islam_85ov,C01_Islam_Tot,C01_Judaism_0_14,C01_Judaism_15_24,C01_Judaism_25_34,C01_Judaism_35_44,C01_Judaism_45_54,C01_Judaism_55_64,C01_Judaism_65_74,C01_Judaism_75_84,C01_Judaism_85ov,C01_Judaism_Tot,C01_OR_Au_Ab_Tr_R_0_14,C01_OR_Au_Ab_Tr_R_15_24,C01_OR_Au_Ab_Tr_R_25_34,C01_OR_Au_Ab_Tr_R_35_44,C01_OR_Au_Ab_Tr_R_45_54,C01_OR_Au_Ab_Tr_R_55_64,C01_OR_Au_Ab_Tr_R_65_74,C01_OR_Au_Ab_Tr_R_75_84,C01_OR_A_Ab_Tr_Re_85oe,C01_OR_Au_Ab_Tr_Re_Tot,C01_OR_OR_0_14,C01_OR_OR_15_24,C01_OR_OR_25_34,C01_OR_OR_35_44,C01_OR_OR_45_54,C01_OR_OR_55_64,C01_OR_OR_65_74,C01_OR_OR_75_84,C01_OR_OR_85oe,C01_OR_OR_Tot,C01_OR_Tot_0_14,C01_OR_Tot_15_24,C01_OR_Tot_25_34,C01_OR_Tot_35_44,C01_OR_Tot_45_54,C01_OR_Tot_55_64,C01_OR_Tot_65_74,C01_OR_Tot_75_84,C01_OR_Tot_85ov,C01_OR_T_T,C01_No_religion_0_14,C01_No_religion_15_24,C01_No_religion_25_34,C01_No_religion_35_44,C01_No_religion_45_54,C01_No_religion_55_64,C01_No_religion_65_74,C01_No_religion_75_84,C01_No_religion_85ov,C01_No_religion_Tot,C01_Oth_rel_affi_0_14,C01_Oth_rel_aff_15_24,C01_Oth_rel_aff_25_34,C01_Oth_rel_aff_35_44,C01_Oth_rel_aff_45_54,C01_Oth_rel_aff_55_64,C01_Oth_rel_aff_65_74,C01_Oth_rel_aff_75_84,C01_Oth_rel_affil_85ov,C01_Oth_rel_affil_Tot,C01_Rel_aff_ns_0_14,C01_Rel_aff_ns_15_24,C01_Rel_aff_ns_25_34,C01_Rel_aff_ns_35_44,C01_Rel_aff_ns_45_54,C01_Rel_aff_ns_55_64,C01_Rel_aff_ns_65_74,C01_Rel_aff_ns_75_84,C01_Rel_aff_ns_85ov,C01_Rel_aff_NS_T,C01_OS_vis_0_14,C01_OS_vis_15_24,C01_OS_vis_25_34,C01_OS_vis_35_44,C01_OS_vis_45_54,C01_OS_vis_55_64,C01_OS_vis_65_74,C01_OS_vis_75_84,C01_OS_vis_85ov,C01_OS_vis_Tot,C01_Tot_0_14_yrs,C01_Tot_15_24_yrs,C01_Tot_25_34_yrs,C01_Tot_35_44_yrs,C01_Tot_45_54_yrs,C01_Tot_55_64_yrs,C01_Tot_65_74_yrs,C01_Tot_75_84_yrs,C01_Tot_85o,C01_T_T,C06_Buddhism_0_14_yrs,C06_Buddhism_15_24,C06_Buddhism_25_34,C06_Buddhism_35_44,C06_Buddhism_45_54,C06_Buddhism_55_64,C06_Buddhism_65_74,C06_Buddhism_75_84,C06_Buddhism_85ov,C06_Buddhism_Tot,C06_Christ_Angl_0_14,C06_Christ_Angl_15_24,C06_Christ_Angl_25_34,C06_Christ_Angl_35_44,C06_Christ_Angl_45_54,C06_Christ_Angl_55_64,C06_Christ_Angl_65_74,C06_Christ_Angl_75_84,C06_Christ_Angl_85ov,C06_Christ_Angl_Tot,C06_C_Assyr_Apo_0_14,C06_C_Assyr_Apo_15_24,C06_C_Assyr_Apo_25_34,C06_C_Assyr_Apo_35_44,C06_C_Assyr_Apo_45_54,C06_C_Assyr_Apo_55_64,C06_C_Assyr_Apo_65_74,C06_C_Assyr_Apo_75_84,C06_C_Assyr_Apo_85ov,C06_C_Assyr_Apo_Tot,C06_C_Baptist_0_14,C06_C_Baptist_15_24,C06_C_Baptist_25_34,C06_C_Baptist_35_44,C06_C_Baptist_45_54,C06_C_Baptist_55_64,C06_C_Baptist_65_74,C06_C_Baptist_75_84,C06_C_Baptist_85ov,C06_C_Baptist_Tot,C06_Christ_Breth_0_14,C06_Christ_Breth_15_24,C06_Christ_Breth_25_34,C06_Christ_Breth_35_44,C06_Christ_Breth_45_54,C06_Christ_Breth_55_64,C06_Christ_Breth_65_74,C06_Christ_Breth_75_84,C06_Christ_Breth_85ov,C06_Christ_Breth_To,C06_Ch_Catholic_0_14,C06_Ch_Catholic_15_24,C06_Ch_Catholic_25_34,C06_Ch_Catholic_35_44,C06_Ch_Catholic_45_54,C06_Ch_Catholic_55_64,C06_Ch_Catholic_65_74,C06_Ch_Catholic_75_84,C06_Ch_Catholic_85ov,C06_C_Catholic_Tot,C06_C_Chur_Christ_0_14,C06_C_Chur_Christ_15_24,C06_C_Chur_Christ_25_34,C06_C_Chur_Christ_35_44,C06_C_Chur_Christ_45_54,C06_C_Chur_Christ_55_64,C06_C_Chur_Christ_65_74,C06_C_Chur_Christ_75_84,C06_C_Chur_Christ_85ov,C06_C_Chur_Christ_Tot,C06_C_East_Ortho_0_14,C06_C_East_Ortho_15_24,C06_C_East_Ortho_25_34,C06_C_East_Ortho_35_44,C06_C_East_Ortho_45_54,C06_C_East_Ortho_55_64,C06_C_East_Ortho_65_74,C06_C_East_Ortho_75_84,C06_C_East_Ortho_85ov,C06_C_East_Ortho_To
LGA11450,8916,4445,6126,5630,4550,2604,1554,1039,368,35232,29,18,24,23,11,4,3,0,0,112,96,65,39,46,23,15,0,3,0,287,7,3,3,3,5,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,17,19,19,21,15,3,0,3,0,97,17,19,19,21,15,3,0,3,0,97,1420,640,795,621,447,167,62,52,14,4218,170,70,117,76,42,22,12,6,0,515,899,433,440,452,386,191,130,80,26,3037,37,60,21,13,12,6,14,0,3,166,11650,5795,7627,6940,5529,3018,1781,1190,411,43941,72,50,66,65,61,27,10,0,0,351,3135,1784,2115,2389,1922,1486,774,520,236,14361,3,9,0,3,10,0,3,0,0,28,226,85,115,136,112,91,35,53,21,874,38,32,26,23,15,9,8,11,3,165,4800,2282,2566,2903,2042,1302,722,374,105,17096,17,7,13,12,6,5,9,4,0,73,194,78,131,139,91,84,27,13,3,760
LGA11500,26039,17516,14480,17006,16587,8556,4344,2495,632,107655,630,349,440,510,219,100,39,14,0,2301,1689,892,713,735,464,199,66,14,6,4778,10,11,5,9,16,3,5,4,0,63,0,0,4,0,0,0,0,0,0,4,169,114,132,111,79,21,11,4,0,641,169,114,136,111,79,21,11,4,0,645,4603,2443,2178,1724,1367,563,232,96,20,13226,714,387,333,267,178,79,20,18,3,1999,3427,1798,1724,1738,1455,777,533,312,88,11852,83,152,77,65,70,56,51,11,0,565,37966,24196,20508,22690,20815,10528,5381,3004,764,145852,601,487,458,551,499,219,96,48,21,2980,6175,5123,4411,4473,5507,4169,1776,1169,394,33197,6,10,5,3,3,8,0,3,0,38,535,386,312,397,390,343,154,66,21,2604,76,64,35,34,26,30,13,3,3,284,10138,7528,5525,6053,6699,4672,2015,1088,247,43965,74,30,42,41,43,34,14,4,0,282,610,423,408,497,399,300,170,79,18,2904
LGA11520,7142,4939,7508,6892,5742,4641,3895,2748,936,44443,64,57,115,68,52,30,16,4,0,406,141,117,124,118,65,66,36,14,4,685,8,10,26,24,27,21,18,16,0,150,0,0,0,0,0,0,0,0,0,0,39,33,62,57,31,16,7,4,3,252,39,33,62,57,31,16,7,4,3,252,1094,874,1422,1302,1054,430,225,131,28,6560,142,114,222,135,109,40,27,15,0,804,1010,652,836,765,687,393,310,284,94,5031,66,119,130,53,44,53,47,14,0,526,9808,7056,10636,9620,8004,5773,4640,3246,1071,59854,163,220,322,275,290,137,73,37,13,1530,1005,729,1320,1343,1284,1258,672,730,334,8675,3,0,4,6,0,0,0,0,0,13,79,72,103,76,101,48,40,38,13,570,0,3,3,7,3,3,0,0,3,22,5117,3050,4220,4368,3362,2818,2307,1588,458,27288,10,0,9,3,3,4,0,3,0,32,624,281,518,642,350,336,358,195,27,3331
LGA11550,14393,10060,11908,11427,10073,8815,7276,4616,1335,79903,378,272,404,362,209,100,38,17,3,1783,5093,2676,2888,2253,1214,552,262,105,30,15073,9,11,10,13,13,8,14,12,3,93,3,0,0,0,3,0,0,0,0,6,162,106,148,135,67,30,15,11,3,677,165,106,148,135,70,30,15,11,3,683,2450,1464,1843,2774,1713,684,554,263,66,11811,399,225,254,373,213,104,52,30,9,1659,2630,1359,1635,1805,1395,859,782,503,188,11156,116,176,189,137,100,170,99,22,3,1012,27076,17283,20600,21067,16210,11767,9489,5761,1693,130946,1355,954,1148,1557,1595,612,414,211,68,7914,842,611,810,982,1136,1226,835,1106,528,8076,3,3,3,7,0,0,0,0,0,16,215,131,194,198,195,154,94,51,44,1276,3,4,0,11,4,0,9,0,0,31,6827,4737,4789,5147,4755,4027,3043,2131,495,35951,16,14,11,11,15,17,9,13,7,113,3346,1768,2706,3106,1819,2422,2373,973,185,18698
LGA11600,585,295,381,438,376,296,205,92,25,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,112,52,36,56,28,11,3,5,0,303,3,4,5,0,3,0,0,0,0,15,67,36,45,42,27,24,19,6,4,270,0,6,5,3,3,3,0,0,0,20,770,396,472,545,440,334,227,103,32,3319,0,0,4,4,4,0,0,0,0,12,127,64,80,106,134,93,78,35,10,727,0,0,0,0,0,0,0,0,0,0,13,8,10,11,9,3,7,0,0,61,0,0,0,3,0,0,0,0,0,3,177,117,95,132,109,103,61,40,4,838,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LGA11700,375,194,296,272,339,275,137,46,9,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,7,59,42,48,41,47,20,17,3,0,277,6,8,5,6,3,0,0,0,0,28,81,67,76,63,43,43,20,15,3,411,0,3,3,0,0,3,0,0,0,9,521,320,435,382,432,341,177,64,12,2684,6,0,0,0,0,3,0,0,0,9,42,24,43,50,85,83,49,20,3,399,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,207,112,96,118,114,98,49,12,3,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,7218,4349,4310,5078,4960,3521,2753,1836,580,34605,32,0,12,17,8,3,0,0,0,72,16,9,9,9,7,0,0,0,0,50,3,3,4,4,6,5,3,0,0,28,0,0,0,0,3,0,0,0,0,3,9,11,18,14,17,5,0,3,0,77,9,11,18,14,20,5,0,3,0,80,1597,724,661,751,609,297,173,108,25,4945,201,96,101,95,50,23,18,9,3,596,1061,632,712,683,586,365,282,183,45,4549,16,23,24,24,22,12,10,0,3,134,10172,5866,5871,6702,6302,4244,3243,2144,656,45200,18,19,27,29,30,27,5,5,0,160,2944,1787,1837,2020,2258,1987,1155,885,292,15165,0,0,0,0,0,0,0,0,0,0,85,46,56,65,91,67,39,33,16,498,0,0,0,4,0,7,0,3,0,14,2346,1377,1168,1442,1398,1124,696,430,128,10109,11,5,3,7,7,5,11,3,0,52,9,20,9,15,19,23,5,3,0,103
LGA11730,7092,3212,3314,5083,5126,4736,4261,2534,715,36073,3,0,3,3,3,0,0,0,0,12,10,4,4,5,0,3,0,0,0,26,0,0,3,3,4,6,0,3,0,19,3,0,0,3,3,0,0,0,0,9,16,17,19,38,26,7,6,3,0,132,19,17,19,41,29,7,6,3,0,141,1681,796,601,890,764,398,317,135,28,5610,205,100,81,92,96,31,22,12,7,646,1129,532,513,640,540,415,319,178,56,4322,33,46,25,15,20,15,15,0,3,172,10209,4720,4584,6822,6624,5618,4944,2868,809,47198,23,20,23,44,55,25,5,7,3,205,2521,1308,1164,1899,2328,2420,2026,1422,409,15497,0,0,0,0,0,0,0,0,0,0,140,83,58,84,101,116,77,57,20,736,0,0,0,0,0,0,0,0,0,0,2254,1134,886,1441,1619,1507,1181,631,192,10845,11,7,6,7,13,11,8,3,0,66,0,4,6,3,15,12,6,6,0,52
LGA11750,1024,470,621,702,513,418,273,118,42,4181,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,6,161,82,88,82,54,19,12,3,0,501,11,4,8,10,3,0,0,0,3,39,121,65,68,50,56,32,15,7,3,417,3,8,3,3,3,0,0,0,0,20,1320,635,795,850,638,469,300,128,51,5186,4,0,0,3,3,0,3,0,0,13,185,134,148,186,198,154,108,50,17,1180,0,0,0,0,0,0,0,0,0,0,14,13,15,11,18,3,9,6,0,89,0,0,0,0,0,0,0,0,0,0,468,259,249,268,235,180,133,46,13,1851,0,0,0,0,0,5,0,0,0,5,0,3,0,0,3,3,0,0,0,9
LGA11800,8703,4925,4391,6598,6700,5324,4700,2975,841,45157,13,6,11,9,9,3,4,0,0,55,23,5,14,15,12,5,6,3,0,83,7,0,0,5,3,3,4,3,3,28,7,0,4,3,3,0,0,0,0,17,236,119,134,164,121,39,46,15,5,879,243,119,138,167,124,39,46,15,5,896,2683,1403,1131,1358,1300,637,403,213,35,9163,356,217,174,178,154,71,54,20,7,1231,1469,739,635,837,783,540,406,268,91,5768,54,146,63,42,61,47,34,8,0,455,13615,7599,6609,9286,9239,6699,5671,3511,982,63211,62,64,47,84,116,66,10,13,0,462,2685,1713,1475,2389,2806,2667,2170,1541,555,18001,0,0,0,0,0,0,0,0,0,0,229,122,100,147,145,124,98,72,19,1056,3,3,0,0,3,0,4,3,0,16,3312,1960,1387,2110,2274,1796,1316,823,228,15206,9,5,7,8,14,12,9,3,3,70,32,16,24,27,28,26,16,13,0,182
LGA11860,359,142,166,251,206,172,105,41,11,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,6,70,32,21,39,29,11,7,3,3,215,7,7,0,5,3,0,0,0,0,22,35,17,9,15,25,12,8,0,3,124,0,3,0,0,0,0,0,0,0,3,474,201,199,310,263,195,120,44,17,1823,0,0,0,0,0,0,0,0,0,0,87,28,40,75,64,42,24,11,7,378,0,0,0,0,0,0,0,0,0,0,9,3,0,4,4,7,4,0,0,31,0,0,0,0,0,0,0,0,0,0,88,33,36,54,53,42,35,11,0,352,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7
LGA12000,844,335,329,495,421,397,294,195,64,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,100,49,35,46,23,13,8,4,0,278,7,7,0,4,6,3,3,0,0,30,45,26,26,26,42,30,14,11,4,224,3,3,0,0,0,0,0,0,0,6,999,423,390,574,492,446,319,210,68,3921,0,0,0,4,0,0,0,0,0,4,187,86,85,158,137,157,115,60,15,1000,0,0,0,0,0,0,0,0,0,0,5,3,4,0,12,8,0,3,0,35,0,0,0,0,0,0,0,0,0,0,419,159,115,189,195,153,112,77,23,1442,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,9
LGA12050,1783,792,712,1075,1000,865,606,395,123,7351,8,0,3,6,3,0,0,0,0,20,15,0,3,6,4,0,0,0,0,28,3,0,3,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,6,3,4,4,10,3,0,0,0,30,6,3,4,4,10,3,0,0,0,30,315,159,131,191,187,84,46,20,6,1139,32,23,30,23,18,12,5,3,0,146,248,98,126,122,136,79,65,40,21,935,7,8,9,5,5,3,0,4,0,41,2443,1090,1030,1462,1383,1049,725,462,150,9794,27,11,7,18,24,14,5,0,0,106,426,216,231,346,411,357,254,183,57,2481,0,0,0,0,0,0,0,0,0,0,70,26,30,31,41,24,13,9,0,244,6,3,0,3,3,3,3,0,0,21,679,345,294,431,415,397,254,193,65,3073,0,0,0,0,0,0,0,0,0,0,26,3,6,13,13,10,8,4,3,86
LGA12150,1013,413,516,579,539,424,365,183,52,4084,0,3,0,3,3,0,0,0,0,9,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,21,38,37,29,14,9,3,0,241,8,3,0,6,0,0,0,0,0,17,78,27,30,29,17,16,12,7,5,221,11,9,6,0,3,0,0,0,0,29,1203,476,590,657,594,454,386,193,57,4610,0,0,0,4,0,0,0,0,0,4,422,185,180,240,242,182,141,89,24,1705,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,336,153,135,178,192,172,118,85,14,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9
LGA12200,1335,593,632,907,853,735,591,362,104,6112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,0,0,0,0,3,0,0,0,6,147,63,68,59,55,35,23,7,0,457,8,6,3,4,9,3,3,0,0,36,126,43,44,70,63,42,39,41,22,490,3,3,0,0,5,0,0,0,0,11,1625,708,755,1043,985,818,656,410,126,7126,0,4,3,5,0,0,0,0,0,12,392,221,204,286,360,365,274,208,64,2374,0,0,0,0,0,0,0,0,0,0,23,13,5,13,20,16,10,0,0,100,0,0,0,0,0,0,0,0,0,0,597,282,226,345,328,298,236,157,38,2507,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,0,0,0,19
LGA12300,1607,767,802,1173,1217,1084,1081,617,142,8490,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,306,163,180,156,144,103,88,47,3,1190,41,15,17,8,15,13,4,3,3,119,201,75,103,83,109,92,88,52,12,815,0,7,3,4,0,0,0,0,0,14,2158,1027,1111,1432,1490,1296,1264,719,160,10657,0,3,7,5,6,3,0,0,0,24,404,240,254,326,442,466,369,286,70,2857,0,0,0,0,0,0,0,0,0,0,29,8,20,20,14,20,13,0,3,127,0,0,0,0,0,0,0,0,0,0,734,384,303,433,465,433,372,232,43,3399,0,0,3,3,0,3,3,5,0,17,5,3,3,3,3,3,0,3,0,23
LGA12350,2320,1098,1138,1398,1467,1262,1020,645,194,10542,5,3,0,5,3,0,0,0,0,16,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,0,17,0,3,6,4,4,0,0,0,0,17,280,129,114,123,111,57,36,15,4,869,45,16,24,19,12,14,3,4,3,140,210,99,106,102,111,69,60,37,11,805,3,22,5,3,3,0,0,0,0,36,2863,1373,1397,1663,1719,1408,1122,704,212,12461,4,4,4,5,8,5,0,0,0,30,716,343,355,502,549,566,496,307,98,3932,0,0,0,0,0,0,0,0,0,0,68,35,20,36,26,19,20,15,5,244,49,17,22,8,16,3,4,5,0,124,972,469,380,515,537,511,369,238,64,4055,0,0,0,0,0,0,0,0,0,0,5,0,9,8,11,15,0,6,0,54
LGA12500,1232,632,722,894,845,610,600,384,135,6054,7,3,0,3,3,0,0,0,0,16,4,3,6,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,8,321,126,157,116,104,39,35,12,3,913,24,7,12,17,5,6,3,0,0,74,172,91,89,97,73,66,44,42,15,689,0,0,0,0,0,0,3,0,0,3,1763,867,989,1130,1034,721,688,441,153,7786,0,7,0,0,5,0,0,0,0,12,241,122,162,233,276,243,208,162,43,1690,0,0,0,0,0,0,0,0,0,0,26,25,26,31,16,15,4,10,4,157,0,0,0,0,0,0,0,0,0,0,501,243,226,279,274,223,197,119,36,2098,0,0,0,0,3,0,0,0,0,3,3,3,0,6,5,6,3,0,0,26
LGA12600,7608,4219,4243,4640,4117,3005,2063,1246,385,31526,13,4,7,11,8,3,3,0,0,49,25,9,32,7,6,3,0,0,0,82,0,3,0,3,3,3,0,0,0,12,0,0,4,3,3,0,0,0,0,10,10,18,17,11,9,7,3,0,0,75,10,18,21,14,12,7,3,0,0,85,823,435,470,379,277,144,77,39,8,2652,100,55,65,51,33,9,0,7,0,320,760,354,352,415,371,239,175,79,21,2766,14,36,7,14,11,8,0,3,0,93,9360,5138,5207,5560,4851,3425,2327,1374,414,37656,8,15,9,22,15,11,3,0,3,86,2214,1311,1259,1578,1505,1308,891,639,204,10909,0,0,0,0,0,0,0,0,0,0,129,114,100,89,106,83,48,27,11,707,8,4,3,3,0,3,3,0,0,24,3204,1677,1358,1671,1530,1087,782,442,108,11859,31,7,7,7,10,6,7,0,0,75,28,18,21,24,23,27,18,5,3,167
LGA12700,1284,610,663,958,898,761,495,315,108,6092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,4,0,0,0,18,5,0,3,3,3,4,0,0,0,18,245,109,105,144,153,73,35,17,3,884,40,13,13,17,6,9,5,3,0,106,203,64,80,99,100,76,56,40,8,726,6,3,4,5,7,0,0,0,0,25,1795,805,876,1232,1175,926,591,378,122,7900,0,3,3,7,10,3,0,0,0,26,510,250,258,370,435,388,275,162,56,2704,0,0,0,0,0,0,0,0,0,0,44,14,17,27,29,21,24,26,8,210,0,0,0,0,0,0,0,0,0,0,413,211,146,256,214,179,123,56,18,1616,3,3,0,3,0,0,0,0,0,9,0,0,4,3,0,4,0,0,3,14
LGA12750,4040,1937,1869,3047,3363,3521,3484,2110,511,23882,4,4,3,7,7,3,3,0,0,31,11,3,4,5,5,9,3,0,0,40,0,0,3,3,3,4,4,3,0,20,7,3,5,3,0,0,3,0,0,21,11,13,9,20,19,13,7,4,3,99,18,16,14,23,19,13,10,4,3,120,1356,569,503,733,726,523,393,180,39,5022,167,67,75,85,85,53,38,20,4,594,728,352,319,451,448,311,314,187,24,3134,18,22,21,20,18,21,7,0,3,130,6369,2986,2830,4411,4718,4479,4267,2504,584,33148,34,21,27,33,56,43,7,3,3,227,1320,685,678,1079,1517,1881,1453,1161,377,10151,0,0,0,0,0,0,0,0,0,0,74,35,24,45,60,73,60,34,6,411,0,0,0,0,3,0,0,0,0,3,1501,876,645,1079,1256,1205,1061,553,137,8313,4,0,0,4,9,11,8,3,0,39,32,13,24,32,24,56,39,12,3,235
LGA12850,23156,16409,14880,16237,15738,11099,8032,4142,1009,110702,243,179,185,202,145,70,26,10,4,1064,2249,1293,1160,978,685,303,119,28,14,6829,3,5,7,8,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,197,165,140,136,113,60,30,11,3,855,197,165,140,136,113,60,30,11,3,855,2857,1762,1721,1776,1261,591,418,190,37,10613,523,320,325,304,212,100,82,29,10,1905,2982,1684,1477,1547,1250,758,595,387,100,10780,75,122,125,65,90,72,69,16,3,637,41141,27751,26715,28828,24454,15079,10939,5610,1419,181936,8909,5632,5817,7086,6546,2984,1484,1048,317,39823,1511,1446,1102,1448,1909,1651,1157,929,253,11406,983,785,709,758,739,497,359,177,27,5034,553,385,322,326,396,225,135,79,24,2445,11,0,4,8,4,4,0,4,5,40,13098,9643,7836,8726,8591,7015,4908,2800,634,63251,16,18,6,16,23,18,9,11,3,120,1928,1713,1647,1545,1674,1578,1001,460,146,11692
LGA12900,1872,988,965,1181,1125,997,705,492,186,8511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,3,3,0,3,3,0,0,0,0,12,169,101,69,90,68,32,19,9,3,560,33,13,7,9,3,5,0,0,0,70,139,78,51,50,71,56,41,31,0,517,0,6,4,3,0,0,0,0,0,13,2219,1192,1096,1341,1273,1093,765,535,189,9703,0,3,3,3,8,3,0,0,0,20,479,254,279,400,393,408,332,204,69,2818,0,0,0,0,0,0,0,0,0,0,21,9,15,13,12,15,8,4,3,100,3,0,3,0,0,0,0,0,3,9,887,478,364,415,422,385,293,132,50,3426,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,15
LGA12950,863,386,379,552,546,487,413,255,79,3960,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,36,46,32,37,17,15,3,0,303,10,7,12,3,12,0,5,3,0,52,95,44,42,57,51,43,31,9,4,376,0,3,0,0,0,0,0,0,0,3,1085,479,479,647,652,547,464,270,83,4706,0,0,3,0,3,0,0,0,0,6,276,125,120,162,184,180,166,82,33,1328,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,6,0,21,0,3,0,0,0,0,0,0,0,3,285,124,83,142,150,131,88,61,18,1082,0,0,0,0,3,0,0,3,3,9,3,0,0,0,0,3,3,0,0,9
LGA13010,1407,686,681,946,953,933,728,432,143,6909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,7,5,5,5,8,3,0,0,0,33,7,5,5,5,8,3,0,0,0,33,172,76,70,96,88,42,36,17,5,602,31,14,16,10,10,5,4,4,3,97,182,91,115,129,92,66,66,37,11,789,0,9,0,7,0,3,3,0,0,22,1802,881,890,1203,1166,1057,840,493,162,8494,5,0,10,0,6,3,0,0,0,24,620,293,301,386,435,490,392,253,91,3261,0,0,0,0,0,0,0,0,0,0,31,5,11,16,19,22,14,6,3,127,0,0,0,0,0,0,3,0,0,3,468,195,183,259,263,266,170,99,41,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10
