region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
LGA11450,240,1714,1158,15326,492,18930,3,6,3,40,0,52,417,24,19,46,25,531,245,31,9,27,7,319,302,77,58,78,11,526,3448,1693,1104,9188,376,15809,199,5,16,0,4,224,83,17,10,56,0,166,492,155,103,662,37,1449,196,72,28,122,9,427,130,18,10,19,4,181,190,13,3,8,9,223,685,381,220,2854,97,4237,1041,345,110,642,59,2197,13,0,0,0,0,13,248,44,15,39,21,367,35,0,7,3,3,48,498,102,59,169,31,859,89,27,9,9,3,137,174,50,37,18,8,287,191,33,18,44,7,293,71,4,6,31,6,118,516,178,121,507,31,1353,189,27,11,37,7,271,56,0,0,3,0,59,88,0,5,5,4,102,153,12,16,11,6,198,54,3,0,0,0,57,30,3,0,0,3,36,90,34,15,60,3,202,1357,190,102,240,55,1944,263,93,69,1057,997,2479,11786,5351,3341,31301,2315,54094,10341,3579
LGA11500,1259,4788,3377,40760,1905,52089,11,23,14,204,9,261,2288,67,84,149,95,2683,900,83,33,45,34,1095,774,231,99,212,40,1356,9858,4436,2948,25027,1554,43823,2800,29,152,23,213,3217,445,58,27,167,25,722,1455,392,266,1706,98,3917,906,200,83,267,74,1530,462,38,35,45,14,594,3109,44,39,15,130,3337,1940,1099,635,8001,328,12003,1714,528,194,1083,128,3647,79,0,0,4,6,89,1691,166,36,90,117,2100,341,24,13,6,19,403,832,212,100,273,29,1446,881,64,71,28,46,1090,531,113,86,81,40,851,1087,84,54,109,34,1368,434,27,24,42,5,532,1556,446,250,1266,74,3592,553,63,29,47,32,724,464,13,5,7,13,502,739,18,17,14,22,810,1180,50,49,75,48,1402,211,22,8,4,19,264,705,15,7,8,51,786,271,57,37,179,8,552,13320,766,448,676,904,16114,1922,381,292,3116,5916,11627,54718,14537,9512,83729,12030,174526,49246,9773
LGA11520,340,1696,1088,11405,345,14874,7,3,3,16,0,29,3192,114,99,119,99,3623,353,38,14,29,7,441,272,69,45,55,5,446,3308,1565,976,8250,275,14374,317,0,14,3,19,353,141,31,13,62,0,247,477,132,94,605,18,1326,1922,247,87,360,75,2691,213,23,8,13,5,262,527,12,10,9,17,575,1118,638,367,4542,118,6783,7651,1021,388,1340,355,10755,763,3,7,6,21,800,822,102,39,77,36,1076,40,8,4,0,3,55,340,63,23,52,4,482,168,10,7,5,10,200,303,44,26,18,18,409,269,45,24,29,7,374,230,28,9,25,3,295,479,169,121,641,32,1442,216,11,15,21,7,270,201,0,0,0,5,206,149,7,6,4,4,170,383,25,26,31,9,474,272,26,0,6,12,316,136,3,4,0,17,160,100,22,14,105,7,248,2851,293,232,266,77,3719,546,112,56,593,2645,3952,28106,6560,3819,28687,4255,71427,25860,4464
LGA11550,1726,1632,1028,10323,726,15435,42,11,6,46,4,109,15330,82,141,122,612,16287,547,37,8,22,10,624,206,42,23,21,14,306,3350,1440,844,7640,528,13802,2147,17,91,10,134,2399,335,8,7,60,10,420,704,139,80,533,41,1497,12335,956,358,1371,612,15632,312,30,16,8,6,372,2557,40,37,6,72,2712,936,518,299,3695,122,5570,5254,594,220,745,212,7025,3451,12,14,9,156,3642,12845,786,312,472,818,15233,623,42,15,24,42,746,462,69,29,67,16,643,749,17,25,9,43,843,265,32,26,18,23,364,436,26,12,17,14,505,189,9,3,9,7,217,433,147,91,434,37,1142,508,15,3,12,18,556,296,7,0,0,15,318,105,5,4,3,11,128,741,22,17,18,26,824,551,30,5,9,37,632,4274,7,23,20,227,4551,71,23,10,48,3,155,17115,540,299,321,868,19143,3062,207,128,882,7261,11540,91957,7542,4174,26974,12725,143372,87541,5459
LGA11600,14,48,63,1478,29,1632,0,0,0,6,3,9,5,0,0,5,0,10,0,0,0,0,0,0,14,3,0,3,0,20,105,76,50,933,29,1193,3,0,0,0,0,3,0,0,0,3,0,3,21,8,3,94,3,129,3,0,0,3,0,6,0,0,0,0,0,0,4,0,0,4,0,8,17,15,15,326,8,381,19,9,5,31,3,67,3,0,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,7,0,0,3,0,10,18,0,0,0,0,18,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4,67,0,95,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,7,3,50,6,0,3,142,110,261,306,170,155,3108,188,3927,268,124
LGA11700,3,38,21,1059,40,1161,0,0,0,269,14,283,3,3,0,9,0,15,0,3,0,0,0,3,7,0,0,3,0,10,64,31,30,632,18,775,3,0,0,0,0,3,0,0,0,4,0,4,19,3,3,67,4,96,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,11,12,5,205,3,236,8,4,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,7,6,0,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,16,3,41,4,0,0,70,250,324,164,110,59,2370,332,3035,140,68
LGA11720,146,1112,816,18766,895,21735,0,4,3,36,4,47,115,14,4,42,0,175,17,3,0,0,0,20,150,64,24,72,4,314,1796,1211,840,12722,578,17147,92,3,32,3,0,130,43,6,6,57,5,117,302,118,67,894,34,1415,35,10,4,54,6,109,35,4,0,5,0,44,29,3,7,12,0,51,219,226,145,2932,101,3623,106,54,20,181,4,365,7,0,0,5,0,12,23,7,5,15,0,50,3,0,0,3,0,6,36,11,0,20,0,67,60,17,14,16,5,112,74,32,12,16,0,134,149,20,9,57,3,238,29,8,5,24,0,66,359,206,115,753,33,1466,44,15,0,6,0,65,0,0,0,0,0,0,7,3,4,5,0,19,20,4,3,22,3,52,7,0,0,0,0,7,0,3,0,0,0,3,58,41,10,152,6,267,374,104,57,235,27,797,147,110,92,1894,2209,4452,4482,3413,2294,38999,3917,53105,3917,2409
LGA11730,111,1126,850,20701,714,23502,0,3,0,414,16,433,61,10,14,80,8,173,5,3,0,3,0,11,261,70,39,86,6,462,1866,1201,886,13068,485,17506,78,0,38,3,0,119,44,16,5,80,5,150,221,101,62,1193,38,1615,38,25,3,58,5,129,26,7,3,6,0,42,52,6,0,25,0,83,279,286,192,4339,105,5201,104,58,15,225,12,414,5,0,0,0,0,5,13,3,0,14,0,30,3,0,0,0,0,3,36,7,7,18,3,71,36,12,3,28,0,79,82,28,25,23,8,166,46,11,8,22,0,87,15,5,10,13,0,43,237,128,93,766,21,1245,8,9,3,3,0,23,25,3,0,0,0,28,23,3,0,10,0,36,21,3,3,32,0,59,4,0,0,0,0,4,6,3,0,0,0,9,41,13,11,71,4,140,416,112,68,288,19,903,86,88,46,1780,1307,3307,4249,3340,2384,43349,2756,56078,3717,2317
LGA11750,13,90,76,2326,70,2575,0,0,0,157,0,157,11,0,0,6,0,17,5,3,0,0,0,8,19,3,6,8,0,36,129,86,79,1405,50,1749,22,0,3,3,0,28,3,0,0,9,0,12,21,12,7,104,3,147,0,0,4,3,0,7,3,0,0,0,0,3,4,0,0,0,0,4,39,26,13,476,21,575,17,7,5,37,0,66,0,0,0,0,0,0,4,0,0,3,0,7,3,0,0,0,0,3,3,0,0,0,0,3,13,0,3,0,3,19,17,0,3,6,0,26,8,3,0,0,0,11,3,0,0,3,0,6,19,12,17,50,0,98,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,18,28,8,8,35,3,82,13,7,3,231,178,432,412,257,232,4875,328,6104,342,180
LGA11800,234,1947,1410,24585,931,29107,3,3,3,195,23,227,154,30,34,130,10,358,43,11,0,5,7,66,502,138,54,119,16,829,3928,2072,1441,16753,712,24906,116,3,28,0,12,159,87,21,16,130,5,259,574,156,110,1354,59,2253,73,41,7,86,10,217,70,12,8,3,3,96,573,54,58,21,25,731,553,507,338,5541,164,7103,397,156,37,458,24,1072,29,0,3,3,0,35,33,17,3,37,3,93,4,0,0,3,0,7,88,28,22,52,3,193,84,14,12,21,12,143,215,69,48,42,7,381,142,19,13,38,5,217,42,6,10,19,0,77,503,191,115,968,26,1803,35,14,8,19,0,76,5,4,3,0,0,12,75,11,10,0,4,100,51,12,10,32,8,113,11,3,3,0,0,17,33,0,3,0,0,36,104,17,18,92,0,231,999,220,185,408,77,1889,240,129,99,1796,1534,3798,10000,5905,4109,52910,3680,76604,8797,4005
LGA11860,0,30,30,811,30,901,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,16,3,0,3,0,22,48,36,48,573,13,718,4,0,0,0,0,4,0,0,0,3,0,3,12,0,5,21,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,107,0,127,20,3,3,31,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,11,3,0,0,3,17,7,0,0,0,0,7,0,0,0,0,0,0,8,3,4,39,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,10,3,3,7,0,23,0,3,3,58,33,97,151,93,111,1663,86,2104,129,66
LGA12000,4,73,59,1833,34,2003,0,0,0,5,0,5,3,3,0,6,0,12,0,0,0,0,0,0,18,10,3,3,3,37,72,62,53,1132,43,1362,0,0,0,0,0,0,3,4,0,8,0,15,15,5,7,106,3,136,4,0,0,7,0,11,0,0,0,0,0,0,3,0,0,0,0,3,21,24,9,412,21,487,5,3,0,19,0,27,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,7,5,0,3,0,0,8,4,0,0,7,0,11,0,0,0,0,0,0,20,8,3,62,3,96,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,13,23,6,6,13,0,48,4,3,5,208,50,270,215,204,148,3843,157,4567,192,138
LGA12050,41,286,238,3558,95,4218,3,0,0,9,0,12,41,0,6,17,0,64,11,3,0,3,0,17,114,15,13,41,4,187,516,276,232,2302,74,3400,15,0,8,0,0,23,18,8,3,16,3,48,238,35,29,202,14,518,34,9,0,20,0,63,22,4,3,5,3,37,28,0,3,3,0,34,101,82,62,1012,21,1278,151,21,14,54,7,247,3,0,0,0,0,3,45,9,3,20,3,80,3,0,0,0,0,3,11,3,3,0,0,17,35,0,0,4,4,43,31,13,10,3,3,60,35,8,3,5,0,51,20,5,0,6,3,34,74,21,27,157,3,282,20,3,3,6,0,32,31,0,3,0,0,34,9,0,0,0,0,9,13,3,0,6,0,22,3,0,0,0,0,3,15,3,3,0,0,21,8,6,3,15,0,32,278,42,20,75,14,429,47,15,14,282,396,754,2014,870,703,7821,647,12055,1749,559
LGA12150,4,50,39,2365,105,2563,0,0,0,43,0,43,3,0,3,8,4,18,3,0,0,3,0,6,0,0,0,3,0,3,59,60,34,1273,52,1478,3,0,3,0,0,6,3,3,0,7,4,17,31,8,11,79,3,132,8,3,0,6,0,17,0,0,0,0,0,0,4,0,0,3,0,7,10,10,12,395,7,434,16,5,3,22,0,46,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,10,3,0,7,0,20,3,0,0,0,0,3,9,9,4,56,0,78,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,16,4,0,23,3,46,3,5,0,228,92,328,192,163,109,4538,270,5272,171,107
LGA12200,21,154,106,3346,108,3735,0,0,0,9,0,9,17,0,0,8,0,25,3,0,3,0,0,6,15,3,4,5,0,27,185,134,91,2228,76,2714,4,0,0,0,0,4,3,0,0,9,0,12,24,18,3,162,4,211,4,5,0,3,0,12,3,0,3,0,0,6,0,0,0,4,0,4,36,39,12,781,21,889,19,8,3,17,3,50,0,0,0,0,0,0,7,4,5,7,0,23,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,6,0,10,9,3,4,3,0,19,10,0,0,4,0,14,0,0,0,0,3,3,18,16,13,105,0,152,3,0,0,0,0,3,4,0,3,0,0,7,4,0,0,0,0,4,3,0,0,7,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,6,0,13,31,7,12,40,0,90,14,14,5,281,95,409,444,416,267,7031,310,8468,386,289
LGA12300,27,194,164,4531,154,5070,0,0,0,0,0,0,14,3,0,11,7,35,11,3,0,0,0,14,58,23,11,24,3,119,455,244,168,2962,104,3933,17,0,7,0,0,24,5,3,0,14,0,22,71,14,18,305,4,412,10,0,0,5,0,15,8,3,0,0,0,11,0,5,0,3,0,8,65,60,22,1093,17,1257,54,16,3,89,0,162,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,15,0,0,0,0,15,7,0,0,3,0,10,14,3,3,3,0,23,24,4,0,15,0,43,6,0,0,0,0,6,71,20,14,144,3,252,6,3,0,6,0,15,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,15,0,29,77,17,5,47,3,149,32,29,8,414,304,787,1072,649,423,9695,599,12438,966,466
LGA12350,31,259,204,5685,183,6362,0,3,0,110,4,117,27,6,0,15,3,51,18,7,0,3,0,28,51,15,12,18,0,96,356,253,202,3554,102,4467,8,0,0,0,3,11,4,6,3,13,0,26,70,41,11,219,8,349,31,4,3,16,0,54,4,0,0,0,0,4,8,3,0,5,0,16,54,59,29,1183,37,1362,34,13,12,58,4,121,3,0,0,0,0,3,4,4,0,4,0,12,0,3,0,0,0,3,17,7,5,9,0,38,7,8,3,5,9,32,19,7,12,9,3,50,15,0,0,4,0,19,4,0,0,0,0,4,58,19,20,158,7,262,8,3,0,0,0,11,7,0,0,0,0,7,5,0,0,5,0,10,6,0,0,7,0,13,0,0,0,0,0,0,4,0,0,0,3,7,7,5,0,16,0,28,133,37,23,61,6,260,16,14,6,476,267,779,1009,776,545,11633,639,14602,911,526
LGA12500,11,146,110,3366,125,3758,0,0,0,10,3,13,25,0,0,11,3,39,3,3,0,0,0,6,36,9,4,19,0,68,214,189,98,2249,74,2824,3,0,3,3,0,9,3,0,0,9,0,12,21,22,8,180,9,240,8,4,0,11,0,23,4,3,0,0,0,7,19,3,0,3,3,28,35,45,10,682,25,797,53,18,7,75,5,158,3,0,0,0,0,3,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3,34,6,4,0,4,48,9,0,7,0,0,16,7,0,0,3,0,10,4,0,0,0,0,4,28,20,10,107,4,169,3,0,0,3,0,6,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,12,45,12,11,40,4,112,23,16,20,359,308,726,611,499,292,7149,570,9121,558,335
LGA12600,59,754,507,17628,616,19564,3,6,0,155,3,167,118,11,11,77,5,222,11,4,3,3,0,21,130,55,38,80,10,313,895,699,473,10918,401,13386,42,0,18,3,0,63,24,12,7,61,5,109,125,63,41,726,16,971,75,23,13,64,3,178,16,4,0,3,0,23,60,3,6,5,4,78,178,179,97,3582,83,4119,112,52,15,241,7,427,3,0,0,0,0,3,50,9,3,23,4,89,8,0,0,0,0,8,26,14,5,18,3,66,48,5,5,16,3,77,64,34,16,14,3,131,61,11,4,19,0,95,11,3,3,6,0,23,115,94,49,540,5,803,16,7,0,4,0,27,21,0,3,0,0,24,24,0,3,7,0,34,20,5,6,16,0,47,14,3,5,0,3,25,6,0,0,0,0,6,15,12,4,47,3,81,293,62,31,169,20,575,52,45,22,1460,1137,2716,2695,2169,1388,35885,2334,44471,2378,1471
LGA12700,17,171,129,3599,82,3998,0,0,0,7,0,7,9,5,0,6,0,20,0,0,0,0,0,0,31,13,6,14,0,64,254,198,108,2450,77,3087,9,3,3,0,0,15,4,3,0,10,0,17,38,17,9,287,12,363,0,0,0,7,0,7,4,0,0,5,0,9,0,0,0,3,0,3,32,28,22,705,25,812,16,10,3,43,5,77,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,12,3,3,3,0,0,9,3,5,4,3,0,15,8,0,0,7,0,15,5,3,0,3,0,11,45,24,10,90,0,169,5,0,0,3,3,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,15,0,30,53,26,11,37,9,136,6,15,7,273,243,544,561,530,318,7573,459,9441,498,357
LGA12750,113,991,719,11737,460,14020,3,13,3,327,4,350,60,8,3,46,0,117,160,9,3,12,5,189,325,57,32,88,9,511,2548,1119,747,8450,399,13263,50,0,6,0,0,56,49,7,4,59,3,122,457,113,65,670,32,1337,85,25,3,83,5,201,53,8,3,9,6,79,14,3,4,5,0,26,332,258,153,3100,88,3931,211,82,26,184,14,517,0,0,0,4,0,4,16,10,0,13,0,39,4,0,0,0,0,4,75,24,3,24,10,136,30,13,10,7,0,60,84,51,11,8,4,158,112,12,9,28,4,165,38,7,0,12,0,57,362,122,74,515,19,1092,51,8,3,13,3,78,3,0,3,0,0,6,20,4,5,3,0,32,32,8,8,19,3,70,4,3,0,3,0,10,32,0,3,0,0,35,62,19,10,54,0,145,587,127,59,251,18,1042,164,72,52,886,1006,2180,6136,3173,2021,26610,2092,40032,5449,2180
LGA12850,2348,2228,1342,14574,1042,21534,15,15,0,59,14,103,23374,81,159,151,1226,24991,4008,233,89,165,179,4674,423,61,32,64,16,596,4313,1732,983,8778,662,16468,2521,28,82,5,120,2756,332,26,10,47,23,438,1431,201,105,632,63,2432,1483,188,62,287,94,2114,468,26,6,35,9,544,1685,19,11,12,98,1825,935,477,283,2980,148,4823,10323,1588,453,1924,490,14778,118,0,0,0,6,124,3372,298,111,92,247,4120,1742,73,35,56,76,1982,2751,335,160,419,108,3773,518,32,24,13,36,623,313,33,28,23,16,413,1522,119,38,101,57,1837,1036,46,15,45,30,1172,522,142,110,430,32,1236,5089,172,61,133,254,5709,224,3,9,3,6,245,73,8,3,4,0,88,3605,57,52,30,158,3902,1361,47,23,13,116,1560,22091,52,132,117,1314,23706,76,21,11,54,7,169,34133,668,411,366,1988,37566,5099,294,173,1224,6221,13011,137304,9303,5013,32836,14856,199312,129536,6677
LGA12900,13,152,110,4719,170,5164,0,3,0,4,5,12,12,0,0,18,0,30,3,0,0,0,0,3,24,20,6,14,0,64,185,148,97,2939,126,3495,14,0,4,0,0,18,7,0,0,27,0,34,22,13,12,233,6,286,10,5,0,11,0,26,8,3,0,5,0,16,3,0,0,3,0,6,28,34,16,922,34,1034,28,17,0,25,7,77,0,0,0,0,0,0,3,0,0,6,0,9,5,3,0,0,0,8,3,0,0,0,0,3,0,7,0,3,4,14,9,3,6,0,3,21,15,0,0,5,3,23,0,0,0,0,0,0,40,14,10,143,3,210,4,0,0,3,0,7,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,12,0,17,37,10,9,42,5,103,10,7,8,413,174,612,506,439,278,9547,540,11310,452,302
LGA12950,11,57,59,2433,86,2646,0,0,0,38,0,38,8,0,0,8,0,16,0,0,0,0,0,0,21,0,3,3,0,27,103,78,46,1169,46,1442,6,0,0,0,0,6,0,0,0,6,4,10,10,3,3,113,0,129,7,0,0,4,0,11,0,3,0,0,0,3,3,0,0,0,0,3,16,16,10,359,21,422,82,5,3,20,3,113,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,4,0,3,3,0,10,3,0,0,0,0,3,0,0,0,0,0,0,19,12,3,53,7,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,15,6,3,17,0,41,9,5,0,161,139,314,330,189,133,4399,306,5357,304,144
LGA13010,11,171,147,3676,133,4138,0,0,3,6,0,9,16,0,0,20,0,36,0,0,0,0,0,0,39,5,10,12,3,69,287,183,132,2577,118,3297,9,0,3,0,0,12,6,0,0,6,4,16,50,27,8,288,17,390,6,3,0,8,0,17,11,0,3,0,0,14,5,3,0,3,3,14,36,49,33,842,24,984,10,11,0,33,5,59,4,0,0,0,0,4,0,3,0,7,0,10,0,0,0,0,0,0,3,3,0,3,0,9,0,3,0,3,0,6,5,7,6,0,0,18,5,3,0,8,0,16,3,0,3,0,0,6,32,18,6,129,6,191,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,14,0,24,57,16,12,46,3,134,18,7,8,335,319,687,626,515,377,8016,635,10169,554,343
