region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,7,0,0,0,22,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,9,5,6,10,19,3,3,0,0,55,3,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,82,46,44,80,94,69,28,13,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,31,32,31,19,15,0,3,0,194
LGA51540,3,4,4,10,3,10,11,3,0,48,0,0,3,3,0,3,0,0,0,9,3,3,3,7,7,18,11,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,15,3,0,0,3,6,10,3,0,0,25,5,3,6,17,25,58,59,29,3,205,3,0,0,3,3,9,7,3,0,28,3,0,3,4,0,8,3,3,0,24,12,10,14,33,34,101,123,64,4,395,31,13,20,15,20,23,12,3,0,137,3,0,0,0,0,3,0,0,0,6,829,331,492,630,685,971,909,361,37,5245,5,0,0,6,0,0,0,0,0,11,3,3,3,3,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,3,3,3,3,3,4,0,0,0,19,3,3,7,3,3,4,0,0,0,23,441,215,279,234,200,194,127,34,3,1727
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,6,11,14,9,0,3,54,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,104,43,65,83,95,113,56,16,6,581,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,66,31,22,42,34,19,6,0,0,220
LGA51680,0,0,3,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,4,3,4,3,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,11,5,0,0,3,3,0,3,0,0,14,5,4,3,13,14,19,7,3,3,71,5,0,0,6,6,4,0,0,0,21,3,0,0,3,3,3,3,3,0,18,15,9,8,24,22,27,18,11,0,134,9,4,3,12,6,8,7,3,0,52,0,0,0,0,0,0,0,0,0,0,341,128,124,312,307,324,199,70,15,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,3,3,3,0,0,0,9,353,149,97,167,134,70,42,13,3,1028
LGA51750,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,5,11,0,6,4,7,44,0,0,6,0,0,0,0,0,0,6,5,4,0,3,4,0,0,0,0,16,6,5,7,0,6,3,3,3,0,33,27,29,19,32,29,38,32,22,26,254,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,8,76,95,21,57,93,81,58,35,30,546,18,31,6,20,16,10,4,3,0,108,0,0,0,3,0,3,3,0,3,12,827,803,423,621,775,765,560,441,299,5514,6,7,3,8,9,0,0,0,0,33,8,15,9,0,0,5,3,0,0,40,0,8,3,3,3,4,5,3,4,33,0,0,0,0,0,0,0,0,0,0,7,12,0,6,6,3,3,4,0,41,7,12,0,6,6,3,3,4,0,41,336,466,233,194,266,190,86,65,23,1859
LGA51820,52,38,38,39,36,55,23,8,8,297,28,19,13,19,14,13,7,5,0,118,53,46,44,56,46,37,32,21,6,341,8,5,4,3,5,0,0,0,0,25,23,32,23,48,34,19,6,4,0,189,158,117,86,103,108,64,18,13,3,670,140,101,141,253,258,254,210,98,36,1491,19,29,14,18,25,36,22,3,12,178,17,17,12,19,7,3,6,4,0,85,278,259,227,310,340,285,160,111,43,2013,335,255,223,202,194,91,30,12,7,1349,23,12,10,9,22,11,5,3,0,95,8855,6062,6238,7683,6852,5332,3498,1963,580,47063,41,36,43,49,43,19,3,7,0,241,158,107,81,98,66,38,4,0,0,552,8,5,0,6,8,9,5,0,0,41,5,0,0,0,0,3,0,0,0,8,67,69,94,85,80,35,16,0,0,446,72,69,94,85,80,38,16,0,0,454,4525,2619,2952,2442,1687,814,296,134,31,15500
LGA51890,7,7,8,3,12,5,8,9,0,59,9,3,0,3,0,0,3,0,0,18,3,0,3,4,8,6,7,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,7,3,9,4,3,5,0,34,8,5,4,21,27,29,13,11,3,121,7,3,0,9,13,6,6,3,0,47,0,0,4,3,3,0,3,0,0,13,44,21,26,47,87,85,41,43,18,412,40,19,12,23,22,13,8,0,0,137,4,0,0,0,0,0,3,0,0,7,862,472,459,683,859,677,429,312,84,4837,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,5,0,0,0,22,3,0,0,10,4,5,0,0,0,22,772,335,306,356,278,161,62,22,10,2302
LGA51960,16,5,4,6,4,0,0,0,0,35,5,0,0,0,3,0,0,0,0,8,3,4,7,6,11,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,12,11,5,0,9,7,5,0,0,0,37,5,0,8,13,19,14,7,3,0,69,0,0,3,3,0,0,0,0,0,6,5,0,0,3,0,0,6,0,0,14,19,14,18,24,22,18,4,0,0,119,34,15,18,14,3,6,0,0,0,90,8,3,5,8,0,0,0,0,0,24,432,201,292,395,326,241,76,16,6,1985,6,0,5,0,0,0,0,0,0,11,13,3,3,8,5,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,8,420,180,242,193,103,44,9,3,5,1199
LGA52030,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,11,4,4,16,17,21,12,4,0,89,0,0,3,4,0,6,0,0,0,13,0,0,0,0,0,3,0,0,0,3,101,40,58,113,131,126,76,24,6,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,29,57,45,32,16,13,3,3,303
LGA52100,0,3,6,3,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,9,11,27,20,24,8,6,131,0,0,3,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,125,41,89,99,130,105,92,45,22,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,32,37,31,29,8,3,3,0,214
LGA52170,0,0,3,0,3,3,0,3,3,15,0,4,0,0,4,0,0,0,0,8,3,0,4,3,6,3,10,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,3,17,4,0,0,0,5,5,0,0,0,14,3,17,16,24,28,44,15,20,16,183,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,46,28,33,43,48,31,19,9,304,9,20,8,4,9,13,3,0,3,69,0,0,0,0,0,3,0,0,0,3,712,507,405,536,609,623,346,250,159,4147,0,3,0,0,0,3,0,3,0,9,0,0,3,0,0,3,0,0,0,6,3,0,3,6,0,3,8,0,0,23,0,0,0,0,0,0,0,0,0,0,3,6,3,4,8,3,0,0,0,27,3,6,3,4,8,3,0,0,0,27,281,273,234,235,267,163,53,47,8,1561
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,4,3,5,22,5,6,0,0,45,8,0,0,3,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,108,48,58,104,135,101,55,27,16,652,0,0,0,0,0,0,0,0,0,0,0,6,7,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,79,35,39,47,32,22,3,3,3,263
LGA52310,0,0,0,0,3,3,3,3,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,11,6,21,11,8,12,0,0,93,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,83,30,29,80,81,78,49,13,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,12,3,0,0,3,3,3,0,0,0,12,63,13,23,37,22,21,16,3,0,198
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,0,0,0,0,0,0,4,0,0,4,16,14,5,6,3,0,0,0,0,44,3,3,0,5,7,9,3,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,28,25,40,50,60,44,8,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,18,20,15,21,7,0,0,106
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,3,0,0,4,0,3,0,0,10,0,0,0,0,4,4,3,3,0,14,0,0,3,0,0,3,3,0,0,9,3,0,0,3,3,0,0,0,0,9,4,7,12,12,21,16,20,14,3,109,0,4,0,0,5,9,4,0,0,22,3,0,0,0,0,0,0,0,0,3,120,114,78,99,132,114,93,61,12,823,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,4,4,0,0,0,8,96,55,36,42,23,17,8,0,0,277
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6,4,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,4,9,21,27,16,22,12,6,133,3,3,4,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,200,102,105,155,149,103,63,37,12,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,0,0,0,0,3,6,86,43,49,35,30,14,8,8,3,276
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,6,0,3,0,0,0,0,0,0,9,0,0,0,10,25,20,22,7,0,84,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,3,19,6,8,21,33,36,21,17,0,161,10,6,4,9,13,3,3,3,3,54,0,0,0,0,0,0,0,0,0,0,282,84,135,282,294,306,242,104,24,1753,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,16,3,0,4,3,3,3,0,0,0,16,231,81,122,114,63,74,22,3,0,710
LGA52660,14,6,8,6,4,9,5,3,4,59,5,6,5,4,5,0,0,0,0,25,9,8,4,5,10,6,5,3,0,50,0,0,0,0,0,0,0,0,0,0,10,7,4,10,6,0,3,0,0,40,19,3,6,10,14,16,4,4,0,76,15,3,20,21,45,29,23,8,3,167,6,4,9,4,3,8,3,3,0,40,3,0,4,0,0,10,3,3,0,23,49,38,30,75,80,67,49,44,7,439,97,31,31,45,39,21,12,0,0,276,3,3,0,0,7,0,4,0,0,17,1221,652,679,1006,908,726,464,327,94,6077,3,3,3,0,0,0,0,0,0,9,12,22,3,13,8,0,0,0,0,58,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,3,0,0,0,21,4,3,4,7,0,3,0,0,0,21,906,427,436,373,257,138,52,32,5,2626
LGA52730,8,17,5,7,13,6,4,0,0,60,6,0,0,0,0,3,0,0,0,9,4,4,0,8,6,3,6,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,3,3,3,0,0,18,5,0,0,9,12,16,13,10,0,65,0,0,0,0,0,6,0,0,0,6,4,3,0,0,0,0,0,3,0,10,19,5,6,22,30,35,34,22,13,186,10,3,4,12,12,12,4,5,0,62,0,0,0,0,0,3,4,0,0,7,216,151,111,265,312,404,276,161,51,1947,0,3,0,0,5,0,3,0,0,11,0,3,0,3,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,9,16,6,3,4,0,0,49,11,0,9,16,6,3,4,0,0,49,440,209,134,237,250,188,87,34,9,1588
LGA52800,0,3,3,3,3,3,0,0,0,15,0,0,0,3,0,3,0,0,0,6,0,4,8,8,11,11,5,0,0,47,0,0,0,0,0,0,0,0,0,0,464,252,198,153,113,61,40,18,7,1306,65,15,20,14,12,11,5,3,0,145,3,9,11,10,35,45,24,0,0,137,6,3,0,0,3,8,0,0,3,23,17,6,6,7,0,3,0,0,0,39,132,110,79,107,83,85,55,13,3,667,25,23,27,18,14,15,4,3,0,129,0,0,3,3,0,3,3,0,0,12,1209,733,781,740,666,667,354,95,22,5267,0,0,3,0,4,0,0,0,0,7,0,0,8,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,11,3,3,3,0,3,0,0,0,23,29,20,17,10,7,6,5,0,3,97,40,23,20,13,7,9,5,0,3,120,434,260,348,257,209,155,68,22,3,1756
LGA52870,8,7,4,13,7,7,9,3,0,58,5,0,3,5,0,0,0,0,0,13,6,3,3,12,3,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,6,0,5,0,5,5,0,0,0,21,3,3,3,4,17,15,11,7,0,63,0,0,0,0,3,0,4,0,0,7,8,3,4,5,4,0,0,0,0,24,20,14,11,23,44,58,24,16,10,220,43,8,13,15,25,20,7,4,0,135,3,0,0,5,0,0,0,0,0,8,417,222,207,369,465,472,260,137,45,2594,3,0,0,3,0,0,0,0,0,6,3,0,0,5,3,3,0,0,0,14,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,4,0,0,0,4,0,0,0,0,8,401,139,149,211,205,125,42,5,3,1280
LGA52940,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,4,8,17,18,12,13,4,96,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,87,37,44,65,71,69,41,30,7,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,41,27,27,23,20,13,5,4,3,163
LGA53010,8,3,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,9,24,15,12,5,0,94,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,30,57,56,81,55,35,27,8,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,18,21,19,6,11,0,0,132
LGA53080,0,0,0,0,3,0,0,0,0,3,0,3,0,3,3,0,0,0,0,9,0,0,0,4,6,6,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,6,3,5,3,4,8,14,10,0,3,50,0,0,0,0,4,0,0,0,0,4,8,0,5,3,0,3,0,0,0,19,0,3,14,0,11,19,11,0,0,58,0,0,4,0,3,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,97,72,139,146,150,188,103,24,9,928,0,0,3,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,3,0,4,0,0,0,7,82,66,101,78,67,44,9,0,0,447
LGA53150,5,0,0,5,10,3,4,6,0,33,0,5,0,0,0,0,0,0,0,5,5,0,4,8,4,7,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,15,0,5,3,0,4,5,0,0,0,17,10,10,10,25,33,31,16,18,7,160,0,0,3,3,0,3,0,0,0,9,0,5,0,0,0,0,0,0,0,5,33,20,23,30,45,26,19,14,10,220,28,3,9,14,15,6,10,4,3,92,0,0,0,3,0,5,3,0,0,11,732,396,337,647,639,457,340,255,84,3887,0,6,6,3,0,0,0,0,0,15,0,5,9,3,0,6,0,0,0,23,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,8,8,12,9,6,0,0,0,53,10,8,8,12,9,6,0,0,0,53,373,206,211,310,303,151,47,23,3,1627
LGA53220,4,6,6,3,4,7,0,0,0,30,0,3,3,0,3,3,3,0,0,15,35,25,24,15,24,17,8,0,0,148,0,0,0,0,0,0,0,0,0,0,4,3,8,3,7,5,0,0,0,30,4,3,12,4,10,0,0,0,0,33,6,7,22,49,73,42,12,3,0,214,0,3,4,0,7,0,0,0,0,14,22,28,13,22,3,5,3,0,0,96,26,25,44,57,59,31,21,5,0,268,32,33,20,19,25,10,5,0,0,144,5,0,3,5,4,0,0,0,0,17,610,482,841,984,890,507,173,30,3,4520,0,0,4,0,4,0,0,0,0,8,5,6,15,4,12,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,72,62,31,17,15,12,4,7,0,220,23,8,21,9,6,5,4,0,0,76,95,70,52,26,21,17,8,7,0,296,562,416,630,501,336,143,42,25,5,2660
