region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA15550,3,0,0,3,3,8,6,0,43,27,70,12,7,0,0,3,0,5,14,3,0,23,21,44,3,3,0,0,3,0,3,16,0,0,9,19,28,0,0,0,0,0,0,0,0,4,3,4,3,7,434,426,25,35,70,64,26,71,332,205,887,801,1688
LGA15650,8,3,24,8,19,90,9,3,148,187,335,55,35,0,0,10,10,16,80,12,0,93,125,218,30,10,0,3,4,0,22,92,4,3,60,108,168,5,3,0,0,0,3,0,0,9,18,14,24,38,3108,2785,269,224,531,478,136,477,2611,1888,6655,5852,12507
LGA15700,14,8,43,40,55,171,25,10,396,426,822,177,139,4,8,24,30,60,194,16,3,281,374,655,154,77,5,0,5,11,95,256,7,8,266,352,618,6,13,0,0,0,3,0,0,3,8,9,24,33,3561,3567,269,318,915,993,323,1022,2306,1968,7374,7868,15242
LGA15750,7,3,10,8,38,96,14,8,180,201,381,69,49,0,5,5,4,24,97,4,4,102,159,261,55,19,4,0,4,3,28,110,3,0,94,132,226,4,0,0,0,3,0,0,4,14,10,21,14,35,2731,2552,180,170,373,333,177,542,1850,1432,5311,5029,10340
LGA15800,0,0,8,4,15,54,12,4,116,105,221,50,33,0,3,4,5,21,68,12,3,87,112,199,18,17,5,0,0,3,24,82,4,3,51,105,156,3,4,0,0,0,0,0,0,0,4,3,8,11,1164,1147,91,86,161,164,102,307,784,630,2302,2334,4636
LGA15850,0,0,15,0,19,62,12,0,107,101,208,45,28,3,0,3,6,15,47,0,0,66,81,147,16,3,0,0,3,4,14,49,3,4,36,60,96,3,0,0,0,0,0,0,0,5,3,8,3,11,1213,1225,95,95,216,203,102,281,781,678,2407,2482,4889
LGA15900,40,28,164,263,224,993,145,96,1797,2394,4191,941,767,25,15,108,171,341,1367,89,80,1504,2400,3904,684,369,21,15,52,76,483,2051,45,111,1285,2622,3907,149,132,3,10,12,13,3,14,336,318,503,487,990,25685,25728,1746,2037,4993,6720,1661,6568,26397,22470,60482,63523,124005
LGA15950,13,10,52,121,44,228,62,95,545,718,1263,215,147,10,4,41,64,64,275,48,90,378,580,958,196,95,11,7,11,68,83,472,32,82,333,724,1057,261,239,8,4,13,35,5,39,233,265,520,582,1102,11646,11532,639,702,2176,3242,365,1632,11920,12556,26746,29664,56410
LGA16100,3,0,8,3,5,23,7,0,71,58,129,29,14,3,0,3,3,9,29,3,0,47,46,93,8,4,0,0,3,3,17,46,0,3,28,56,84,3,3,3,0,0,0,3,0,3,3,12,6,18,1044,1025,68,56,168,148,64,185,746,467,2090,1881,3971
LGA16150,15,17,35,44,56,247,27,15,484,583,1067,198,135,4,8,19,29,57,293,16,16,294,481,775,123,75,8,6,15,13,88,430,15,13,249,537,786,20,21,3,0,7,4,0,0,25,17,55,42,97,6984,6817,441,580,1146,1515,382,1519,5751,5014,14704,15445,30149
LGA16180,4,3,12,5,17,33,10,7,125,104,229,52,32,0,0,6,6,10,43,5,0,73,81,154,20,3,0,0,0,0,17,59,6,0,43,62,105,9,5,0,3,3,3,0,0,3,10,15,21,36,3184,3131,161,173,462,483,106,294,1682,1440,5595,5521,11116
LGA16200,7,3,19,16,39,105,26,10,238,263,501,126,73,6,3,11,8,48,128,8,11,199,223,422,67,40,3,0,4,8,37,177,9,19,120,244,364,8,4,0,0,0,3,0,0,7,4,15,11,26,2840,2787,199,199,469,463,197,682,1899,1607,5604,5738,11342
LGA16250,45,34,136,153,194,795,113,61,1702,1916,3618,853,537,24,20,70,118,225,1022,74,78,1246,1775,3021,498,264,10,7,37,91,365,1634,34,84,944,2080,3024,619,768,9,8,31,39,10,140,246,232,915,1187,2102,36574,36099,1737,2129,4023,5736,1314,5731,25159,19831,68807,69526,138333
LGA16350,45,35,133,188,165,714,59,33,1315,1569,2884,538,318,26,14,54,103,207,781,28,47,853,1263,2116,297,173,6,6,34,59,220,1055,27,35,584,1328,1912,83,109,4,3,4,17,5,39,80,85,176,253,429,33572,33879,2333,2862,4758,7039,1342,4924,26084,22870,68089,71574,139663
LGA16370,17,11,49,86,54,288,17,14,661,820,1481,411,276,14,5,40,78,101,405,24,26,590,790,1380,288,139,4,3,22,37,172,788,19,32,505,999,1504,49,69,3,9,4,13,3,6,83,73,142,170,312,12324,12545,485,592,1543,2337,499,2134,6595,5638,21446,23246,44692
LGA16380,37,26,154,145,170,638,47,42,1673,1848,3521,895,614,13,17,55,84,213,786,43,33,1219,1534,2753,494,249,14,9,35,53,341,1191,28,43,912,1545,2457,50,47,0,0,6,9,3,8,40,53,99,117,216,15666,15817,1022,1257,2799,3697,1088,3948,7927,6898,28502,31617,60119
LGA16400,26,17,92,102,119,435,32,17,1060,1170,2230,516,315,10,3,43,52,141,487,17,15,727,872,1599,266,153,5,0,9,34,210,652,7,18,497,857,1354,28,42,0,3,11,7,4,7,19,45,62,104,166,13261,13432,844,928,2340,2878,820,2647,7808,6584,25073,26469,51542
LGA16470,10,8,40,28,29,172,8,4,290,350,640,152,84,4,3,13,22,36,176,10,9,215,294,509,48,20,3,3,12,14,46,277,10,9,119,323,442,30,39,0,4,3,7,3,5,30,23,66,78,144,7157,7157,526,523,1257,1442,260,1084,6057,4994,15257,15200,30457
LGA16550,47,35,124,183,112,632,138,127,1385,1683,3068,737,468,27,29,76,134,195,873,109,154,1144,1658,2802,489,222,14,10,47,84,304,1326,92,167,946,1809,2755,251,304,10,11,13,41,3,29,879,900,1156,1285,2441,22176,22124,1207,1396,3098,4699,976,4363,26955,24909,54412,57491,111903
LGA16610,5,12,40,31,51,183,36,17,439,469,908,211,112,5,3,21,16,54,201,25,7,316,339,655,96,44,3,0,7,12,73,289,15,23,194,368,562,14,15,0,4,0,4,0,0,4,11,18,34,52,4259,4285,311,337,839,915,293,1064,2988,2453,8690,9054,17744
LGA16650,40,31,84,109,143,566,75,73,1322,1500,2822,716,392,21,9,42,70,192,674,57,78,1028,1223,2251,445,231,9,6,33,65,280,1212,37,86,804,1600,2404,233,268,3,9,19,32,9,45,125,136,389,490,879,20753,20655,1059,1393,2568,3734,949,3913,14367,11708,39696,41403,81099
LGA16700,32,30,75,148,137,531,69,88,1249,1507,2756,706,463,11,14,34,97,192,819,49,90,992,1483,2475,466,240,5,8,30,52,293,1218,38,134,832,1652,2484,339,420,7,3,11,45,8,73,432,518,797,1059,1856,22080,22210,796,1025,2147,3442,896,3931,16174,15291,42093,45899,87992
LGA16900,14,19,35,75,113,394,26,14,761,914,1675,396,217,3,12,28,44,125,456,22,6,574,735,1309,181,102,0,3,16,29,117,450,3,15,317,599,916,7,17,4,3,5,3,3,4,9,17,28,44,72,12486,12668,699,926,1741,2481,660,2284,8124,7159,23710,25518,49228
LGA16950,40,41,180,172,250,758,75,45,1927,2091,4018,975,692,35,18,93,75,281,868,54,44,1438,1697,3135,560,276,12,10,41,62,363,1156,26,51,1002,1555,2557,47,53,4,4,4,12,5,16,34,44,94,129,223,18900,18970,1228,1400,3446,4229,1512,4466,11267,9246,36353,38311,74664
LGA17000,3,0,10,13,32,84,12,6,205,209,414,89,71,3,0,0,6,25,131,3,14,120,222,342,46,22,0,0,3,3,30,148,3,10,82,183,265,14,12,0,0,3,4,0,3,15,17,32,36,68,4668,4482,294,259,653,676,187,608,3659,2510,9461,8535,17996
LGA17050,4,3,9,8,15,31,7,3,138,107,245,60,27,0,0,6,5,13,30,8,0,87,62,149,19,0,0,0,0,3,14,38,7,3,40,44,84,22,19,0,3,7,3,0,4,204,169,233,198,431,3749,3170,216,146,544,497,119,212,4029,2852,8657,6877,15534
LGA17100,14,5,23,21,35,193,33,27,376,437,813,196,98,0,6,8,16,31,217,21,23,256,360,616,122,77,7,0,5,13,75,321,12,25,221,436,657,119,137,0,4,3,8,3,26,90,78,215,253,468,7747,7812,213,312,596,945,248,1198,5927,4668,14731,14935,29666
LGA17150,52,40,169,264,261,1134,91,72,2433,3046,5479,1512,1050,39,24,88,192,371,1663,75,71,2085,3000,5085,891,454,17,11,58,138,546,2358,37,95,1549,3056,4605,147,169,0,17,21,33,8,39,146,155,322,413,735,44861,45593,1817,2400,4860,7653,1914,7704,27580,24181,81032,87531,168563
LGA17200,49,29,190,219,127,466,321,118,1309,1275,2584,413,194,35,12,81,151,144,515,182,111,855,983,1838,228,84,11,13,36,67,162,750,89,101,526,1015,1541,3074,2507,78,63,258,322,63,164,3917,3830,7390,6886,14276,27604,24877,2137,1921,6561,7350,995,3463,60426,48256,97723,85867,183590
LGA17310,23,6,54,68,98,401,33,33,821,918,1739,394,232,3,11,28,31,102,468,24,34,551,776,1327,202,103,3,7,15,18,150,642,10,31,380,801,1181,18,19,3,0,3,3,0,3,33,19,57,44,101,10865,10949,674,846,1706,2221,642,2476,7314,6578,21201,23070,44271
LGA17350,6,0,9,12,14,53,9,4,115,126,241,48,25,0,0,4,8,18,72,11,9,81,114,195,23,8,0,0,4,3,18,105,3,5,48,121,169,3,0,0,0,0,0,0,0,3,0,6,0,6,1201,1204,64,70,190,166,79,338,672,516,2206,2294,4500
LGA17400,6,3,19,10,11,51,3,11,126,119,245,44,32,0,4,3,3,12,70,5,4,64,113,177,24,11,3,3,3,3,13,82,5,3,48,102,150,7,3,0,0,0,0,0,0,10,4,17,7,24,1393,1356,109,106,325,276,83,340,793,653,2703,2731,5434
LGA17420,23,20,90,101,127,606,29,30,1474,1576,3050,716,382,9,8,38,58,174,707,26,35,963,1190,2153,373,169,5,7,17,42,220,982,14,27,629,1227,1856,290,385,13,10,13,33,18,81,152,210,486,719,1205,40063,41063,1037,1427,2724,4476,1014,4192,19724,17413,64562,68571,133133
LGA17450,0,3,6,4,14,25,7,0,57,64,121,13,12,3,0,0,0,6,29,6,0,28,41,69,16,3,0,0,0,0,14,40,3,3,33,46,79,7,0,0,0,0,0,0,0,12,0,19,0,19,704,666,50,41,128,98,57,142,517,280,1456,1227,2683
