region_id,C06_CF_1P1NW_200_399,C06_CF_1P1NW_400_599,C06_CF_1P1NW_600_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_Tot,C06_CF_1A1NW_N,C06_CF_1A1NW__1_199,C06_CF_1A1NW_200_399,C06_CF_1A1NW_400_599,C06_CF_1A1NW_600_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_Tot,C06_CF_BA_N,C06_CF_BA_1_199,C06_CF_BA_200_399,C06_CF_BA_400_599,C06_CF_BA_600_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_more,C06_CF_BA_Ns,C06_CF_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_199,C06_CF_BNW_200_399,C06_CF_BNW_400_599,C06_CF_BNW_600_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_199,C06_CF_LFns_200_399,C06_CF_LFns_400_599,C06_CF_LFns_600_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_C_f_c_T_Fi_N,C06_C_f_c_T_Fi_1_199,C06_C_f_c_T_Fi_200_399,C06_C_f_c_T_Fi_400_599,C06_C_f_c_T_Fi_600_799,C06_C_f_c_T_Fi_800_999,C06_CF_c_T_Fi_1000_1499,C06_CF_c_T_Fi_1500_1999,C06_CF_c_T_Fi_2000_2499,C06_CF_c_T_Fi_2500_2999,C06_CF_c_T_Fi_3000_more,C06_C_f_with_c_TFI_Ns,C06_C_f_with_c_T_T,C06_1PF_F_N,C06_1PF_F_1_199,C06_1PF_F_200_399,C06_1PF_F_400_599,C06_1PF_F_600_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_more,C06_1PF_F_Ns,C06_1PF_F_Tot,C06_1PF_P_N,C06_1PF_P_1_199,C06_1PF_P_200_399,C06_1PF_P_400_599,C06_1PF_P_600_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_more,C06_1PF_P_Ns,C06_1PF_P_Tot,C06_1PF_A_N,C06_1PF_A_1_199,C06_1PF_A_200_399,C06_1PF_A_400_599,C06_1PF_A_600_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_more,C06_1PF_A_Ns,C06_1PF_A_Tot,C06_1PF_U_N,C06_1PF_U_1_199,C06_1PF_U_200_399,C06_1PF_U_400_599,C06_1PF_U_600_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_more,C06_1PF_U_Ns,C06_1PF_U_To,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_199,C06_1PF_N_lf_Fi_200_399,C06_1PF_N_lf_Fi_400_599,C06_1PF_N_lf_Fi_600_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_more,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_the_lf_Tot,C06_1PF_LFns_N,C06_1PF_LFns_1_199,C06_1PF_LFns_200_399,C06_1PF_LFns_400_599,C06_1PF_LFns_600_799,C06_1PF_LFns_800_999,C06_1PF_lf_ns_Fi_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_lf_ns_Fi_2500_2999,C06_1PF_LFns_3000mo,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_199,C06_1PF_TFI_200_399,C06_1PF_TFI_400_599,C06_1PF_TFI_600_799,C06_1PF_TFI_800_999,C06_1PF_T_Fi_1000_1499,C06_1PF_T_Fi_1500_1999,C06_1PF_T_Fi_2000_2499,C06_1PF_T_Fi_2500_2999,C06_1PF_TFI_3000_mr,C06_One_par_f_TFI_Ns,C06_One_parent_f_T_T,C06_TFI_N,C06_TFI_1_199,C06_TFI_200_399,C06_TFI_400_599,C06_TFI_600_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_more,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_199,C11_CFNC_BF_200_399,C11_CFNC_BF_400_599,C11_CFNC_BF_600_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_mr,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_N,C11_CFNC_BPT_1_199,C11_CFNC_BPT_200_399,C11_CFNC_BPT_400_599,C11_CFNC_BPT_600_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499
LGA11500,51,142,135,114,221,78,28,14,9,114,920,3,4,13,38,43,45,112,37,16,16,6,77,410,0,0,3,3,7,4,53,37,34,20,29,32,222,26,48,115,406,282,198,321,139,60,27,14,269,1905,0,0,9,15,17,10,38,17,12,3,6,921,1048,58,95,236,909,1075,1277,4765,3271,2039,1368,1228,2895,19216,7,3,33,196,301,276,603,264,126,50,33,250,2142,4,11,222,435,232,108,198,66,24,6,4,126,1436,0,7,54,32,11,20,31,20,13,5,3,40,236,10,13,293,160,55,13,26,5,0,3,3,65,646,60,90,1311,913,368,211,327,106,26,25,7,445,3889,7,3,7,13,3,6,8,4,3,0,3,156,213,88,127,1920,1749,970,634,1193,465,192,89,53,1082,8562,252,374,2329,4441,3023,2522,8265,5054,3025,1827,1521,4733,37366,10,4,0,3,14,37,379,609,856,323,458,49,2742,3,7,4,14,29,52,72
LGA11520,18,39,30,29,68,27,25,21,24,28,312,0,0,3,6,6,6,26,19,6,24,9,22,127,3,0,0,3,0,4,12,13,5,11,17,18,86,19,7,27,60,83,62,157,118,51,32,44,95,755,0,0,0,4,3,0,8,10,3,8,0,418,454,39,26,63,190,279,300,1280,1147,859,1217,1631,1141,8172,0,4,7,17,51,80,250,125,49,79,35,91,788,0,3,47,62,57,38,88,25,10,10,3,44,387,3,0,6,12,8,3,15,3,3,9,3,5,70,4,3,15,6,8,3,6,5,0,0,0,12,62,30,20,121,122,85,70,125,61,33,29,17,93,806,0,0,3,3,0,0,4,3,3,0,0,22,38,37,30,199,222,209,194,488,222,98,127,58,267,2151,178,190,352,1291,935,707,2766,2104,1653,2111,2914,1998,17199,6,0,0,5,9,25,111,254,481,329,1380,30,2630,3,3,3,17,25,31,61
LGA11550,168,350,238,154,175,92,40,29,32,151,1454,7,6,31,84,66,44,95,39,13,14,8,85,492,0,0,6,5,7,7,31,32,20,19,17,41,185,98,84,230,589,421,265,560,353,136,94,64,414,3308,10,4,11,34,17,20,41,21,5,4,7,964,1138,160,159,611,1592,1573,1313,3627,2285,1390,961,1003,2623,17297,5,4,34,162,180,152,367,136,48,44,19,126,1277,0,21,169,208,123,66,142,39,10,12,0,83,873,4,3,21,24,20,16,30,14,6,0,4,27,169,18,14,125,79,24,20,21,8,0,4,0,40,353,106,89,770,611,310,222,441,136,59,34,19,388,3185,0,5,10,7,9,9,12,4,0,6,0,135,197,133,136,1129,1091,666,485,1013,337,123,100,42,799,6054,567,601,2082,5368,3304,2332,6364,3446,2070,1356,1304,4311,33105,3,4,3,7,16,71,282,413,456,211,438,31,1935,6,15,3,38,95,95,86
LGA11600,0,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,28,28,3,3,3,21,25,23,93,44,19,9,10,87,340,0,0,0,6,3,3,4,3,0,3,0,3,25,0,0,3,7,3,3,3,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,9,3,0,3,3,0,0,0,6,37,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,19,22,12,6,10,6,0,3,0,12,90,15,11,26,97,80,44,168,68,32,15,16,137,709,0,3,0,3,5,10,11,27,17,3,7,3,89,3,0,0,0,3,3,0
LGA11700,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,13,8,6,4,0,0,0,0,6,40,0,0,0,3,0,0,0,0,0,0,0,17,20,0,0,9,26,23,21,28,9,7,0,0,47,170,0,0,0,3,0,0,5,0,0,3,0,0,11,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,0,0,9,13,13,0,7,0,0,0,0,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,13,3,12,0,0,3,0,13,78,6,3,33,93,59,30,63,18,13,6,4,89,417,0,0,0,3,3,6,5,7,8,3,12,5,52,0,0,0,3,0,6,4
LGA11720,15,61,49,56,68,29,10,4,0,33,328,0,3,3,6,19,7,44,16,7,7,3,14,129,0,0,0,3,3,3,14,11,10,4,3,15,66,8,13,25,158,168,83,105,48,4,4,3,72,691,0,0,3,3,0,5,6,3,0,3,3,294,320,20,19,61,302,420,403,1408,889,520,352,232,825,5451,0,0,15,47,85,67,122,38,10,9,3,53,449,0,3,109,163,66,31,50,10,0,0,3,58,493,0,0,13,23,8,8,9,0,0,0,0,17,78,3,3,104,59,11,3,11,0,0,0,0,17,211,7,21,333,341,142,75,78,26,3,7,3,116,1152,0,0,4,3,4,3,0,4,0,0,0,45,63,10,27,578,636,316,187,270,78,13,16,9,306,2446,79,114,732,2242,1301,838,2646,1357,763,502,337,1541,12452,4,3,4,3,5,33,116,175,237,90,198,16,884,0,3,0,12,22,31,40
LGA11730,10,84,90,51,59,19,4,0,0,41,365,0,0,3,14,22,9,30,6,0,3,0,13,100,3,0,0,3,3,7,15,6,4,5,3,11,60,3,12,42,174,154,92,96,18,6,0,4,65,666,0,0,0,5,3,3,0,7,0,0,0,272,290,9,28,90,411,539,529,1285,607,252,133,98,791,4772,0,3,17,43,59,54,89,25,3,5,0,49,347,0,7,106,168,76,34,34,3,0,0,0,67,495,0,0,14,12,7,5,14,0,3,0,0,6,61,3,8,96,55,35,0,3,3,0,0,0,23,226,11,21,350,312,155,56,59,12,0,7,0,100,1083,0,0,6,5,3,4,3,0,0,0,0,45,66,14,39,589,595,335,153,202,43,6,12,0,290,2278,81,176,871,2934,1802,1081,2722,957,449,246,197,1589,13105,6,4,3,16,25,58,150,121,121,40,81,15,640,0,0,8,30,45,62,53
LGA11750,0,5,3,3,0,3,0,0,3,0,17,0,0,0,0,0,0,4,5,0,0,0,5,14,0,0,0,0,0,3,0,0,4,0,0,0,7,0,3,5,4,3,3,4,0,0,0,0,5,27,3,0,0,0,0,0,0,0,0,0,0,26,29,6,6,13,15,23,26,117,98,73,56,44,98,575,0,0,0,5,5,6,15,5,0,0,0,14,50,0,0,6,9,3,3,4,3,0,0,0,3,31,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,3,3,0,0,0,0,0,0,17,3,0,31,15,7,3,6,0,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,43,34,18,15,25,8,0,0,0,22,172,19,24,59,130,76,60,240,146,127,82,64,180,1207,4,3,0,3,6,6,6,11,28,14,44,3,128,0,0,0,4,4,0,0
LGA11800,16,103,88,66,101,31,4,3,4,39,458,0,0,3,17,12,22,33,10,3,4,3,8,115,0,0,3,3,4,0,30,13,3,4,10,19,89,12,15,35,188,140,115,114,40,14,5,3,74,755,0,0,3,5,4,4,11,4,0,0,3,419,453,24,36,93,463,615,667,1933,993,473,272,197,1031,6797,6,3,19,92,144,85,194,46,7,3,3,103,705,6,5,166,298,145,68,82,8,3,0,0,88,869,0,0,9,26,13,8,17,0,0,0,0,14,87,3,8,117,96,24,13,7,0,0,0,0,27,295,12,29,434,425,175,93,81,17,3,6,0,167,1442,0,0,6,4,9,0,0,0,0,0,0,54,73,27,45,751,941,510,267,381,71,13,9,3,453,3471,120,210,992,3375,2219,1381,3968,1646,759,414,345,2115,17544,10,5,3,16,20,60,222,260,258,80,173,13,1120,0,8,4,32,45,72,100
LGA11860,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,10,10,9,6,12,23,25,18,52,33,8,6,7,32,231,0,0,0,0,4,5,4,0,0,0,0,7,20,0,0,0,5,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,5,4,0,0,0,0,10,37,22,9,22,56,47,34,104,53,18,12,10,61,448,3,0,0,4,5,12,19,14,6,0,3,3,69,0,3,0,3,0,0,3
LGA12000,0,3,0,6,3,6,0,0,0,3,21,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,3,9,3,0,0,10,9,5,6,4,0,0,0,3,40,0,0,3,0,0,0,0,0,0,3,0,20,26,9,3,9,37,52,29,139,61,22,18,13,106,498,0,0,0,5,8,0,4,4,3,0,0,0,24,0,0,5,8,7,0,0,0,0,0,0,4,24,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,8,5,0,0,0,0,0,0,0,0,13,0,0,21,15,8,0,4,0,0,0,0,8,56,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,37,36,23,0,11,4,3,0,0,15,129,20,10,58,199,143,51,248,94,42,24,23,171,1083,3,0,0,0,8,15,18,24,18,8,10,0,104,0,0,0,3,3,0,9
LGA12050,0,14,8,3,10,3,0,0,0,10,48,0,0,0,0,3,3,3,4,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,19,7,8,4,0,0,0,11,73,0,0,0,0,4,0,0,0,0,0,0,55,59,0,3,5,58,73,79,265,176,82,67,68,157,1033,0,0,3,8,7,12,23,7,4,3,0,11,78,0,3,27,30,18,5,17,3,0,0,0,14,117,0,0,3,3,3,0,3,0,3,0,0,3,18,0,0,12,0,3,0,0,0,0,0,0,0,15,0,3,44,40,14,14,14,0,0,0,0,10,139,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,89,81,45,31,57,10,7,3,0,43,372,15,36,112,364,261,188,608,307,141,112,104,291,2539,0,4,3,8,8,24,47,45,58,17,46,4,264,0,0,0,4,6,21,6
LGA12150,0,3,3,6,3,3,0,0,0,3,24,0,0,0,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,3,0,3,12,0,0,6,13,5,0,4,3,0,0,0,4,35,0,0,0,0,0,0,0,3,0,0,0,23,26,3,9,6,30,41,34,96,56,27,11,11,82,406,0,0,3,9,11,6,8,0,0,0,0,0,37,0,0,6,15,3,3,9,0,0,0,0,3,39,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,7,3,4,0,0,0,0,0,0,3,17,0,0,49,33,13,11,12,0,0,0,0,20,138,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,68,60,31,20,29,0,0,0,0,38,246,12,18,89,181,127,76,222,93,42,20,18,190,1088,0,3,0,0,0,13,22,15,14,12,17,4,100,0,0,3,0,0,6,0
LGA12200,0,8,4,8,12,0,0,0,0,0,32,0,0,0,0,3,5,3,0,0,0,0,3,14,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,29,19,6,11,4,0,0,0,9,83,0,0,0,0,4,0,4,0,0,0,0,47,55,6,5,14,59,60,74,245,99,44,31,27,117,781,0,0,0,12,8,8,14,3,3,0,0,6,54,0,3,12,23,15,6,3,3,0,0,0,6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,4,31,0,3,54,38,17,7,7,0,0,4,0,17,147,3,0,0,3,0,0,0,0,0,0,0,3,9,3,6,77,92,40,21,24,6,3,4,0,36,312,21,33,112,412,238,155,477,168,78,58,47,230,2029,0,3,0,0,4,15,31,35,33,15,19,3,158,0,0,0,9,4,6,7
LGA12300,0,8,7,7,13,3,0,0,0,6,44,0,0,0,6,9,0,4,3,0,4,0,0,26,0,0,0,0,0,0,3,0,3,0,0,8,14,0,0,0,15,17,7,16,7,0,0,0,11,73,0,0,0,0,0,4,0,0,0,0,0,55,59,0,0,15,54,84,106,333,227,106,56,27,167,1175,0,3,0,9,16,15,24,8,3,5,0,13,96,0,0,21,32,11,5,11,0,0,0,0,11,91,0,0,0,6,0,0,3,0,0,0,0,4,13,0,0,20,4,0,0,0,0,0,0,0,0,24,5,4,35,26,18,13,18,3,0,0,0,12,134,0,0,3,0,0,0,0,0,0,0,0,9,12,5,7,79,77,45,33,56,11,3,5,0,49,370,33,36,124,552,327,234,728,350,164,87,52,367,3054,3,3,0,3,5,15,44,55,46,18,30,4,226,0,3,0,4,5,17,16
LGA12350,5,16,7,8,10,5,0,3,0,11,65,0,5,0,3,3,3,4,0,3,0,0,4,25,0,0,0,0,0,4,4,4,0,0,0,0,12,0,0,4,34,27,15,16,7,0,3,0,12,118,0,0,3,3,0,3,0,0,0,3,0,72,84,0,5,23,105,138,146,401,206,68,43,34,212,1381,3,0,3,21,15,10,25,4,0,0,3,5,89,0,0,20,32,16,9,8,0,3,0,0,8,96,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,21,15,5,0,0,0,0,0,0,6,47,3,6,77,57,35,20,21,0,3,0,0,37,259,0,0,4,3,0,0,0,0,0,0,0,8,15,6,6,125,131,71,42,57,4,6,0,3,64,515,22,47,193,634,433,274,795,319,131,66,61,420,3395,3,3,0,13,8,29,46,47,27,16,33,6,231,0,0,0,5,5,3,25
LGA12500,0,8,6,3,11,0,3,0,0,4,35,0,3,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,3,5,0,0,0,0,8,3,3,3,9,14,9,8,3,0,0,0,6,58,0,0,0,0,0,0,3,0,3,0,0,48,54,3,6,9,33,62,66,239,134,46,27,23,130,778,0,0,3,14,10,10,15,6,0,3,0,12,73,0,0,14,37,13,6,4,0,0,0,0,9,83,0,0,3,0,3,0,3,0,0,0,0,3,12,0,0,13,12,0,0,0,0,0,0,0,3,28,0,4,31,25,15,16,8,0,0,0,0,21,120,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,64,88,41,32,30,6,0,3,0,53,321,12,26,84,321,212,144,477,232,87,43,33,271,1942,4,0,0,0,3,4,44,50,32,8,7,3,155,0,0,0,0,7,5,8
LGA12600,4,23,16,25,30,7,10,0,0,12,130,0,0,0,5,12,7,22,5,3,5,0,15,74,0,0,0,0,3,0,15,7,6,0,6,11,48,3,3,13,67,43,23,38,22,7,5,0,38,262,0,0,0,3,4,4,4,4,0,0,0,342,361,15,12,30,163,227,281,1134,707,439,264,193,770,4235,0,0,12,57,83,58,144,41,9,7,0,60,471,0,3,79,124,63,14,40,12,0,3,0,36,374,0,0,9,11,3,12,8,0,0,0,0,18,61,5,0,55,37,6,3,5,0,0,0,0,12,123,9,15,253,175,81,41,46,12,0,5,0,93,730,0,0,3,3,0,5,3,0,0,0,0,35,49,14,18,411,407,236,133,246,65,9,15,0,254,1808,63,90,514,1246,890,634,2274,1169,649,399,306,1395,9629,7,0,3,9,10,50,167,225,253,101,154,8,987,0,3,3,5,14,29,39
LGA12700,4,5,9,8,8,9,3,0,0,5,54,0,0,6,0,0,3,0,5,3,0,0,6,23,0,0,0,0,0,0,8,0,0,0,0,0,8,0,3,4,16,29,16,13,7,0,0,0,15,103,0,0,0,0,0,0,0,0,0,0,0,50,50,6,9,19,43,82,78,268,164,75,41,49,162,996,0,3,3,10,10,9,14,0,4,0,0,6,59,0,0,13,19,9,3,5,4,0,0,0,9,62,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,14,0,0,3,0,0,0,0,0,0,17,0,5,38,32,13,3,8,0,0,0,0,25,124,0,0,3,0,0,3,0,0,0,0,0,3,9,0,8,71,61,32,21,30,4,4,0,0,46,277,16,39,105,337,224,154,534,258,136,64,72,287,2226,8,0,0,8,4,10,30,30,37,16,36,3,182,0,0,3,4,6,15,11
LGA12750,16,59,52,43,46,13,5,0,0,36,273,3,0,0,6,4,6,10,3,4,0,5,6,47,0,0,3,3,5,0,14,4,4,3,3,10,49,3,13,22,85,123,45,61,11,0,0,5,52,420,0,0,0,5,3,5,6,0,0,0,0,167,186,15,26,70,252,390,307,829,399,170,103,67,525,3153,0,0,14,52,47,39,57,15,0,7,0,47,278,0,10,93,134,60,26,24,0,0,0,0,42,389,0,0,10,9,15,3,5,0,0,0,0,3,45,3,8,56,44,9,7,3,0,0,0,0,12,142,11,17,188,219,87,46,45,8,0,0,0,80,701,0,0,3,4,0,3,4,0,0,0,0,24,38,14,35,364,462,218,124,138,23,0,7,0,208,1593,81,151,568,2194,1482,780,2083,710,328,162,136,1167,9842,4,4,0,8,13,40,94,102,88,35,52,12,452,4,3,3,15,40,61,70
LGA12850,227,486,320,213,327,134,44,25,24,212,2061,4,9,46,96,108,82,134,52,25,24,15,134,729,4,3,0,7,13,9,65,46,29,19,26,58,279,133,181,337,1282,848,581,948,529,265,117,100,756,6077,6,10,17,52,40,27,61,24,16,5,7,1308,1573,242,284,768,2584,2374,2034,5495,3348,1996,1185,1144,3964,25418,7,13,46,196,249,214,475,200,86,45,21,211,1763,8,22,220,260,146,72,166,54,22,10,3,97,1080,0,5,31,36,27,22,37,21,6,3,5,50,243,32,32,281,138,64,44,67,27,6,8,5,77,781,185,149,1666,1156,584,403,716,201,89,49,29,658,5885,7,10,34,23,10,9,15,6,0,0,0,248,362,239,231,2278,1809,1080,764,1476,509,209,115,63,1341,10114,734,921,3396,7865,4599,3363,8911,4698,2635,1504,1350,6327,46303,14,0,8,11,18,91,358,441,464,178,269,42,1894,0,9,4,20,35,48,71
LGA12900,3,14,9,9,10,3,0,0,0,6,54,0,0,0,5,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,3,9,0,0,9,21,24,12,5,0,0,0,0,9,80,0,0,0,0,5,0,3,0,0,3,0,56,67,5,6,22,79,91,108,269,121,64,38,33,158,994,0,3,3,8,17,12,21,0,3,0,0,13,80,0,3,14,33,12,12,9,3,0,0,0,5,91,0,0,4,0,0,0,4,3,0,0,0,0,11,0,0,13,13,0,0,0,0,0,0,0,0,26,3,3,67,67,19,17,11,0,0,0,3,30,220,0,0,3,0,4,0,0,0,0,0,0,10,17,3,9,104,121,52,41,45,6,3,0,3,58,445,30,35,147,462,282,206,565,213,102,56,50,317,2465,8,3,0,5,5,23,54,41,40,15,24,3,221,0,0,0,4,7,8,13
LGA12950,0,6,0,0,7,5,0,0,0,4,22,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,3,9,0,3,3,10,11,6,0,3,0,0,0,8,44,0,0,0,0,3,0,0,0,0,0,0,39,42,3,7,12,34,41,48,120,58,27,15,15,96,476,3,0,3,5,3,0,10,4,0,0,0,3,31,0,0,3,11,7,4,4,0,0,0,0,3,32,0,0,3,0,0,3,0,0,0,0,0,3,9,3,0,6,5,0,0,0,0,0,0,0,3,17,3,3,34,34,10,5,5,0,0,4,0,14,112,0,0,0,0,0,0,3,0,0,0,0,3,6,9,3,49,55,20,12,22,4,0,4,0,29,207,25,31,73,222,136,93,252,102,45,31,26,186,1222,7,4,0,12,9,16,26,20,13,6,6,6,125,0,0,0,0,0,0,7
LGA13010,4,12,15,10,7,0,0,0,0,0,48,0,0,0,0,5,6,5,0,0,0,0,5,21,0,0,0,0,0,0,4,3,0,3,0,0,10,4,3,13,38,24,9,11,4,0,0,0,11,117,0,0,0,0,0,0,3,0,0,0,0,50,53,8,9,27,75,114,69,231,92,50,23,15,137,850,0,0,4,6,16,8,18,0,0,4,0,11,67,0,3,14,29,10,6,7,0,3,0,0,7,79,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,13,12,0,0,3,0,0,0,0,0,28,0,6,65,54,19,13,11,5,0,0,3,20,196,0,0,3,0,0,0,0,0,0,0,0,6,9,0,9,99,104,45,27,39,5,3,4,3,47,385,22,33,165,534,293,151,497,158,91,55,41,277,2317,3,3,6,5,8,19,48,45,29,14,14,3,197,0,0,0,3,7,17,17
LGA13050,3,5,4,3,6,3,0,0,0,4,28,0,0,3,0,0,5,3,3,0,0,0,3,17,0,0,3,0,0,0,0,3,0,4,0,0,10,0,3,0,13,17,11,3,5,0,0,0,7,59,3,0,0,3,0,0,0,0,0,0,3,28,37,3,6,18,40,42,63,120,70,23,23,12,78,498,0,0,4,0,4,4,8,5,0,0,0,3,28,0,0,8,10,6,3,0,0,0,0,0,5,32,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,0,0,12,0,0,23,23,11,6,5,0,0,0,0,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,21,13,13,5,0,0,0,19,155,20,23,83,284,173,128,302,108,49,30,28,151,1379,4,3,0,5,0,9,25,25,15,3,18,3,110,0,0,0,5,3,6,9
LGA13100,24,108,114,100,196,81,23,25,18,94,788,0,4,3,16,31,44,103,45,5,23,5,51,330,3,0,3,0,8,4,41,41,31,17,29,37,214,13,30,60,220,242,169,257,116,42,30,18,156,1353,0,0,0,6,14,7,22,13,6,0,0,922,990,37,70,142,549,900,1140,4277,3233,1898,1588,1353,2738,17925,6,4,39,139,269,214,539,206,79,79,15,277,1866,6,13,290,495,325,159,223,71,18,6,3,203,1812,3,3,31,31,27,29,45,6,6,3,3,35,222,10,16,220,133,47,18,19,8,4,3,5,46,529,41,66,696,707,401,215,298,75,18,20,3,289,2829,0,3,16,6,3,6,3,0,0,0,0,92,129,66,105,1292,1511,1072,641,1127,366,125,111,29,942,7387,222,397,1651,5310,4233,2781,9125,5251,3154,2350,1978,4979,41431,15,4,3,14,19,80,353,533,807,318,665,44,2855,0,12,6,26,77,113,144
