region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA41190,233,217,34,3,487,167,15,6,675,0,3,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,9,3,0,0,0,3,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,16,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,9,3,3,0,0,6,8,0,3,17,0,0,0,0,0,0,0,0,0,239,223,34,3,499,191,15,12,717,232,220,41,0,493,184,11,65,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,190,192,76,9,467,261,22,146,896,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,5,5,0,20,38,0,16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,20,38,0,16,74,3,3,0,0,6,15,3,87,111,0,0,0,0,0,3,0,4,7,3,3,0,0,6,6,0,3,15,6,6,0,0,12,24,3,94,133,6,3,3,0,12,0,0,49,61,212,206,87,9,514,323,25,305,1167,167,128,48,7,350,300,23,125,798,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,10,13,3,0,3,0,6,15,3,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41560,1457,1045,353,23,2878,950,66,137,4031,52,11,15,3,81,131,3,10,225,0,0,0,0,0,0,0,3,3,52,11,15,3,81,131,3,13,228,19,0,7,0,26,61,3,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,26,61,3,15,105,12,3,0,0,15,18,3,42,78,3,3,0,0,6,0,0,0,6,0,0,0,0,0,7,0,0,7,15,6,0,0,21,25,3,42,91,4,3,3,0,10,0,0,4,14,1547,1065,378,26,3016,1167,75,211,4469,1586,1064,408,29,3087,1114,89,153,4443,28,8,9,0,45,94,6,6,151,0,0,0,0,0,0,0,0,0,28,8,9,0,45,94,6,6,151,29,10,6,0,45,97,3,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA41750,111,156,24,4,295,92,3,17,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,20,20,0,3,0,0,3,0,0,3,6,3,3,0,0,6,0,0,0,6,3,6,0,0,9,0,0,23,32,0,0,0,0,0,0,0,0,0,114,162,24,4,304,98,3,40,445,110,132,27,0,269,75,9,22,375,13,4,4,0,21,5,0,0,26,0,0,0,0,0,0,0,0,0,13,4,4,0,21,5,0,0,26,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,193,191,53,0,437,162,8,26,633,5,0,4,0,9,15,0,0,24,0,0,0,0,0,0,0,0,0,5,0,4,0,9,15,0,0,24,3,0,0,0,3,5,0,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,46,54,3,0,3,0,6,3,0,23,32,3,0,0,0,3,0,0,3,6,3,4,3,0,10,3,0,0,13,9,4,6,0,19,6,0,26,51,3,0,0,0,3,0,0,0,3,213,195,63,0,471,188,8,98,765,203,162,59,3,427,168,7,63,665,5,3,3,0,11,16,0,4,31,0,3,0,0,3,0,0,0,3,5,6,3,0,14,16,0,4,34,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,145,144,21,4,314,108,9,34,465,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,7,0,10,22,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,8,3,0,0,11,7,0,10,28,3,0,3,0,6,0,0,0,6,159,147,24,4,334,121,9,44,508,153,147,30,3,333,92,11,32,468,7,0,0,0,7,20,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,7,20,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,1531,2092,631,47,4301,925,89,81,5396,135,64,145,11,355,397,22,17,791,3,5,0,0,8,3,0,0,11,138,69,145,11,363,400,22,17,802,62,8,40,6,116,235,13,12,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,12,65,8,40,6,119,241,13,15,388,13,0,0,0,13,30,3,15,61,3,0,0,0,3,0,0,0,3,3,3,0,0,6,9,0,3,18,19,3,0,0,22,39,3,18,82,146,9,4,3,162,138,3,5,308,1899,2181,820,67,4967,1743,130,136,6976,1807,2057,791,56,4711,1240,135,171,6257,120,52,101,7,280,352,15,39,686,3,3,0,0,6,3,0,0,9,123,55,101,7,286,355,15,39,695,103,34,35,8,180,290,15,24,509,0,3,0,0,3,3,0,0,6,0,0,3,0,3,3,0,0,6,3,0
LGA42110,519,454,140,10,1123,397,32,56,1608,6,0,3,0,9,18,0,0,27,0,0,0,0,0,0,0,0,0,6,0,3,0,9,18,0,0,27,4,0,0,0,4,25,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,0,0,29,0,0,0,0,0,6,0,7,13,0,0,0,0,0,0,0,0,0,5,7,3,0,15,8,3,0,26,5,7,3,0,15,14,3,7,39,3,3,0,0,6,3,0,6,15,537,464,146,10,1157,457,35,69,1718,533,450,145,9,1137,476,27,45,1685,8,3,0,0,11,5,0,0,16,0,0,0,0,0,0,0,0,0,8,3,0,0,11,5,0,0,16,4,0,0,0,4,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42250,747,1016,144,12,1919,409,40,43,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,3,17,9,6,3,0,18,19,0,15,52,0,3,0,0,3,0,0,0,3,5,3,3,0,11,3,0,0,14,14,12,6,0,32,22,0,15,69,0,0,0,0,0,0,0,4,4,764,1028,150,12,1954,442,40,65,2501,831,994,141,20,1986,435,29,79,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42600,2399,2560,717,106,5782,1810,297,161,8050,537,119,144,23,823,1029,85,47,1984,150,82,37,5,274,147,21,25,467,687,201,181,28,1097,1176,106,72,2451,518,75,187,33,813,2040,161,138,3152,75,13,41,12,141,315,52,70,578,145,45,17,0,207,220,21,81,529,13,0,7,0,20,38,3,3,64,751,133,252,45,1181,2613,237,292,4323,5,4,0,0,9,19,0,8,36,0,0,0,0,0,0,0,0,0,10,3,3,0,16,15,7,5,43,15,7,3,0,25,34,7,13,79,19,9,5,0,33,19,3,27,82,3871,2910,1158,179,8118,5652,650,565,14985,2425,2557,718,90,5790,1730,246,195,7961,558,170,129,14,871,894,81,74,1920,205,112,31,9,357,133,44,29,563,763,282,160,23,1228,1027,125,103,2483,585,91,158,35,869,2127,187,161,3344,82,35,20,10,147,249,52,75,523,201,58,23,7,289,327,42,165,823,4,0
LGA42750,451,482,118,9,1060,357,32,76,1525,4,3,3,0,10,21,0,0,31,0,0,0,0,0,0,0,0,0,4,3,3,0,10,21,0,0,31,3,3,3,0,9,34,3,18,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,34,3,18,64,3,3,0,0,6,13,0,15,34,3,6,3,0,12,10,0,4,26,6,3,0,0,9,4,0,0,13,12,12,3,0,27,27,0,19,73,3,3,0,0,6,0,0,6,12,473,503,127,9,1112,439,35,119,1705,532,444,105,12,1093,408,39,154,1694,3,0,3,0,6,3,0,0,9,3,3,3,0,9,3,0,3,15,6,3,6,0,15,6,0,3,24,5,0,5,0,10,24,0,29,63,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0
LGA43080,124,160,33,9,326,108,6,12,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,6,3,0,0,9,3,0,0,12,9,3,0,0,12,6,0,3,21,0,0,0,0,0,0,0,0,0,133,163,33,9,338,114,6,15,473,136,140,29,4,309,111,10,21,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,136,156,17,6,315,120,7,3,445,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,3,0,3,0,6,3,0,8,17,0,0,0,0,0,0,0,0,0,139,156,20,6,321,130,7,14,472,169,122,20,0,311,98,12,13,434,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,267,266,68,3,604,188,16,17,825,3,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,10,9,0,0,0,9,26,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,26,3,0,38,0,0,0,0,0,3,0,7,10,0,0,0,0,0,3,0,0,3,3,7,0,0,10,3,0,0,13,3,7,0,0,10,9,0,7,26,0,0,0,0,0,0,0,0,0,282,273,68,3,626,230,19,24,899,288,251,58,7,604,199,16,25,844,4,0,0,0,4,22,3,3,32,0,0,0,0,0,0,0,0,0,4,0,0,0,4,22,3,3,32,10,0,0,0,10,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,1064,1445,282,32,2823,555,53,55,3486,11,9,6,0,26,14,0,3,43,0,0,0,0,0,0,0,0,0,11,9,6,0,26,14,0,3,43,5,0,0,0,5,37,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,7,9,3,0,0,12,37,0,0,49,3,3,0,0,6,16,3,4,29,0,3,0,0,3,3,0,3,9,0,3,3,0,6,6,3,0,15,3,9,3,0,15,25,6,7,53,4,5,0,0,9,3,0,0,12,1091,1471,291,32,2885,634,59,65,3643,1254,1769,365,27,3415,649,57,117,4238,3,3,3,0,9,14,0,0,23,3,0,0,0,3,0,0,0,3,6,3,3,0,12,14,0,0,26,3,0,3,0,6,17,3,0,26,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA43710,461,539,94,8,1102,271,28,51,1452,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,6,0,3,0,9,25,3,10,47,0,0,0,0,0,3,0,5,8,0,3,0,0,3,3,3,0,9,6,3,3,0,12,31,6,15,64,3,0,0,3,6,5,3,4,18,473,542,97,11,1123,320,37,70,1550,487,533,104,9,1133,315,34,71,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA43790,1343,1425,298,34,3100,787,80,75,4042,43,15,28,0,86,109,3,5,203,3,0,0,0,3,0,0,0,3,46,15,28,0,89,109,3,5,206,21,8,6,0,35,148,3,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,6,0,35,148,3,0,186,25,5,3,3,36,71,4,79,190,4,0,3,0,7,12,0,13,32,3,5,0,3,11,0,0,0,11,32,10,6,6,54,83,4,92,233,3,5,0,0,8,7,3,3,21,1445,1463,338,40,3286,1134,93,175,4688,1333,1306,323,35,2997,859,65,104,4025,46,23,25,5,99,145,3,8,255,0,5,0,0,5,0,0,0,5,46,28,25,5,104,145,3,8,260,27,3,8,0,38,130,3,6,177,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0
LGA43920,684,1019,240,15,1958,381,49,43,2431,3,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,6,3,3,0,0,6,3,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,3,0,3,0,6,9,0,0,15,0,0,3,0,3,0,0,0,3,4,4,0,3,11,7,0,0,18,7,4,6,3,20,16,0,0,36,3,7,0,0,10,3,0,0,13,697,1033,246,18,1994,412,49,43,2498,762,1048,247,21,2078,449,60,145,2732,6,8,0,0,14,10,0,0,24,0,0,0,0,0,3,0,0,3,6,8,0,0,14,13,0,0,27,3,0,3,0,6,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA44000,4,12,0,0,16,9,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,3,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,7,17,3,0,27,9,3,3,42,3,9,5,0,17,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,6923,8039,2595,286,17843,4885,739,360,23827,778,318,638,60,1794,2283,139,97,4313,148,68,171,15,402,369,83,27,881,926,386,809,75,2196,2652,222,124,5194,392,102,219,35,748,1981,125,96,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,35,0,3,47,398,102,222,35,757,2016,125,99,2997,13,0,0,0,13,36,0,20,69,0,0,0,0,0,0,0,0,0,3,5,3,3,14,9,0,3,26,16,5,3,3,27,45,0,23,95,27,28,9,0,64,42,0,7,113,8290,8560,3638,399,20887,9640,1086,613,32226,6995,8109,2669,304,18077,5183,848,535,24643,930,387,640,53,2010,2510,153,158,4831,178,74,123,22,397,327,73,35,832,1108,461,763,75,2407,2837,226,193,5663,423,128,223,37,811,1752,151,144,2858,3,3,0,0,6,3,0,0,9,22,4,7,5,38,62,0,0,100,3,3
LGA44210,998,833,253,28,2112,825,75,175,3187,10,6,3,0,19,6,3,3,31,3,0,0,0,3,0,0,0,3,13,6,3,0,22,6,3,3,34,13,0,0,0,13,32,3,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,16,0,0,0,16,32,3,3,54,24,4,3,0,31,33,0,48,112,3,3,0,0,6,6,0,3,15,10,8,0,0,18,4,0,3,25,37,15,3,0,55,43,0,54,152,7,4,3,0,14,6,3,11,34,1071,858,262,28,2219,912,84,246,3461,1058,781,228,21,2088,848,72,163,3171,5,0,0,0,5,24,0,3,32,0,0,3,0,3,0,0,0,3,5,0,3,0,8,24,0,3,35,3,0,3,0,6,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44340,5683,7257,1759,224,14923,3676,544,290,19433,378,81,127,21,607,873,51,26,1557,44,28,11,3,86,46,41,11,184,422,109,138,24,693,919,92,37,1741,295,80,139,38,552,1442,137,68,2199,15,17,5,0,37,94,12,3,146,3,0,0,0,3,49,6,14,72,13,5,3,0,21,60,5,3,89,326,102,147,38,613,1645,160,88,2506,4,3,0,0,7,18,0,23,48,3,0,0,0,3,0,0,3,6,7,7,0,0,14,5,3,0,22,14,10,0,0,24,23,3,26,76,14,12,6,0,32,20,3,4,59,6459,7490,2050,286,16285,6283,802,445,23815,5696,7529,1814,208,15247,3647,552,469,19915,430,97,136,13,676,883,47,48,1654,35,29,17,11,92,50,13,5,160,465,126,153,24,768,933,60,53,1814,276,99,129,34,538,1229,143,94,2004,26,19,5,6,56,73,14,10,153,8,7,5,0,20,68,15,14,117,5,0
LGA44550,2022,3089,903,42,6056,1378,169,184,7787,68,16,50,0,134,210,12,6,362,3,0,0,0,3,4,3,0,10,71,16,50,0,137,214,15,6,372,38,9,14,3,64,131,3,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,15,38,12,14,3,67,143,3,6,219,15,4,6,0,25,52,3,6,86,0,3,3,0,6,4,0,0,10,13,13,0,0,26,8,3,0,37,28,20,9,0,57,64,6,6,133,4,9,3,0,16,6,3,7,32,2163,3146,979,45,6333,1805,196,209,8543,2482,3419,1058,58,7017,1657,219,274,9167,41,21,18,3,83,135,10,10,238,4,6,0,0,10,16,0,4,30,45,27,18,3,93,151,10,14,268,40,10,20,3,73,146,7,4,230,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3
LGA44620,2021,2588,716,48,5373,1376,151,141,7041,153,133,230,10,526,478,31,55,1090,7,4,3,0,14,13,0,4,31,160,137,233,10,540,491,31,59,1121,115,25,63,5,208,517,53,37,815,3,0,3,0,6,14,0,0,20,12,3,4,0,19,41,3,0,63,0,0,0,0,0,5,0,0,5,130,28,70,5,233,577,56,37,903,3,0,0,0,3,20,0,26,49,0,0,0,0,0,3,0,0,3,8,8,3,0,19,4,0,3,26,11,8,3,0,22,27,0,29,78,10,8,4,0,22,12,0,15,49,2332,2769,1026,63,6190,2483,238,281,9192,2231,2510,838,59,5638,1551,169,180,7538,117,117,212,7,453,348,28,42,871,6,3,0,0,9,7,0,0,16,123,120,212,7,462,355,28,42,887,201,34,92,11,338,764,58,62,1222,0,0,0,0,0,6,0,0,6,13,3,7,0,23,22,4,3,52,0,0
LGA44830,359,349,64,8,780,247,22,47,1096,3,0,0,0,3,5,0,0,8,0,3,0,0,3,0,0,0,3,3,3,0,0,6,5,0,0,11,3,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,5,0,0,0,5,10,0,27,42,0,0,0,0,0,0,0,5,5,5,8,0,0,13,3,0,0,16,10,8,0,0,18,13,0,32,63,0,3,0,0,3,3,0,0,6,375,363,64,8,810,271,22,82,1185,414,294,61,4,773,259,17,71,1120,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
