region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
LGA21750,61,12,63,10,9,155,31,3,28,3,3,68,92,21,130,0,6,249,16,0,29,3,3,51,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,3,10,0,0,21,211,39,266,19,24,559,54,3,34,8,8,107,8,3,4,0,0,15,75,3,56,4,3,141,91,8,88,11,5,203,28,3,32,0,0,63,8,3,21,0,0,32,6,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,12,0,6,4,0,22,285,23,250,27,16,601,27,0,28,0,4,59,7,0,0,0,0,7,41,0,19,3,4,67,61,8,66,0,6,141,37,4,38,4,6,89,41,8,63,6,3,121,20,3,31,0,3,57,6,3
LGA21830,113,22,155,8,11,309,37,4,26,3,6,76,57,10,67,7,5,146,0,3,4,0,0,7,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,4,3,6,0,3,16,218,42,264,18,25,567,73,16,98,4,10,201,15,6,9,3,0,33,78,8,75,4,3,168,24,0,34,0,3,61,4,0,6,0,0,10,3,3,7,3,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,5,27,0,0,47,221,38,256,14,16,545,83,12,90,5,6,196,4,0,6,3,3,16,48,7,36,3,3,97,50,9,49,3,3,114,20,0,26,3,3,52,10,8,19,0,3,40,3,4,7,3,0,17,4,0
LGA21890,168,14,136,18,15,351,126,13,73,14,16,242,539,52,485,52,73,1201,835,103,705,93,116,1852,293,23,165,17,21,519,261,10,146,17,11,445,103,7,85,15,0,210,30,5,24,3,0,62,8,3,4,0,3,18,5,3,3,0,0,11,29,0,27,3,3,62,69,11,57,7,21,165,2466,244,1910,239,279,5138,125,5,82,5,17,234,27,0,18,3,3,51,354,27,145,19,34,579,816,58,525,43,87,1529,473,32,323,37,40,905,601,38,375,30,44,1088,395,16,235,15,23,684,95,6,99,6,9,215,17,3,18,4,0,42,4,4,7,0,0,15,34,0,13,8,0,55,65,5,50,3,12,135,3006,194,1890,173,269,5532,96,5,63,7,15,186,22,3,5,3,3,36,163,3,36,3,10,215,174,13,91,11,15,304,210,20,106,11,18,365,612,28,325,53,38,1056,1333,76,775,59,73,2316,961,34
LGA22110,134,22,137,10,18,321,79,8,63,5,6,161,224,28,241,18,36,547,43,19,76,4,4,146,6,0,9,0,0,15,0,0,5,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,15,21,4,15,0,3,43,512,81,556,40,67,1256,102,14,78,4,11,209,39,0,29,3,0,71,149,16,101,7,21,294,194,18,164,15,23,414,50,5,70,4,6,135,30,7,39,4,0,80,14,0,17,3,0,34,0,0,5,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,3,8,26,0,21,3,3,53,609,60,524,43,72,1308,85,6,64,6,13,174,17,3,11,0,3,34,91,6,48,7,3,155,140,18,94,13,21,286,103,12,90,5,8,218,120,14,132,13,8,287,56,27,73,10,6,172,9,10
LGA22170,79,7,55,7,8,156,93,5,50,5,8,161,436,35,318,15,37,841,549,62,703,43,93,1450,49,15,86,6,11,167,25,10,27,9,3,74,14,8,12,3,3,40,3,4,12,3,3,25,4,0,5,0,0,9,0,0,0,0,0,0,6,0,12,0,0,18,39,8,38,3,4,92,1297,154,1318,94,170,3033,71,0,26,0,8,105,33,3,17,3,0,56,218,11,86,5,18,338,668,48,511,45,94,1366,282,45,358,26,50,761,211,41,277,29,43,601,72,19,101,17,17,226,33,6,26,13,5,83,8,3,10,3,3,27,3,0,3,0,0,6,8,0,12,0,4,24,33,6,37,5,7,88,1640,182,1464,146,249,3681,58,3,33,9,4,107,11,0,9,0,0,20,91,3,24,4,13,135,119,11,65,4,14,213,136,8,118,14,16,292,496,48,404,32,71,1051,763,99,827,54,108,1851,212,74
LGA22250,69,8,85,0,10,172,34,3,29,3,3,72,62,10,78,8,5,163,4,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,13,173,21,206,11,18,429,54,12,50,3,7,126,12,0,11,5,0,28,75,10,63,7,9,164,17,4,17,0,0,38,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,4,4,0,0,14,164,30,153,15,16,378,39,13,33,5,7,97,9,0,6,0,0,15,47,3,35,3,6,94,37,8,26,3,3,77,9,0,6,3,0,18,3,0,3,0,0,6,0,0,3,0,0,3,0,0
LGA22310,131,12,75,12,15,245,48,0,13,3,3,67,399,6,112,15,14,546,747,31,336,46,43,1203,408,16,178,27,35,664,460,32,296,34,35,857,251,40,222,35,25,573,90,24,164,28,15,321,18,14,51,20,5,108,4,3,14,3,0,24,27,5,33,8,4,77,64,7,43,7,10,131,2647,190,1537,238,204,4816,128,10,84,19,10,251,21,0,3,0,3,27,221,0,52,3,3,279,621,9,164,16,27,837,374,15,130,16,25,560,703,30,337,42,31,1143,607,33,466,58,46,1210,193,31,312,31,28,595,48,18,140,25,16,247,10,9,48,12,4,83,47,18,43,15,8,131,71,12,55,6,14,158,3044,185,1834,243,215,5521,121,3,90,13,15,242,9,0,6,0,0,15,67,3,15,0,0,85,109,5,37,4,0,155,165,5,51,5,7,233,554,10,126,15,16,721,984,26,443,56,38,1547,1114,50
LGA22410,59,11,62,5,7,144,42,7,36,0,3,88,81,16,112,10,10,229,15,4,19,0,0,38,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,0,3,28,209,41,245,18,23,536,37,6,32,3,6,84,20,0,8,3,3,34,73,8,75,12,6,174,65,10,66,5,8,154,15,0,23,4,3,45,7,0,19,0,3,29,3,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,11,3,0,21,233,24,243,30,29,559,32,3,32,3,0,70,6,0,0,3,3,12,44,3,17,3,3,70,82,7,47,3,8,147,35,10,47,5,5,102,33,6,47,0,4,90,17,3,37,0,3,60,4,3
LGA22490,32,5,38,3,3,81,12,0,6,0,0,18,30,6,30,4,3,73,10,3,17,3,0,33,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,84,17,99,13,6,219,22,3,33,4,3,65,3,3,3,0,0,9,24,0,5,3,0,32,16,3,19,0,5,43,3,3,16,0,0,22,3,0,16,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,9,74,15,98,7,11,205,22,5,21,4,5,57,0,0,0,0,0,0,18,0,5,0,3,26,10,3,3,0,3,19,13,3,15,0,0,31,18,7,25,0,3,53,21,3,24,0,4,52,8,0
LGA22620,114,11,84,10,13,232,120,11,70,6,14,221,460,54,447,24,47,1032,248,48,340,34,31,701,42,6,42,4,3,97,14,9,32,7,4,66,6,3,4,0,3,16,3,3,4,0,3,13,0,0,0,0,0,0,5,0,0,0,0,5,5,3,9,3,0,20,36,5,15,0,4,60,1053,153,1047,88,122,2463,81,8,56,3,9,157,31,0,13,0,3,47,255,19,154,14,32,474,471,49,431,30,50,1031,174,18,215,11,17,435,142,29,208,14,8,401,43,15,74,3,4,139,9,0,17,0,0,26,0,0,4,0,0,4,0,0,0,0,0,0,4,3,3,3,0,13,26,4,23,3,4,60,1236,145,1198,81,127,2787,81,3,45,7,9,145,17,0,6,3,0,26,160,4,49,5,15,233,268,41,185,26,45,565,203,24,189,14,11,441,375,52,402,23,41,893,254,52,318,31,29,684,70,26
LGA22670,141,20,114,11,20,306,212,21,80,9,13,335,792,128,913,105,119,2057,540,207,956,173,173,2049,20,11,38,10,11,90,6,9,16,0,6,37,4,5,18,0,3,30,7,0,15,0,3,25,8,0,16,0,0,24,5,3,5,0,0,13,18,3,36,7,3,67,57,13,74,14,20,178,1810,420,2281,329,371,5211,102,9,75,11,18,215,56,3,10,0,5,74,592,39,389,32,65,1117,831,185,1173,126,181,2496,193,97,344,44,47,725,102,46,173,22,20,363,19,6,30,5,7,67,5,8,24,5,3,45,7,0,9,0,3,19,11,0,5,0,0,16,19,5,36,6,4,70,67,21,78,13,14,193,2004,419,2346,264,367,5400,111,12,76,16,18,233,21,0,8,3,4,36,187,6,43,10,19,265,314,24,197,27,32,594,304,14,318,26,38,700,809,76,949,101,95,2030,910,235,1337,133,127,2742,235,69
LGA22750,285,23,130,20,23,481,296,14,111,12,25,458,896,95,785,64,117,1957,639,113,801,76,95,1724,89,23,119,16,10,257,34,8,64,10,13,129,27,7,44,9,6,93,10,4,21,0,4,39,7,5,4,0,0,16,0,3,3,0,0,6,13,5,9,0,3,30,81,12,68,5,11,177,2377,312,2159,212,307,5367,181,7,104,25,18,335,72,0,23,6,5,106,574,47,267,39,43,970,1016,102,824,65,113,2120,445,47,391,21,41,945,291,51,428,39,42,851,110,27,189,19,17,362,37,17,69,11,11,145,6,4,15,3,0,28,0,0,10,0,0,10,21,6,17,3,0,47,61,16,55,8,11,151,2814,324,2392,239,301,6070,156,13,94,20,15,298,22,0,14,0,0,36,246,8,83,8,18,363,422,37,232,25,65,781,351,51,258,31,59,750,820,69,643,68,76,1676,826,114,814,66,87,1907,316,90
LGA22830,141,18,142,8,12,321,79,17,71,8,10,185,237,34,339,17,43,670,197,53,309,20,46,625,25,13,51,5,3,97,27,7,44,3,3,84,9,8,11,6,4,38,3,3,6,3,0,15,3,0,0,0,0,3,4,0,3,0,0,7,6,0,0,3,3,12,31,7,36,5,3,82,762,160,1012,78,127,2139,82,8,83,8,12,193,27,4,17,0,3,51,186,21,114,12,20,353,283,49,267,33,36,668,121,19,110,9,19,278,66,21,123,13,13,236,32,14,45,0,3,94,7,3,12,0,3,25,3,3,0,0,0,6,4,0,0,0,0,4,8,0,6,0,0,14,26,3,31,4,4,68,845,145,808,79,113,1990,69,8,64,7,0,148,13,0,5,3,0,21,117,9,72,12,10,220,248,33,204,16,33,534,111,19,144,8,26,308,172,41,221,15,17,466,119,38,145,5,22,329,28,18
LGA22910,25,0,27,3,5,60,17,3,9,0,0,29,56,8,66,0,5,135,18,3,22,0,0,43,5,0,0,0,0,5,0,0,3,3,3,9,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,128,17,130,6,13,294,25,3,13,3,0,44,6,0,0,0,0,6,37,3,19,3,0,62,48,8,54,3,5,118,20,3,18,0,0,41,10,3,11,0,0,24,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,0,6,0,3,16,153,20,132,9,8,322,13,3,19,0,0,35,6,0,0,0,0,6,20,3,6,0,0,29,29,4,19,3,4,59,15,3,20,3,0,41,41,0,36,3,0,80,32,3,25,3,0,63,0,3
LGA22980,34,5,26,4,3,72,10,0,8,0,0,18,13,0,13,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,60,5,51,4,9,129,37,0,20,0,0,57,11,0,4,0,0,15,25,7,9,0,0,41,4,0,6,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,82,10,39,0,0,131,19,0,13,0,0,32,6,0,3,0,0,9,22,3,23,0,0,48,19,0,14,3,0,36,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,77,6,67,4,9,163,64,13,22,3,4,106,213,25,172,12,24,446,493,66,449,42,51,1101,141,15,91,10,18,275,118,9,59,7,8,201,83,3,67,5,7,165,38,4,28,6,6,82,11,3,8,0,3,25,5,3,0,0,0,8,11,0,12,0,3,26,36,7,26,7,12,88,1290,154,1001,96,145,2686,47,8,45,9,12,121,13,0,6,0,4,23,124,9,60,12,12,217,399,43,330,25,47,844,256,22,194,20,22,514,240,25,203,23,23,514,188,9,157,15,11,380,85,8,113,8,3,217,26,4,34,3,3,70,6,0,17,0,0,23,23,4,19,0,0,46,43,5,27,6,11,92,1450,137,1205,121,148,3061,58,3,43,8,7,119,3,0,6,0,0,9,47,3,18,0,4,72,81,6,40,12,11,150,101,8,64,4,12,189,353,27,249,26,24,679,650,50,483,34,49,1266,355,24
LGA23190,51,5,44,0,4,104,40,3,27,3,3,76,87,9,95,6,12,209,31,8,36,4,3,82,3,3,6,3,0,15,4,0,9,3,0,16,6,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,6,4,0,8,0,0,12,229,31,233,22,22,537,42,3,29,3,3,80,18,0,8,0,5,31,74,3,46,0,0,123,80,3,62,3,17,165,16,3,27,3,3,52,24,3,16,0,0,43,11,3,11,0,0,25,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,7,3,3,0,0,13,276,21,206,12,28,543,40,0,25,0,5,70,5,0,4,0,3,12,44,0,16,3,5,68,96,7,68,6,6,183,29,4,29,0,0,62,47,9,47,0,5,108,14,11,29,3,7,64,12,3
LGA23270,118,13,88,12,13,244,68,15,81,10,11,185,146,45,247,15,48,501,406,140,778,70,98,1492,61,24,148,13,19,265,27,4,60,8,6,105,9,3,22,3,0,37,7,3,19,4,0,33,3,0,6,3,4,16,0,0,4,0,0,4,9,3,20,3,3,38,39,18,52,6,12,127,893,268,1525,147,214,3047,76,15,74,3,18,186,15,5,14,0,10,44,130,41,107,21,34,333,359,108,536,62,116,1181,283,81,456,46,56,922,163,73,326,35,38,635,31,21,91,8,12,163,9,8,31,4,3,55,0,5,5,7,0,17,0,0,4,0,4,8,7,3,26,3,5,44,40,18,44,7,14,123,1113,378,1714,196,310,3711,74,8,70,13,6,171,6,0,0,0,4,10,75,4,33,10,14,136,83,28,93,12,17,233,93,19,95,9,19,235,322,71,370,47,80,890,702,218,1233,114,157,2424,186,114
LGA23350,27,3,29,3,3,65,13,0,8,0,0,21,77,5,68,8,5,163,24,6,53,0,5,88,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,16,149,17,169,11,13,359,20,3,32,0,3,58,8,0,4,0,0,12,40,0,28,3,3,74,44,0,59,6,6,115,20,5,29,0,0,54,8,3,24,0,0,35,3,0,3,3,0,9,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,8,154,11,185,12,12,374,19,4,18,5,3,49,0,0,3,0,0,3,22,3,10,0,0,35,41,3,33,0,3,80,26,4,23,3,3,59,23,5,42,3,3,76,18,7,18,3,3,49,8,0
LGA23430,135,9,80,10,15,249,103,10,30,6,7,156,430,27,290,23,31,801,685,70,599,51,86,1491,231,42,188,22,29,512,183,30,199,30,29,471,69,24,91,21,14,219,25,6,36,6,12,85,7,3,9,3,4,26,12,3,9,3,0,27,25,3,26,0,3,57,54,9,43,7,13,126,1959,236,1600,182,243,4220,86,9,69,11,11,186,37,0,3,3,9,52,212,13,92,9,14,340,572,38,320,36,29,995,365,35,279,26,43,748,468,57,383,50,67,1025,245,36,294,42,32,649,104,24,144,12,18,302,20,12,42,8,3,85,0,5,9,3,3,20,24,0,25,0,0,49,50,3,53,3,15,124,2183,232,1713,203,244,4575,102,3,59,7,20,191,14,0,4,0,3,21,89,3,24,3,12,131,99,6,51,9,10,175,116,7,59,14,5,201,367,28,228,22,28,673,877,42,560,48,65,1592,606,77
LGA23670,69,7,52,4,6,138,44,4,32,5,3,88,170,20,141,7,15,353,494,78,554,40,60,1226,156,35,188,18,30,427,82,35,149,29,25,320,17,10,51,12,3,93,10,9,22,3,6,50,0,3,11,3,0,17,3,3,3,0,0,9,10,3,16,3,0,32,28,11,35,6,9,89,1083,218,1254,130,157,2842,74,7,33,3,9,126,28,3,3,3,0,37,87,4,60,4,5,160,321,30,200,30,42,623,253,32,254,15,36,590,358,64,442,40,50,954,101,45,182,28,36,392,25,15,53,21,7,121,5,3,17,3,3,31,3,0,3,0,0,6,9,0,9,5,0,23,28,8,20,6,6,68,1292,211,1276,158,194,3131,82,3,27,7,12,131,15,0,3,0,0,18,49,6,16,4,8,83,62,5,28,6,6,107,64,4,40,6,9,123,172,13,161,24,29,399,664,57,559,56,85,1421,392,104
LGA23810,138,10,97,11,9,265,142,12,115,3,9,281,269,62,360,24,42,757,52,8,80,15,5,160,8,3,11,3,3,28,7,0,9,0,0,16,0,0,3,0,0,3,0,0,3,0,3,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,23,0,19,3,4,49,639,98,701,59,75,1572,71,8,67,6,6,158,104,3,30,3,5,145,329,41,267,24,27,688,188,34,222,12,31,487,54,9,57,3,5,128,23,9,52,4,8,96,21,4,34,0,4,63,0,0,7,0,0,7,4,0,0,0,4,8,0,0,0,0,0,0,8,0,3,0,3,14,25,0,18,0,0,43,827,108,757,52,93,1837,58,0,28,7,7,100,30,0,11,0,0,41,206,10,94,5,8,323,295,34,258,16,47,650,110,14,115,12,14,265,135,21,164,12,12,344,101,19,134,4,18,276,22,12
LGA23940,62,10,63,5,9,149,18,0,20,0,3,41,14,6,24,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,97,16,114,8,12,247,49,3,32,4,6,94,8,6,10,0,0,24,31,0,26,0,0,57,7,0,6,0,0,13,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,13,103,12,82,4,6,207,46,5,30,5,0,86,6,3,7,0,0,16,19,4,15,3,3,44,16,3,14,3,0,36,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0
LGA24130,63,5,49,8,5,130,17,0,17,0,3,37,90,6,91,12,18,217,84,9,93,15,7,208,14,6,32,3,3,58,17,3,22,3,4,49,5,0,9,3,3,20,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,3,10,3,0,22,303,32,330,47,43,755,61,11,28,7,0,107,9,3,3,0,0,15,47,0,19,7,5,78,96,13,80,5,10,204,46,9,81,6,5,147,42,17,79,10,10,158,19,9,29,3,0,60,11,0,12,0,0,23,0,0,3,0,0,3,0,0,0,0,0,0,3,0,6,0,0,9,19,0,12,0,3,34,353,62,352,38,33,838,40,6,34,6,3,89,4,0,3,0,0,7,31,5,5,3,0,44,35,0,27,3,3,68,36,6,26,5,12,85,70,8,63,3,9,153,80,10,124,6,12,232,44,15
LGA24210,78,13,59,15,12,177,15,0,11,0,3,29,59,7,34,4,11,115,235,28,190,39,36,528,190,22,171,28,34,445,217,56,217,41,48,579,85,37,166,24,27,339,44,20,115,23,16,218,14,9,36,3,3,65,6,3,17,3,3,32,18,10,27,3,7,65,32,8,21,8,10,79,993,213,1064,191,210,2671,76,10,48,8,15,157,6,0,7,0,0,13,43,3,15,7,5,73,89,6,54,14,20,183,135,22,88,13,15,273,316,41,298,44,48,747,233,55,277,59,58,682,83,44,163,41,34,365,26,20,63,13,11,133,5,5,19,10,3,42,22,7,27,7,3,66,39,7,21,3,10,80,1073,220,1080,219,222,2814,77,11,54,7,12,161,4,0,3,0,0,7,28,3,3,0,3,37,38,0,17,3,4,62,23,3,12,0,12,50,69,4,32,3,18,126,295,36,240,39,33,643,436,81
LGA24250,15,3,16,0,3,37,14,3,4,0,0,21,38,3,35,3,4,83,13,0,17,0,3,33,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,11,83,12,80,3,10,188,22,0,14,4,0,40,4,0,0,0,0,4,21,3,11,0,3,38,28,0,27,3,3,61,13,0,20,0,3,36,10,0,10,0,0,20,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,7,4,0,0,0,11,105,7,93,10,9,224,18,5,21,0,0,44,5,0,0,0,0,5,10,3,5,0,0,18,16,0,19,3,5,43,8,0,15,0,3,26,11,3,25,3,4,46,8,0,14,0,0,22,5,0
