region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA11450,2181,25588,2090,43779,304,2295,1480,17707,427,22209,3,5,0,66,0,77,523,32,14,65,10,648,288,50,29,89,12,472,307,101,68,129,20,625,3370,1739,1168,9632,402,16306,234,14,39,0,13,299,95,21,15,84,3,223,472,147,99,847,35,1595,203,76,41,135,13,465,131,25,11,31,5,200,302,25,11,9,5,354,721,317,193,3053,113,4406,1259,405,122,926,66,2784,19,4,0,0,0,26,296,48,25,52,16,435,61,16,6,13,11,103,600,125,77,308,35,1142,97,25,13,16,6,151,174,79,62,35,3,356,212,36,40,91,5,381,87,16,11,14,3,134,836,387,263,1967,86,3532,230,25,16,45,11,327,58,3,3,0,3,70,133,24,18,11,4,188,180,36,16,32,7,268,45,8,0,3,0,61,57,6,3,0,0,68,132,53,23,101,3,307,1855,354,187,380,58,2829,287,86,55,860,1577,2876,13571,6583,4108,36701
LGA11500,6408,68642,11225,145294,1678,5238,3504,38721,1609,50759,16,29,13,380,31,471,2452,77,105,191,106,2921,848,78,45,110,24,1103,663,265,96,298,17,1342,8799,3772,2622,22662,1492,39349,3656,53,214,14,162,4099,464,51,33,201,24,781,1346,328,219,1830,107,3822,890,184,64,288,46,1472,377,53,34,67,4,535,4298,90,51,36,117,4582,1762,772,440,7014,284,10268,1667,520,182,1239,95,3704,97,3,5,7,3,114,1783,297,71,176,108,2429,355,41,25,16,11,451,769,230,125,452,42,1613,1022,93,62,61,82,1324,566,217,128,84,29,1021,1027,102,67,177,21,1391,409,40,22,53,13,542,2135,867,568,4575,180,8324,550,59,30,54,17,717,433,18,9,0,12,472,720,39,47,32,33,873,1191,94,57,94,52,1490,177,33,0,9,3,212,826,17,8,4,42,891,249,73,39,184,16,559,15590,1192,660,840,690,18977,2194,316,246,2209,7445,12409,59009,15241,9791,82078
LGA11520,2529,22431,4033,59317,474,2168,1365,12033,343,16384,5,3,3,27,3,46,4685,135,160,169,93,5237,390,46,38,56,7,535,266,104,50,80,0,496,3361,1357,933,7445,252,13347,383,9,36,0,3,434,171,24,22,83,3,307,541,148,86,691,16,1477,1804,250,98,542,61,2755,209,33,13,32,0,284,1019,27,31,11,13,1094,1181,495,312,4210,128,6324,7501,1159,470,1902,280,11313,1438,9,16,3,45,1517,927,152,55,146,31,1312,66,13,7,5,0,100,386,83,35,125,11,647,161,20,17,8,12,212,407,86,62,24,15,592,318,54,33,52,0,471,246,36,16,34,4,334,853,392,242,2262,51,3798,238,25,11,20,5,298,249,12,7,3,8,276,205,23,10,7,3,253,403,51,31,42,7,537,324,30,12,10,10,377,254,0,6,0,3,268,114,43,37,128,3,324,3540,447,369,373,88,4814,602,101,61,443,4264,5470,32721,7535,4644,30966
LGA11550,2984,21657,12294,129935,2551,2018,1279,9919,662,16433,19,12,5,93,18,153,15868,98,148,140,414,16667,500,54,11,33,18,607,204,51,50,60,3,372,4233,1249,766,6019,558,12823,1949,15,123,14,58,2157,308,29,20,64,3,430,597,114,85,538,43,1374,11120,1002,398,1923,391,14827,317,29,23,30,3,407,2858,43,46,14,81,3038,810,397,188,3003,118,4511,4769,628,278,1027,175,6871,2884,3,18,15,57,2976,12183,1029,426,707,573,14911,585,56,10,27,19,701,440,88,41,115,15,700,730,29,32,23,33,848,314,54,46,22,8,438,389,35,27,30,15,496,206,10,9,25,9,264,706,315,186,1488,71,2769,396,33,3,22,12,465,245,9,0,0,4,262,101,10,11,4,3,132,763,34,32,33,23,892,582,57,16,8,22,691,4022,8,43,23,131,4229,71,27,22,94,5,223,18938,903,462,456,848,21617,4209,295,239,797,8291,13836,93867,8734,5043,26766
LGA11600,109,2620,181,3302,0,49,49,1212,26,1338,0,3,0,20,0,19,5,0,3,3,0,8,0,0,0,0,0,0,11,3,3,5,0,15,69,62,43,848,34,1056,0,0,0,0,0,0,0,0,3,9,0,10,17,3,0,105,3,130,3,0,0,4,0,6,4,0,0,0,0,4,9,3,3,0,0,11,14,9,17,288,3,337,28,9,4,17,0,57,21,0,0,0,0,21,3,0,0,3,0,6,0,0,0,0,0,0,9,0,0,0,0,6,15,3,0,0,0,20,6,0,3,8,0,20,3,0,0,0,0,3,0,0,0,5,0,4,18,10,15,212,9,262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,9,3,12,0,57,7,0,3,105,178,289,272,163,149,2859
LGA11700,49,2092,329,2678,3,30,30,844,25,931,0,0,0,283,0,287,3,0,0,4,0,7,3,0,0,0,0,3,8,4,3,3,0,18,41,15,27,467,34,578,3,0,3,0,0,4,0,0,0,4,0,4,19,0,0,52,0,74,3,0,0,3,0,11,0,0,0,0,0,4,3,0,0,0,0,3,0,5,5,171,6,188,9,7,3,11,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,14,5,0,0,0,0,5,5,4,3,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,10,15,9,90,3,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,4,0,7,0,6,30,0,0,9,0,43,6,3,0,75,146,225,171,90,83,2027
LGA11720,1602,33427,3716,45071,118,1369,920,20433,582,23421,0,0,3,120,3,128,117,6,5,50,4,183,29,3,7,5,0,46,140,77,44,121,15,402,1739,1187,832,13307,565,17627,73,0,31,0,0,115,34,13,7,59,0,107,284,92,91,1093,44,1601,39,18,0,47,5,113,38,5,3,12,0,56,44,0,14,9,0,69,240,170,111,3003,88,3611,120,60,19,263,5,473,6,0,0,0,0,10,32,6,3,21,3,66,5,0,3,5,0,16,59,24,7,22,3,117,77,29,14,34,6,158,88,64,22,31,11,220,166,28,15,88,0,293,24,4,4,30,3,65,571,452,268,2932,111,4333,30,9,8,3,3,50,7,0,0,0,0,9,18,5,4,5,3,38,30,7,5,26,0,69,7,0,0,0,0,10,0,0,0,0,0,3,70,43,16,202,8,339,456,132,93,274,24,986,97,56,57,1477,2228,3920,4758,3859,2606,43672
LGA11730,1615,36788,2581,47018,108,1349,999,21589,597,24642,0,3,0,431,12,453,75,9,5,95,0,187,10,4,0,7,0,20,284,86,40,117,8,535,1993,1172,901,13419,460,17948,91,5,33,0,15,143,56,13,10,97,0,176,264,107,79,1517,43,2003,32,18,0,43,3,103,26,7,6,16,0,56,42,4,6,27,3,76,306,231,158,4396,136,5228,88,62,12,304,12,488,7,0,0,0,0,7,11,7,5,19,0,36,0,3,3,0,0,3,48,18,12,46,3,119,56,44,22,36,5,164,110,67,40,25,3,258,56,13,5,28,3,103,24,8,8,13,0,48,487,337,208,3496,96,4623,18,11,0,11,0,40,17,3,0,3,0,25,34,5,4,15,0,70,28,10,4,33,0,70,8,0,0,0,0,13,3,3,0,0,0,4,53,30,9,121,3,222,477,158,138,392,28,1190,53,61,53,1321,1831,3324,4865,3848,2760,47617
LGA11750,154,4154,314,5144,9,99,92,2314,62,2579,0,3,0,122,0,126,13,0,0,9,0,20,7,3,0,3,0,16,22,4,9,17,0,49,143,58,85,1370,71,1726,29,0,3,0,3,33,3,0,0,16,0,21,16,13,6,144,10,193,3,0,3,3,0,5,3,0,0,0,0,3,0,0,0,3,0,7,39,25,16,426,16,519,23,5,0,34,0,63,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,25,5,3,3,4,30,19,8,7,0,3,33,10,3,0,8,0,20,3,0,7,0,0,11,46,25,14,293,10,389,5,0,0,3,0,3,4,0,0,0,0,4,6,0,0,0,0,8,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,30,4,35,60,13,9,25,3,108,10,3,4,159,397,572,507,274,261,4985
LGA11800,2774,43834,3346,62756,245,2383,1679,26354,819,31484,3,8,9,360,15,398,210,36,28,117,9,397,78,27,0,16,7,126,537,186,75,206,14,1018,4130,2055,1407,16927,604,25127,143,3,49,7,10,214,121,25,16,188,4,361,620,182,122,1646,68,2642,108,50,19,78,3,252,87,7,8,27,5,140,545,49,69,26,19,706,643,385,247,5610,133,7022,414,170,52,617,29,1275,17,0,3,4,0,21,35,7,5,45,0,93,9,0,0,7,0,17,105,39,34,71,8,254,117,33,29,30,6,215,263,118,87,30,6,508,151,32,21,77,3,279,51,17,12,29,3,116,932,475,312,4036,100,5848,49,17,3,18,3,83,7,4,4,5,3,21,96,8,7,9,0,128,75,14,12,76,3,179,19,3,0,0,0,22,34,0,5,0,3,36,133,24,11,141,8,317,1411,351,215,517,57,2549,202,77,95,1505,2483,4363,11590,6785,4635,58779
LGA11860,74,1473,81,1823,0,25,33,710,20,790,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,4,4,7,0,31,21,31,27,520,13,623,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,30,0,41,0,0,0,3,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,4,10,161,11,188,14,4,3,21,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,4,3,4,0,0,0,3,14,0,0,0,3,0,3,14,18,9,158,6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,11,9,3,3,3,0,15,0,0,4,57,86,142,106,92,96,1691
LGA12000,105,3328,142,3905,0,88,66,1830,36,2027,0,0,0,9,0,9,3,3,0,8,0,9,0,0,0,0,0,0,9,12,4,3,0,26,85,79,62,1189,24,1434,0,0,0,0,0,3,3,0,3,9,0,13,7,11,12,134,4,167,3,3,0,3,4,13,3,0,0,0,0,3,3,0,0,0,0,3,16,13,6,490,10,541,3,3,3,41,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,0,0,12,6,0,4,9,0,19,7,3,3,11,0,21,0,0,0,0,0,0,21,19,10,253,4,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,8,29,13,4,22,3,73,4,0,3,131,71,212,209,253,186,4148
LGA12050,452,6366,615,9741,36,294,258,3611,88,4288,0,0,0,16,0,16,80,0,5,16,3,108,11,7,0,3,0,20,112,21,11,37,0,184,529,226,204,2202,65,3227,17,10,12,0,0,38,13,4,0,18,0,34,231,35,22,211,3,501,24,4,0,18,3,53,26,9,3,13,0,48,16,3,3,0,0,21,75,49,37,982,26,1164,131,33,8,79,0,260,23,0,0,0,0,22,32,7,0,15,3,59,3,0,0,0,0,3,12,0,3,4,0,17,28,0,3,5,0,34,33,12,12,3,0,59,39,3,0,13,0,57,17,7,4,9,0,41,146,53,49,620,11,875,21,7,3,5,0,30,14,3,0,0,0,15,4,3,0,0,0,8,21,0,0,6,0,25,5,0,0,0,0,5,8,0,3,0,0,9,16,3,8,29,0,65,292,55,40,99,9,501,41,4,9,175,724,959,2056,852,697,8189
LGA12150,74,3967,257,4576,3,34,31,2218,83,2374,0,0,0,50,0,54,8,0,4,8,0,14,0,0,0,0,0,0,4,3,0,10,0,19,60,33,23,1260,44,1419,0,0,0,0,0,0,4,0,6,4,0,12,21,8,0,100,3,135,9,0,0,0,0,15,0,0,3,0,0,3,3,0,0,0,0,3,12,9,6,333,13,367,7,7,0,21,0,38,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,7,5,0,3,0,0,7,3,0,3,3,0,10,0,0,0,3,0,4,8,6,11,238,6,270,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,15,14,9,3,17,0,36,3,5,0,190,109,313,174,122,96,4466
LGA12200,174,5990,283,7122,6,168,106,3473,71,3818,0,0,0,18,0,21,23,0,0,4,0,28,0,0,0,0,0,3,23,11,3,23,0,51,215,157,89,2241,76,2777,3,0,5,0,0,12,3,3,3,16,0,19,28,9,4,200,3,246,5,0,0,4,0,11,4,0,0,4,3,13,9,0,3,0,0,9,32,26,17,758,29,861,16,12,8,26,3,62,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,8,3,0,0,3,0,4,10,10,11,4,3,28,11,4,0,7,0,21,0,3,0,3,0,3,43,41,35,386,13,508,4,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,7,0,10,0,0,0,0,0,0,4,0,0,0,0,7,4,3,0,9,0,21,48,15,10,53,8,131,11,18,0,253,132,404,524,488,294,7492
LGA12300,310,8330,572,10644,22,245,201,4868,109,5442,0,0,0,8,0,8,27,0,3,19,3,57,11,3,0,7,0,19,81,23,8,18,4,138,451,233,191,3048,91,4014,25,3,5,0,5,28,5,3,3,23,0,34,63,26,11,353,4,459,8,3,3,6,0,20,6,3,0,3,3,19,4,0,0,3,0,13,70,49,22,1219,18,1380,46,22,4,72,0,148,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,19,3,0,3,0,30,11,0,0,0,0,14,26,4,4,3,0,43,29,0,3,17,0,48,7,3,3,3,0,16,115,45,36,829,8,1031,3,3,0,3,0,8,3,4,0,0,0,4,3,0,3,3,0,9,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,17,11,0,11,3,42,99,18,13,69,5,206,17,9,8,344,375,758,1175,713,521,10936
LGA12350,381,10014,592,12424,19,301,232,5592,163,6299,0,0,0,71,11,85,20,3,3,19,0,45,16,8,6,6,0,35,45,18,15,22,0,103,351,255,207,3770,105,4699,15,0,0,0,0,16,12,3,8,28,0,51,76,41,16,244,17,379,23,3,3,22,0,49,8,0,0,0,0,7,3,8,0,10,0,21,65,54,22,1238,12,1391,34,22,10,90,4,155,0,0,0,0,0,0,8,0,0,3,0,9,0,0,0,0,0,0,31,10,9,22,3,75,15,0,5,15,0,31,27,16,17,10,0,58,22,4,3,13,0,32,5,0,0,3,0,8,123,64,46,779,20,1036,16,3,0,0,0,26,0,0,0,0,0,0,3,0,0,0,4,9,12,0,0,16,5,27,3,0,0,0,0,3,3,0,0,0,3,3,9,4,4,10,0,31,141,30,27,88,4,284,19,8,9,400,343,785,1124,855,642,12471
LGA12500,207,6146,535,7781,15,178,105,3280,79,3662,0,3,0,22,3,28,11,0,0,13,3,32,0,3,0,0,0,3,31,12,3,24,0,62,200,158,96,2124,64,2644,3,0,5,0,3,9,11,3,0,14,0,27,30,29,7,184,3,252,13,3,0,10,0,29,0,3,0,0,0,0,11,0,3,0,0,11,39,44,16,660,15,767,59,16,3,102,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,5,3,0,55,8,8,5,4,0,22,13,3,0,7,0,19,0,3,0,0,0,4,55,43,23,521,17,655,4,0,0,0,0,8,8,0,0,0,0,8,12,3,0,0,0,22,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,4,6,3,0,9,0,15,66,23,11,35,3,138,23,8,9,244,256,535,663,549,291,7259
LGA12600,931,30573,2212,37565,80,828,546,17958,524,19926,0,8,4,309,11,335,138,11,8,104,9,272,7,3,0,9,0,25,133,56,40,126,4,357,778,695,466,10842,345,13130,45,0,7,0,4,56,26,16,12,89,4,140,112,61,62,931,30,1188,65,15,12,55,3,151,28,9,0,9,0,45,99,4,3,17,3,134,142,138,68,3464,65,3883,103,65,13,243,10,430,10,0,3,0,0,8,60,10,11,28,0,99,6,0,0,0,0,6,23,18,3,40,3,91,26,10,7,25,3,67,58,37,18,29,3,145,56,15,12,41,0,122,10,3,0,3,0,21,206,186,121,2180,42,2733,8,7,0,6,0,15,35,6,3,6,5,51,23,3,5,12,0,45,13,6,3,38,4,64,0,0,0,0,0,7,3,0,0,0,0,3,23,14,5,67,3,107,399,100,46,209,19,764,49,29,32,970,2304,3381,2764,2353,1510,37810
LGA12700,225,6376,419,7875,21,191,143,3656,94,4107,0,0,0,14,0,14,8,3,0,13,3,21,3,0,0,0,0,3,37,13,14,28,0,92,247,186,121,2572,65,3192,3,0,5,0,0,11,0,3,0,20,0,27,33,17,12,307,8,381,4,4,0,10,0,17,0,3,0,0,0,9,0,0,0,0,0,5,43,35,24,695,11,801,21,7,10,44,0,88,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,3,0,3,5,0,3,0,0,3,10,3,10,0,0,18,11,12,4,3,0,29,12,3,3,7,0,29,11,3,0,6,0,17,67,46,27,450,12,608,8,0,0,0,0,4,3,0,0,0,0,4,3,0,3,0,0,8,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,21,0,43,61,15,21,43,3,148,5,3,0,195,354,568,642,554,404,8093
LGA12750,1385,22052,1941,33007,104,1285,872,13095,444,15798,0,14,0,388,18,417,63,9,5,67,5,145,151,18,5,28,13,215,348,67,48,161,5,619,2629,1096,802,8528,336,13388,54,0,13,4,5,72,75,9,17,93,4,200,511,107,70,804,27,1521,113,23,4,70,3,224,74,18,0,18,0,113,16,3,0,4,0,19,357,221,143,3122,92,3940,249,95,13,275,20,649,0,0,4,3,0,8,13,12,0,12,0,35,13,5,0,4,0,20,99,31,14,31,6,181,58,17,14,13,0,108,113,80,30,15,10,251,120,21,10,31,0,179,49,12,4,22,0,80,600,286,218,2159,71,3338,62,9,3,15,4,94,3,0,0,0,0,4,35,11,5,3,0,49,42,3,3,28,0,76,9,0,0,0,0,9,33,0,0,0,0,34,107,39,16,85,7,243,695,166,90,308,34,1288,116,43,28,684,1059,1931,6911,3700,2431,30070
LGA12850,3617,27211,14259,181300,3409,2304,1357,12933,856,20863,16,14,3,122,8,162,22739,98,173,155,826,23989,3418,227,67,233,91,4041,332,55,33,74,8,507,5253,1400,854,6861,794,15161,2481,21,121,17,114,2747,304,20,17,69,10,425,1215,178,112,610,63,2176,1210,166,101,290,57,1823,408,24,6,25,3,464,1761,33,19,13,84,1916,717,302,190,2216,104,3530,9202,1475,471,2185,344,13667,119,0,4,3,4,124,3793,534,145,212,225,4910,1404,90,39,59,49,1649,2277,342,193,592,67,3475,593,25,38,27,50,726,256,66,36,29,26,417,1225,98,41,112,47,1525,839,61,17,44,40,1007,719,296,179,1306,57,2553,4476,180,86,137,152,5033,195,14,10,9,0,233,90,14,8,3,0,116,2927,68,79,41,116,3228,1241,56,36,21,41,1403,23736,95,155,136,1040,25165,75,25,14,68,3,177,37587,921,558,509,1414,40996,7694,246,247,945,8535,17668,141711,9448,5409,30056
LGA12900,203,8241,493,9691,17,159,125,4424,139,4868,0,0,0,41,0,41,14,4,0,23,0,34,5,0,0,3,0,6,24,14,9,26,0,70,170,126,109,3012,92,3507,13,0,3,0,0,22,6,0,3,36,0,50,18,12,10,300,4,342,13,4,0,11,0,27,4,0,0,10,4,15,9,0,0,0,0,9,40,27,13,1005,21,1100,37,13,0,49,0,104,0,0,0,0,0,0,0,0,0,13,0,13,5,0,0,0,0,7,10,0,0,0,0,10,7,3,0,5,0,13,12,12,5,6,3,38,10,0,4,19,0,32,0,3,0,0,0,3,48,32,27,546,7,666,5,0,0,4,0,10,6,0,0,0,0,6,10,0,0,0,0,17,6,0,0,5,0,11,0,3,0,0,0,3,5,0,0,0,0,4,9,0,5,25,0,40,43,9,12,56,3,115,18,9,8,323,328,678,564,430,333,9942
LGA12950,92,3885,284,4709,8,76,64,2270,73,2491,0,0,0,43,6,55,7,0,0,15,0,24,0,0,0,0,0,0,21,7,0,5,0,35,93,70,52,1302,71,1589,7,0,0,0,0,7,4,0,0,5,0,9,3,7,3,150,3,176,3,0,0,4,3,9,0,0,0,0,0,4,4,0,0,0,0,4,12,18,7,425,12,473,6,0,4,9,5,22,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,15,4,3,0,0,17,7,0,0,0,0,8,3,4,3,4,0,12,0,3,0,0,0,3,17,25,13,282,5,345,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,16,20,3,5,26,0,61,0,7,0,121,179,304,242,230,158,4675
LGA13010,260,6742,587,8486,12,186,140,3956,91,4380,0,0,3,51,0,58,13,5,0,30,0,38,0,0,0,0,0,3,49,10,3,29,3,94,287,161,142,2689,84,3365,7,0,5,0,0,16,7,0,3,25,0,36,41,17,9,316,11,398,9,3,0,7,0,22,6,0,0,3,0,13,5,3,0,0,0,7,49,37,28,868,15,989,12,11,3,40,4,73,3,0,0,0,0,3,3,3,0,10,0,14,0,0,0,0,0,0,3,3,0,6,0,13,0,3,7,5,0,15,10,7,3,12,3,31,5,5,3,4,0,15,5,0,0,4,3,15,69,49,35,688,10,859,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,36,63,9,10,46,0,123,5,3,3,244,429,689,685,515,397,9066
