region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
LGA36660,20,6,4,7,4,199,4,5,6,20,28,63,191,123,59,23,16,14,552,0,0,0,11,7,7,29,20,15,4,7,9,109,3,6,8,32,69,62,106,47,12,10,3,19,377,3,8,16,72,78,46,41,10,3,3,3,9,292,6,3,0,10,13,9,15,9,0,0,0,3,68,5,3,0,0,6,7,6,4,4,0,3,4,42,21,57,35,694,310,204,119,33,11,4,10,60,1558,3,3,0,15,7,12,3,3,0,0,0,243,289,61,99,72,895,574,537,733,439,237,97,108,383,4235,5,3,7,6,22,29,97,124,125,59,79,72,628,0,0,0,5,12,27,36,17,15,8,3,12,135,0,3,5,18,35,70,299,256,148,56,58,89,1037,0,0,0,0,3,10,33,28,28,11,5,9,127,3,8,5,17,57,109,220,111,27,37,11,53,658,0,3,6,16,54,32,39,20,4,3,0,18
LGA36710,224,139,48,107,32,1873,18,15,22,72,169,412,1473,1045,712,279,468,81,4766,7,3,4,16,40,48,165,157,115,60,78,43,736,24,27,34,142,338,438,783,458,167,329,129,100,2969,14,72,125,476,616,438,494,199,95,78,83,76,2766,8,8,8,54,77,56,82,70,15,42,25,28,473,3,3,3,3,12,26,59,54,40,12,47,25,287,334,539,328,4770,3222,2939,1973,645,347,212,307,484,16100,14,8,4,100,40,38,30,13,6,3,5,2651,2912,477,733,559,5829,4830,5066,6506,4147,3196,1609,2230,3632,38814,28,20,12,25,61,141,595,1020,1219,728,1355,570,5774,9,8,12,42,100,228,486,343,227,111,121,149,1836,20,35,30,76,174,360,2124,2271,1737,945,1335,679,9786,6,4,6,14,35,70,268,305,289,154,237,122,1510,16,29,41,105,351,570,1827,1172,332,830,276,376,5925,7,17,47,163,267,301,565,227,90,87,49,167
LGA36810,26,16,0,10,10,243,5,4,0,20,29,68,170,138,80,33,41,18,606,4,0,0,6,6,13,32,35,22,11,12,7,148,7,3,13,25,76,88,110,64,15,30,14,29,474,3,8,20,79,93,77,49,24,8,3,4,12,380,0,0,3,14,13,11,19,17,3,4,0,6,90,3,3,0,3,4,3,8,3,3,4,9,6,49,51,89,54,764,379,282,146,33,23,11,12,75,1919,0,6,0,17,6,7,6,4,0,0,0,490,536,100,131,104,973,666,659,773,530,362,168,226,678,5370,8,8,4,16,18,29,142,150,166,95,114,97,847,0,0,5,3,9,25,57,30,19,5,14,14,181,3,9,10,18,21,72,231,262,161,84,102,73,1046,3,0,0,3,3,9,34,35,35,21,15,19,177,3,5,4,27,58,92,242,122,44,64,13,68,742,0,3,6,16,35,34,56,32,9,4,0,20
LGA36910,69,59,16,45,13,638,10,9,6,36,95,206,723,532,375,126,195,34,2347,3,5,3,3,16,25,94,79,72,23,54,9,386,7,15,9,88,220,274,463,230,74,119,45,69,1613,12,19,32,175,235,163,142,57,23,17,10,21,906,3,0,3,19,33,21,54,26,9,15,7,8,198,3,0,3,13,8,16,20,30,28,11,10,21,163,101,175,107,1989,1123,879,435,119,67,32,75,211,5313,8,6,5,46,22,16,13,4,0,0,3,1144,1267,188,269,196,2462,1911,1889,2653,2017,1580,706,993,1603,16467,11,9,9,20,32,66,300,583,762,495,839,344,3470,0,3,5,7,34,50,138,89,65,39,35,33,498,4,12,13,29,80,150,1047,1144,955,464,712,327,4937,0,3,4,3,21,38,163,155,149,77,110,62,785,8,7,15,60,203,352,1120,687,206,386,143,219,3406,3,5,11,53,99,100,154,81,26,20,7,47
LGA36950,5,0,0,0,0,8,3,0,0,0,3,0,9,3,5,0,3,0,26,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,4,0,5,3,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,33,6,3,0,8,12,11,18,18,20,12,18,33,159,0,0,0,0,0,0,3,10,21,10,29,16,89,0,0,0,0,3,0,4,0,4,0,5,3,19,0,0,0,0,0,0,6,13,3,8,5,6,41,0,0,0,0,0,3,4,3,7,3,5,5,30,0,0,3,0,4,6,12,11,5,3,3,12,59,0,0,0,3,0,0,4,3,0,0,3,5
LGA36960,3,0,0,0,0,12,0,0,0,3,5,0,6,6,0,0,0,0,20,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,4,3,0,0,0,3,0,0,0,10,0,0,0,6,6,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,0,0,0,13,3,3,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,32,23,9,21,15,6,3,3,3,118,0,0,0,3,8,3,23,18,4,0,3,0,62,0,0,0,5,5,9,12,9,0,0,0,0,40,0,0,0,0,9,15,27,17,9,0,0,0,77,0,0,0,3,3,5,3,6,0,0,3,0,23,0,0,0,5,11,20,30,7,0,0,3,0,76,0,0,6,16,32,13,15,0,4,0,0,0
LGA37010,65,57,21,43,9,508,5,6,0,25,51,140,627,512,449,195,285,39,2334,3,0,3,8,13,21,77,110,133,61,114,26,569,4,3,15,54,174,228,561,364,121,217,65,67,1873,6,14,38,125,177,141,139,70,25,21,11,24,791,6,0,4,14,18,22,56,37,12,15,5,16,205,0,3,0,3,4,6,23,27,35,17,29,25,172,83,131,93,1199,838,661,456,126,51,26,47,152,3863,3,8,0,38,7,24,10,3,5,0,0,1783,1881,133,173,159,1503,1364,1432,2566,2342,2387,1203,1655,2211,17128,9,13,5,15,13,36,267,630,1127,728,1593,401,4837,3,3,4,8,24,34,102,102,91,27,50,36,484,11,11,7,8,34,111,697,1182,1136,702,990,298,5187,0,0,5,7,10,23,121,186,252,159,235,76,1074,9,5,8,35,126,238,1029,788,244,593,208,212,3495,4,4,12,27,67,78,167,101,42,42,12,54
LGA37300,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,3,15,0,44,0,0,0,0,0,0,3,3,3,6,0,3,18,0,0,0,0,3,3,3,8,0,9,0,0,26,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,3,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,26,29,3,3,0,3,6,9,16,31,48,43,101,35,298,3,0,0,0,0,0,0,5,17,10,81,15,131,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,6,18,16,22,33,5,100,0,0,0,0,0,0,5,3,0,5,10,0,23,0,0,0,0,0,0,15,23,9,29,9,4,89,0,0,0,0,0,0,0,3,0,0,0,0
LGA37310,8,5,3,8,3,122,3,7,4,13,20,56,158,109,71,31,34,11,517,0,0,3,3,5,5,17,17,19,5,10,4,88,9,4,7,23,57,40,97,41,12,27,3,19,339,3,8,5,30,52,28,35,9,6,0,4,5,185,4,0,0,4,8,4,14,4,0,7,0,6,51,0,0,0,4,4,3,7,5,5,7,3,5,43,26,38,15,386,160,117,55,13,7,0,11,41,869,3,0,3,14,4,3,3,0,0,0,0,233,263,80,75,44,518,371,340,553,387,278,145,228,362,3381,8,14,8,11,9,33,74,110,162,81,147,107,764,0,0,0,3,3,8,15,14,8,3,8,10,72,10,7,3,13,28,54,207,252,179,92,114,82,1041,0,0,0,3,3,3,26,32,27,15,23,14,146,0,5,9,12,37,76,227,156,27,110,27,67,753,0,0,3,14,14,12,22,15,0,5,0,15
LGA37340,18,16,3,9,6,139,4,3,3,3,15,43,158,138,84,25,68,20,564,0,0,3,3,3,11,20,20,16,7,13,5,101,0,3,0,18,43,49,84,61,13,55,13,15,354,3,10,6,34,37,25,24,9,3,6,3,6,166,3,0,0,3,4,7,6,9,0,5,0,3,40,0,0,3,0,0,5,9,6,5,3,7,10,48,37,38,12,348,165,155,86,26,21,8,17,24,937,0,3,0,4,0,3,6,3,0,0,0,330,349,57,57,35,434,295,372,588,487,365,178,277,436,3581,3,7,3,4,16,21,75,130,153,85,150,85,732,0,0,0,5,4,11,19,10,12,7,7,10,85,0,0,0,0,12,29,178,197,129,100,114,64,823,0,0,0,0,0,0,22,21,25,17,39,12,136,3,3,3,6,30,37,149,119,33,112,14,45,554,0,3,3,10,11,13,29,6,3,10,3,5
LGA37400,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,3,3,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,6,3,3,0,17,0,7,3,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,13,13,3,6,0,23,15,22,25,11,13,6,5,25,154,0,0,0,3,0,0,4,8,7,3,8,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,7,0,0,0,0,24,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,5,3,0,6,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,3,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,12,0,0,0,3,0,0,8,0,3,0,0,0
LGA37570,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,3,3,3,0,0,0,0,0,0
LGA37600,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,9,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,9,0,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,17,3,10,9,0,0,0,0,63,0,0,0,0,0,0,8,3,0,0,3,5,19,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,3,0,0,0,0,26,0,0,0,0,3,5,5,4,0,3,0,0
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,4,11,8,26,3,132,4,0,0,7,6,11,44,65,52,28,94,3,314,0,0,0,0,0,4,6,13,9,10,15,0,57,0,0,0,6,23,25,41,47,22,56,33,3,256,3,6,15,17,21,18,24,15,11,15,17,3,165,0,3,3,0,3,3,3,0,3,3,3,3,27,0,0,0,0,0,0,0,3,7,3,7,0,20,57,9,10,48,45,42,57,26,21,17,62,13,407,0,0,0,0,0,0,0,4,0,0,0,147,151,64,25,32,85,110,139,245,250,267,221,501,181,2120,3,0,0,0,0,4,4,17,12,19,84,10,153,0,0,0,3,7,0,0,7,4,0,10,0,31,0,0,0,0,3,0,15,18,35,24,74,15,184,0,0,0,0,0,4,8,6,3,4,14,4,43,0,0,0,4,4,10,26,29,4,39,26,4,146,0,8,6,5,6,4,0,5,0,0,3,0
LGA40120,36,24,14,29,6,262,3,3,3,8,19,35,139,139,144,69,125,8,695,0,0,0,4,0,11,17,12,38,11,24,4,121,3,0,3,10,34,45,127,98,25,84,36,20,485,3,5,12,31,76,52,77,49,22,12,25,11,375,0,0,0,3,6,7,8,7,3,5,3,3,45,0,0,0,3,3,4,13,7,8,4,10,4,56,24,38,16,306,247,243,189,57,19,12,18,26,1195,0,0,4,6,5,4,7,0,3,0,0,255,284,42,54,44,395,426,473,700,537,499,329,529,349,4377,0,5,3,7,9,10,64,97,173,170,431,117,1086,3,0,0,4,10,19,62,61,42,15,39,17,272,0,5,0,9,15,44,220,351,393,297,506,170,2010,0,0,0,8,4,5,29,41,48,43,76,34,288,0,4,6,16,32,48,194,180,64,209,100,53,906,0,0,4,4,20,20,44,23,21,18,14,21
LGA40220,27,19,7,12,0,196,3,3,3,12,13,38,149,86,48,23,31,8,417,0,0,0,3,5,4,16,13,8,5,7,9,70,3,0,7,19,31,41,71,38,12,16,3,10,251,0,6,13,50,80,52,44,15,6,5,3,8,282,0,3,3,3,8,3,11,6,3,3,0,3,46,0,0,0,0,6,0,3,6,0,3,4,0,22,32,51,30,544,415,316,164,38,15,6,14,51,1676,0,0,0,22,6,6,3,0,0,0,0,221,258,46,70,66,676,599,535,552,336,199,107,123,325,3634,0,7,0,3,3,10,45,73,70,56,55,45,367,0,0,0,5,9,28,31,20,11,5,9,16,134,0,0,0,5,19,36,188,200,131,62,54,60,755,0,0,0,5,5,6,26,25,15,8,3,7,100,0,3,4,5,25,64,163,77,18,45,7,35,446,0,3,4,17,23,16,37,7,3,0,5,8
LGA40250,0,0,0,0,0,17,0,0,0,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,3,0,0,3,0,0,12,0,0,4,8,3,0,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,19,3,3,3,0,0,0,0,3,44,0,3,0,0,0,0,0,0,0,0,0,5,8,3,8,9,34,12,10,15,9,15,9,3,11,138,0,0,0,4,0,3,5,8,6,0,0,0,26,0,3,3,0,3,3,6,0,0,0,0,0,18,0,0,0,3,4,0,4,5,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,9,3,10,3,0,0,0,3,31,0,0,3,8,15,3,5,3,3,0,0,0
LGA40310,10,11,6,7,5,142,5,0,0,10,12,27,143,102,76,36,41,7,459,0,0,0,0,3,7,11,20,5,4,6,0,56,4,0,0,17,21,39,85,41,12,16,8,7,250,0,7,6,25,33,39,37,12,6,4,7,3,179,0,0,4,7,0,3,10,3,0,3,0,3,33,0,0,0,3,3,3,3,5,4,5,5,0,31,16,19,16,355,219,156,76,22,13,5,9,31,937,0,0,0,6,8,8,0,0,0,0,0,178,200,28,35,32,429,331,335,480,357,293,139,167,242,2868,3,0,0,0,0,3,48,81,147,74,116,62,534,0,0,0,0,10,13,32,22,9,0,5,16,107,0,0,3,7,11,36,201,248,220,113,120,63,1022,0,0,0,0,7,11,30,23,37,11,17,5,141,3,8,0,7,24,52,161,105,34,65,19,32,510,0,0,3,6,12,12,30,13,3,0,0,14
LGA40430,0,0,0,0,0,8,0,0,0,0,0,6,12,14,8,0,6,0,46,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,4,7,9,0,0,0,0,3,26,0,0,0,10,11,5,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,89,42,33,8,7,0,0,0,3,196,0,0,0,5,0,0,0,0,0,0,0,24,29,5,9,0,113,60,60,43,25,18,7,21,33,394,0,0,0,0,3,3,3,0,4,3,8,7,31,3,0,0,0,0,3,0,4,5,0,0,0,15,0,0,0,0,3,3,18,18,9,5,14,11,81,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,4,3,14,6,3,7,0,4,41,0,0,0,0,0,3,4,0,3,0,0,0
LGA40520,3,4,0,0,7,72,0,0,0,7,6,18,48,39,25,9,9,4,165,0,0,0,0,0,6,8,8,6,3,3,0,34,0,0,0,5,7,22,20,6,4,3,7,3,77,0,0,3,24,28,10,18,3,0,0,0,3,89,0,0,0,5,7,3,0,3,0,0,3,0,21,0,0,0,0,0,4,4,5,3,0,3,0,19,12,18,10,247,82,67,30,6,0,3,3,22,500,3,0,0,9,0,4,0,0,0,3,0,64,83,18,21,19,309,144,160,193,131,93,38,48,106,1280,0,5,0,3,3,9,34,58,42,18,32,11,215,0,0,0,3,5,6,14,14,7,0,0,4,53,0,0,4,3,9,14,78,94,41,24,23,28,318,0,0,0,0,0,4,13,7,3,5,7,0,39,0,0,0,7,23,27,63,18,11,7,5,12,173,0,4,0,3,6,6,13,3,0,0,0,7
LGA40700,30,22,17,58,4,240,5,0,0,3,10,24,94,92,90,58,181,3,560,0,0,0,0,4,9,13,11,19,8,21,6,91,3,3,0,8,25,36,74,76,35,136,73,9,478,3,7,18,21,42,46,91,56,42,32,56,5,419,0,0,0,0,8,4,3,9,6,10,7,3,50,0,0,0,0,3,0,5,3,3,4,15,0,33,38,37,18,225,245,303,290,154,109,52,136,69,1676,0,0,0,7,7,4,3,0,0,0,5,270,296,56,51,36,273,365,464,670,507,503,417,900,376,4618,0,6,3,0,0,7,25,61,104,100,627,103,1036,0,0,0,3,6,14,24,36,27,21,58,19,208,3,3,0,4,11,20,97,154,251,238,831,140,1752,0,0,0,0,3,11,20,18,30,28,109,25,244,3,4,3,10,20,29,95,133,39,310,164,76,886,3,4,3,10,29,17,22,30,25,27,28,23
LGA40910,30,13,8,12,0,209,3,3,0,0,15,42,151,126,120,46,53,11,570,0,0,0,3,7,12,20,11,18,6,10,6,93,0,0,5,13,59,73,135,72,21,50,17,18,463,0,13,18,64,72,63,55,29,10,10,4,13,351,0,3,0,5,9,0,13,7,3,3,5,0,48,0,0,0,0,3,5,7,3,3,5,7,5,38,51,107,34,801,463,401,196,59,25,12,10,64,2223,3,4,0,15,12,8,4,5,3,0,0,224,278,63,135,57,913,670,675,728,486,459,242,337,355,5120,0,0,7,4,13,12,70,165,238,172,372,95,1148,0,3,3,6,22,20,57,37,31,17,14,19,229,0,3,6,10,19,44,316,397,424,212,364,104,1899,0,3,0,0,8,9,40,39,61,38,66,16,280,4,4,4,20,71,100,269,219,69,181,83,82,1106,3,8,11,28,49,37,77,35,24,15,16,22
LGA41010,4,0,3,0,3,19,0,0,0,3,6,9,16,17,12,5,3,0,71,3,0,0,0,0,0,0,4,0,3,0,0,10,0,0,3,3,5,3,14,3,0,0,0,3,34,0,3,3,3,10,3,4,3,0,3,0,0,32,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,5,14,3,4,3,31,16,14,10,0,3,0,3,5,92,0,0,0,3,0,0,0,3,0,0,0,32,38,6,7,12,49,37,42,64,56,38,21,16,59,407,0,0,0,0,3,0,12,22,16,14,16,13,96,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,9,19,23,20,12,12,5,104,0,0,0,0,0,0,6,8,0,0,0,0,14,0,0,0,0,3,5,12,5,0,3,3,0,31,0,0,0,5,4,3,3,3,0,0,0,0
LGA41060,47,32,13,20,5,409,3,0,3,13,27,88,341,276,236,108,147,20,1262,3,3,0,4,4,11,58,52,42,23,44,9,253,4,4,6,28,131,127,255,135,51,91,45,25,902,4,13,29,123,152,105,111,38,28,20,15,18,656,3,3,0,12,19,21,25,15,5,10,7,3,123,0,3,0,4,7,5,7,22,20,3,21,7,99,98,162,66,1668,844,717,428,131,50,22,35,146,4367,4,7,0,34,18,18,16,0,3,0,0,638,738,127,198,115,1923,1260,1214,1581,1136,1150,613,888,894,11099,6,4,3,5,13,23,117,293,424,278,684,206,2056,3,0,4,8,39,44,109,94,58,41,44,42,486,9,4,3,15,35,92,622,730,764,391,725,202,3592,0,3,3,4,11,16,70,107,121,65,131,48,579,8,3,6,43,127,180,514,398,134,300,143,145,2001,0,12,28,63,109,83,134,81,39,25,34,61
