region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA34800,6,3,3,6,0,7,7,0,0,0,0,0,0,0,0,0,3,6,9,3,3,6,0,7,7,43,12,55,83,46,129,233,72,305,14,15,29,10,10,20,10,23,33,128,116,244,164,124,288,297,165,462
LGA34830,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,3,3,12,8,20,6,0,6,0,0,0,0,0,0,0,0,0,21,32,53,31,33,64,37,35,72
LGA34860,31,17,29,46,8,28,36,0,0,0,0,0,0,3,0,3,13,28,41,21,36,57,15,33,48,256,216,472,403,387,790,869,616,1485,20,15,35,31,22,53,67,38,105,1581,1504,3085,1646,1648,3294,2134,1803,3937
LGA35010,1322,452,995,1447,605,1253,1858,16,10,26,15,24,39,21,23,44,689,1049,1738,626,1254,1880,966,1665,2631,4713,4373,9086,10926,10506,21432,10998,10682,21680,601,845,1446,742,957,1699,783,1105,1888,39914,40520,80434,47784,49208,96992,52489,55850,108339
LGA35250,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,11,16,6,22,20,30,50,32,30,62,0,0,0,3,7,10,0,0,0,81,99,180,124,116,240,175,171,346
LGA35300,86,24,47,71,26,61,87,3,0,3,3,3,6,0,0,0,56,53,109,44,62,106,36,69,105,815,630,1445,1846,1473,3319,2183,1531,3714,84,79,163,68,63,131,74,98,172,3297,3030,6327,3906,3510,7416,4255,3685,7940
LGA35600,16,3,13,16,6,5,11,0,0,0,0,0,0,0,0,0,5,14,19,6,13,19,6,5,11,93,89,182,229,202,431,236,224,460,6,8,14,3,0,3,11,11,22,577,645,1222,670,652,1322,685,653,1338
LGA35670,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,13,7,20,31,23,54,6,10,16,0,0,0,0,0,0,0,0,0,119,109,228,133,129,262,131,129,260
LGA35760,41,9,32,41,12,15,27,0,0,0,0,0,0,0,4,4,21,34,55,14,36,50,12,24,36,201,173,374,405,345,750,473,419,892,35,34,69,46,60,106,177,76,253,1232,1154,2386,1328,1379,2707,1440,1437,2877
LGA35780,0,3,6,9,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,6,6,12,6,7,13,90,91,181,74,81,155,76,61,137,3,3,6,3,0,3,13,8,21,349,376,725,348,388,736,389,398,787
LGA35790,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,8,8,16,87,75,162,134,127,261,29,21,50,0,0,0,0,0,0,3,3,6,308,285,593,366,353,719,332,292,624
LGA35800,6,0,9,9,3,3,6,0,0,0,0,0,0,0,0,0,3,6,9,0,9,9,3,3,6,55,40,95,108,80,188,97,75,172,9,6,15,3,8,11,8,4,12,259,256,515,269,258,527,217,238,455
LGA36070,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,15,17,32,18,18,36,5,3,8,0,0,0,4,0,4,0,3,3,57,78,135,72,63,135,65,66,131
LGA36150,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,6,20,20,40,53,36,89,39,17,56,3,3,6,14,8,22,6,11,17,92,111,203,145,139,284,128,97,225
LGA36250,522,158,362,520,206,407,613,3,5,8,0,12,12,9,4,13,241,432,673,214,445,659,308,524,832,1565,1717,3282,3665,3764,7429,3076,3275,6351,324,466,790,338,498,836,359,434,793,16101,16910,33011,18120,19230,37350,18594,19805,38399
LGA36300,7,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,6,4,10,3,8,11,0,3,3,32,30,62,71,35,106,56,36,92,14,18,32,3,9,12,15,8,23,134,143,277,164,109,273,131,112,243
LGA36360,275,88,211,299,136,256,392,3,6,9,9,11,20,3,4,7,142,251,393,145,271,416,184,305,489,2251,1955,4206,4959,4313,9272,5230,4527,9757,441,537,978,489,506,995,294,278,572,14624,14993,29617,16625,16743,33368,16609,16671,33280
LGA36510,124,42,102,144,46,117,163,0,3,3,3,3,6,0,4,4,86,99,185,69,131,200,68,143,211,705,554,1259,1320,1120,2440,1065,973,2038,189,178,367,168,189,357,109,140,249,4354,4252,8606,4962,4945,9907,4784,5039,9823
LGA36580,76,16,45,61,24,53,77,0,3,3,0,0,0,0,0,0,34,63,97,22,54,76,30,62,92,369,349,718,744,677,1421,673,609,1282,29,36,65,38,35,73,43,50,93,2307,2400,4707,2518,2647,5165,2731,2821,5552
LGA36630,88,29,76,105,33,59,92,3,0,3,0,0,0,3,3,6,51,73,124,48,96,144,47,80,127,554,487,1041,1172,1137,2309,996,922,1918,55,57,112,49,59,108,42,46,88,3616,3613,7229,4043,4169,8212,4026,4256,8282
LGA36660,106,34,70,104,43,69,112,3,0,3,3,0,3,0,0,0,47,82,129,40,82,122,56,82,138,579,528,1107,1006,1030,2036,992,1045,2037,65,62,127,57,79,136,79,106,185,4352,4100,8452,4350,4463,8813,4404,4670,9074
LGA36710,1153,349,803,1152,463,1062,1525,12,10,22,26,33,59,14,19,33,601,995,1596,528,1049,1577,670,1366,2036,4623,4998,9621,10500,10873,21373,8905,9057,17962,2439,2983,5422,3100,3599,6699,2912,3392,6304,33524,35515,69039,41663,44306,85969,42877,47015,89892
LGA36810,145,47,95,142,56,143,199,0,3,3,0,3,3,5,6,11,76,113,189,67,124,191,76,172,248,1417,882,2299,2528,1913,4441,2427,1812,4239,210,240,450,232,281,513,264,317,581,5799,5631,11430,6609,6580,13189,6427,6601,13028
LGA36910,519,181,396,577,187,422,609,11,8,19,8,8,16,12,14,26,271,433,704,248,499,747,305,564,869,2414,2637,5051,4596,4414,9010,4500,4700,9200,339,404,743,407,458,865,311,406,717,19452,21405,40857,21854,23340,45194,21835,23656,45491
LGA36950,13,5,9,14,0,6,6,0,0,0,6,3,9,0,0,0,8,13,21,11,15,26,0,9,9,279,274,553,168,150,318,288,286,574,7,11,18,12,7,19,18,31,49,726,735,1461,650,644,1294,698,707,1405
LGA36960,8,14,12,26,8,14,22,0,0,0,0,0,0,0,0,0,10,8,18,19,19,38,20,23,43,152,142,294,141,113,254,97,83,180,5,3,8,24,23,47,33,21,54,687,655,1342,698,647,1345,688,654,1342
LGA37010,586,182,435,617,211,407,618,5,4,9,8,15,23,5,4,9,315,494,809,271,560,831,307,523,830,3582,2991,6573,7045,6022,13067,7467,6446,13913,980,1234,2214,872,984,1856,727,891,1618,22503,23804,46307,25924,27011,52935,27819,29519,57338
LGA37300,15,4,5,9,4,7,11,0,0,0,0,0,0,0,0,0,4,11,15,4,5,9,7,11,18,120,54,174,177,156,333,314,207,521,9,6,15,7,14,21,10,8,18,415,346,761,498,493,991,661,594,1255
LGA37310,126,34,50,84,31,54,85,3,0,3,0,3,3,3,0,3,71,88,159,40,62,102,49,65,114,532,505,1037,1247,1163,2410,1893,1283,3176,53,36,89,85,46,131,123,46,169,3885,3660,7545,4244,4120,8364,5109,4409,9518
LGA37340,112,31,69,100,35,99,134,3,0,3,3,3,6,3,3,6,53,94,147,44,79,123,55,117,172,1210,942,2152,2967,2118,5085,2441,1836,4277,1376,1553,2929,1334,1438,2772,848,900,1748,5227,5260,10487,6944,6131,13075,5941,5506,11447
LGA37400,5,0,6,6,3,3,6,0,0,0,0,0,0,0,0,0,3,8,11,0,10,10,3,6,9,44,38,82,123,80,203,75,49,124,7,12,19,13,5,18,4,12,16,199,212,411,224,187,411,189,179,368
LGA37550,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,3,6,36,21,57,77,65,142,24,13,37,0,0,0,0,0,0,0,0,0,176,164,340,184,165,349,132,127,259
LGA37570,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,23,20,43,3,5,8,0,0,0,7,6,13,0,0,0,0,0,0,42,29,71,47,37,84,26,18,44
LGA37600,4,5,8,13,0,4,4,0,0,0,0,0,0,0,0,0,3,9,12,8,12,20,3,8,11,66,71,137,39,49,88,22,24,46,0,0,0,0,0,0,0,0,0,376,345,721,374,398,772,321,349,670
LGA39399,7,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,4,6,10,3,0,3,7,13,20,121,72,193,304,287,591,629,545,1174,252,252,504,133,186,319,348,447,795,411,348,759,481,504,985,1136,1168,2304
LGA40070,126,51,63,114,53,90,143,0,0,0,0,3,3,5,3,8,93,97,190,78,102,180,126,159,285,1260,707,1967,2221,1407,3628,2375,1399,3774,762,643,1405,932,780,1712,1039,913,1952,3922,3247,7169,5635,4919,10554,6707,5938,12645
LGA40120,236,70,141,211,66,112,178,4,3,7,0,0,0,0,0,0,131,173,304,88,160,248,99,144,243,532,576,1108,933,911,1844,780,767,1547,51,86,137,86,115,201,71,83,154,5861,5929,11790,5846,5879,11725,5781,5841,11622
LGA40220,70,17,35,52,23,62,85,0,0,0,0,0,0,0,0,0,32,53,85,26,49,75,40,80,120,316,359,675,863,903,1766,500,573,1073,33,27,60,46,37,83,21,41,62,2302,2270,4572,2818,2972,5790,2607,3006,5613
LGA40250,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,6,9,0,6,6,0,3,3,128,113,241,119,115,234,52,42,94,0,0,0,7,0,7,0,0,0,395,426,821,327,330,657,357,353,710
LGA40310,82,15,59,74,28,66,94,3,0,3,0,0,0,3,0,3,41,58,99,19,66,85,40,81,121,266,292,558,448,444,892,445,479,924,38,44,82,34,47,81,40,64,104,2550,2526,5076,2742,2797,5539,2839,3000,5839
LGA40430,5,0,6,6,0,6,6,0,0,0,3,0,3,0,0,0,0,5,5,3,6,9,0,9,9,42,30,72,94,89,183,81,78,159,0,0,0,0,0,0,3,7,10,295,261,556,322,297,619,268,280,548
LGA40520,39,13,26,39,12,31,43,0,0,0,0,0,0,4,0,4,24,27,51,26,38,64,23,44,67,194,217,411,393,402,795,371,406,777,25,36,61,28,37,65,20,19,39,1395,1468,2863,1501,1619,3120,1470,1544,3014
LGA40700,274,79,144,223,73,115,188,4,3,7,7,0,7,0,0,0,127,211,338,101,176,277,104,143,247,442,548,990,1173,1476,2649,842,1084,1926,183,221,404,186,244,430,221,246,467,5968,6386,12354,6467,7300,13767,6445,7176,13621
LGA40910,269,69,151,220,75,141,216,3,0,3,0,7,7,7,3,10,146,218,364,97,224,321,142,217,359,644,771,1415,1250,1425,2675,1076,1246,2322,92,130,222,136,162,298,139,209,348,6090,6354,12444,6689,7032,13721,6824,7237,14061
LGA41010,7,3,7,10,3,10,13,3,0,3,0,0,0,3,0,3,7,7,14,3,7,10,9,13,22,87,66,153,211,185,396,131,121,252,10,9,19,10,8,18,3,6,9,501,476,977,588,562,1150,494,515,1009
LGA41060,600,156,304,460,176,313,489,14,9,23,14,6,20,14,6,20,359,496,855,263,446,709,309,486,795,1890,2049,3939,3518,3664,7182,3272,3278,6550,203,230,433,177,212,389,205,289,494,12841,13194,26035,13881,14413,28294,14310,14832,29142
LGA41140,17,8,19,27,8,24,32,0,0,0,0,0,0,0,0,0,5,20,25,8,27,35,13,33,46,123,109,232,230,238,468,216,241,457,12,14,26,13,14,27,21,16,37,1080,1049,2129,1059,1124,2183,1092,1204,2296
LGA41190,6,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,8,5,13,0,0,0,14,8,22,68,51,119,22,24,46,0,0,0,0,0,0,0,0,0,221,240,461,296,278,574,201,188,389
LGA41330,9,4,0,4,4,0,4,0,3,3,0,0,0,0,0,0,7,12,19,7,4,11,4,0,4,250,188,438,202,180,382,152,120,272,94,92,186,37,55,92,9,10,19,561,496,1057,364,367,731,281,277,558
LGA41560,30,10,14,24,14,41,55,0,0,0,0,0,0,0,0,0,12,23,35,10,19,29,18,44,62,232,244,476,355,399,754,307,323,630,5,6,11,10,9,19,5,10,15,1240,1396,2636,1334,1517,2851,1397,1526,2923
LGA41750,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,4,0,4,0,3,3,16,7,23,32,19,51,17,14,31,0,0,0,0,0,0,4,0,4,143,133,276,152,161,313,108,126,234
LGA41830,4,3,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,7,7,37,35,72,94,88,182,61,57,118,15,13,28,6,0,6,11,19,30,233,252,485,284,234,518,242,243,485
LGA41960,3,3,3,6,0,8,8,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,8,8,49,48,97,38,29,67,60,71,131,0,0,0,0,5,5,3,0,3,177,184,361,171,166,337,171,179,350
LGA42030,88,27,59,86,33,66,99,0,3,3,0,4,4,4,0,4,50,66,116,33,80,113,42,89,131,226,269,495,551,643,1194,558,621,1179,32,34,66,28,30,58,22,29,51,2384,2534,4918,2665,2914,5579,2620,3021,5641
LGA42110,7,0,12,12,3,8,11,0,0,0,0,0,0,3,0,3,3,7,10,0,12,12,10,11,21,87,94,181,108,122,230,130,121,251,10,7,17,7,7,14,4,8,12,589,561,1150,502,543,1045,524,549,1073
LGA42250,17,6,5,11,6,12,18,0,0,0,0,0,0,0,0,0,11,17,28,9,8,17,6,17,23,204,90,294,305,169,474,352,171,523,31,48,79,16,10,26,9,11,20,1038,1000,2038,1108,1018,2126,1168,1114,2282
LGA42600,216,61,96,157,69,102,171,0,3,3,6,3,9,0,4,4,110,154,264,82,132,214,104,140,244,710,802,1512,1206,1179,2385,1062,1107,2169,188,216,404,159,217,376,190,214,404,4110,4577,8687,4444,4868,9312,4576,4998,9574
LGA42750,17,0,11,11,3,7,10,0,0,0,0,0,0,0,0,0,6,14,20,3,16,19,6,7,13,91,85,176,194,163,357,139,130,269,61,84,145,73,112,185,105,136,241,597,625,1222,667,722,1389,604,668,1272
LGA43080,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,6,9,3,0,3,3,3,6,18,15,33,23,33,56,33,32,65,0,3,3,0,0,0,0,0,0,157,165,322,128,149,277,117,150,267
LGA43220,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,3,0,3,10,8,18,30,26,56,39,45,84,3,0,3,0,0,0,4,3,7,153,147,300,135,142,277,133,145,278
LGA43360,4,3,0,3,3,4,7,3,0,3,0,0,0,0,3,3,6,4,10,6,0,6,3,7,10,17,30,47,59,52,111,78,62,140,5,6,11,0,4,4,5,11,16,303,292,595,285,305,590,266,257,523
LGA43650,30,10,27,37,14,25,39,0,0,0,0,0,0,0,0,0,14,21,35,13,27,40,23,37,60,150,141,291,359,305,664,363,312,675,24,27,51,32,34,66,18,16,34,1506,1510,3016,1943,1895,3838,2149,2127,4276
LGA43710,12,3,6,9,7,19,26,0,0,0,3,0,3,0,0,0,11,7,18,6,9,15,10,19,29,133,65,198,206,134,340,223,104,327,0,7,7,4,4,8,3,3,6,616,568,1184,699,620,1319,779,653,1432
LGA43790,27,18,19,37,21,27,48,0,0,0,0,0,0,0,0,0,14,30,44,18,27,45,28,40,68,172,157,329,341,354,695,306,288,594,36,30,66,39,38,77,40,48,88,1503,1460,2963,1590,1643,3233,1498,1557,3055
LGA43920,34,7,26,33,4,21,25,0,0,0,0,0,0,0,0,0,17,27,44,10,31,41,8,26,34,118,87,205,346,326,672,230,232,462,7,8,15,3,8,11,5,0,5,1052,1047,2099,1229,1293,2522,1102,1194,2296
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,15,20,35,3,3,6,0,0,0,0,0,0,0,0,0,14,12,26,30,23,53,17,10,27
LGA44060,521,144,294,438,165,293,458,4,10,14,6,11,17,7,4,11,275,412,687,207,391,598,249,405,654,1012,1213,2225,2095,2245,4340,1963,2067,4030,126,199,325,146,253,399,248,294,542,10129,10756,20885,10741,11615,22356,11252,12116,23368
LGA44210,22,5,15,20,3,12,15,0,0,0,0,0,0,0,6,6,13,19,32,11,21,32,3,24,27,327,158,485,446,269,715,492,293,785,9,6,15,18,30,48,14,25,39,1161,979,2140,1176,1006,2182,1154,977,2131
LGA44340,389,111,208,319,119,205,324,0,4,4,8,8,16,7,4,11,188,297,485,148,271,419,184,262,446,745,951,1696,1436,1572,3008,1159,1231,2390,173,272,445,217,313,530,218,303,521,8960,9514,18474,9510,10225,19735,9463,10163,19626
LGA44550,129,41,79,120,50,94,144,0,3,3,3,0,3,0,4,4,72,101,173,58,114,172,68,117,185,374,376,750,641,753,1394,546,552,1098,32,51,83,30,64,94,57,82,139,3434,3679,7113,3919,4338,8257,4133,4571,8704
LGA44620,63,15,44,59,39,44,83,3,0,3,0,3,3,0,3,3,31,46,77,26,55,81,56,64,120,509,568,1077,799,757,1556,646,707,1353,44,55,99,44,44,88,28,37,65,3184,3483,6667,3259,3580,6839,3295,3695,6990
LGA44830,4,4,8,12,8,7,15,0,0,0,0,0,0,0,0,0,3,4,7,4,11,15,8,10,18,62,77,139,108,89,197,102,110,212,4,16,20,3,7,10,8,3,11,361,397,758,374,409,783,485,385,870
LGA45040,54,13,44,57,28,62,90,3,0,3,0,4,4,3,3,6,86,52,138,17,58,75,38,85,123,505,318,823,812,641,1453,1067,708,1775,9,14,23,11,17,28,36,25,61,2348,2218,4566,2550,2531,5081,2921,2743,5664
LGA45090,27,8,14,22,15,23,38,0,0,0,0,0,0,0,0,0,14,19,33,19,20,39,18,26,44,122,102,224,223,199,422,228,228,456,24,23,47,16,18,34,20,21,41,1133,1017,2150,1122,1070,2192,1065,1057,2122
LGA45120,6,9,17,26,0,16,16,3,3,6,0,0,0,0,0,0,6,12,18,12,17,29,4,19,23,68,75,143,145,155,300,118,98,216,4,4,8,0,3,3,3,3,6,593,599,1192,647,676,1323,543,524,1067
LGA45290,265,74,144,218,62,111,173,3,0,3,3,5,8,5,0,5,130,206,336,100,187,287,110,170,280,509,587,1096,1151,1151,2302,994,893,1887,100,135,235,127,181,308,186,228,414,4416,4598,9014,5244,5455,10699,5399,5536,10935
LGA45340,783,232,491,723,270,519,789,8,6,14,7,12,19,7,9,16,396,625,1021,302,611,913,374,677,1051,1975,2260,4235,4006,4022,8028,3856,4067,7923,194,277,471,196,320,516,228,286,514,21101,21762,42863,21291,22227,43518,21517,23133,44650
LGA45400,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,12,14,26,16,16,32,24,9,33,0,0,0,4,3,7,0,0,0,120,116,236,103,130,233,94,91,185
LGA45540,4,0,9,9,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,0,6,6,31,38,69,104,92,196,79,74,153,0,3,3,0,0,0,4,0,4,229,270,499,262,285,547,244,231,475
LGA45680,390,131,271,402,128,259,387,5,5,10,7,7,14,4,11,15,221,374,595,208,408,616,223,383,606,1212,1315,2527,2933,3051,5984,3013,2959,5972,65,105,170,48,53,101,70,71,141,9724,10054,19778,10957,11511,22468,11867,12480,24347
LGA45890,572,160,355,515,202,375,577,7,10,17,14,24,38,10,16,26,356,497,853,290,546,836,420,636,1056,2776,2472,5248,4897,4539,9436,4606,4081,8687,160,156,316,199,292,491,256,370,626,13286,13306,26592,15691,15725,31416,17121,17192,34313
LGA46090,29,15,13,28,12,30,42,0,0,0,0,0,0,0,3,3,15,22,37,21,32,53,24,43,67,580,365,945,1051,672,1723,1143,863,2006,16,26,42,17,11,28,20,22,42,2133,1904,4037,2377,2092,4469,2360,2171,4531
LGA46300,40,16,27,43,14,51,65,0,3,3,0,3,3,0,0,0,29,35,64,24,33,57,22,68,90,332,339,671,545,521,1066,480,439,919,21,13,34,13,12,25,11,13,24,1842,1953,3795,1919,1974,3893,1804,2009,3813
LGA46450,34,14,27,41,18,28,46,3,0,3,0,0,0,0,3,3,23,32,55,26,41,67,30,49,79,270,213,483,544,615,1159,532,536,1068,8,9,17,9,10,19,9,14,23,2175,2140,4315,2330,2476,4806,2257,2375,4632
LGA46510,124,29,55,84,42,56,98,0,0,0,4,3,7,3,3,6,67,101,168,41,87,128,91,102,193,329,302,631,582,654,1236,530,462,992,31,45,76,45,64,109,85,79,164,2666,2703,5369,3082,3163,6245,3075,3150,6225
LGA46670,28,7,18,25,10,17,27,0,0,0,0,0,0,0,0,0,16,20,36,19,27,46,25,24,49,201,200,401,388,384,772,388,368,756,22,9,31,24,19,43,47,53,100,1272,1271,2543,1365,1445,2810,1333,1373,2706
LGA46860,7,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,3,4,7,0,6,6,0,6,6,19,17,36,253,216,469,61,40,101,9,8,17,6,5,11,5,3,8,158,152,310,377,340,717,179,156,335
LGA46970,13,3,13,16,4,8,12,0,0,0,0,3,3,0,0,0,6,10,16,3,16,19,4,8,12,85,47,132,505,120,625,861,133,994,6,8,14,11,5,16,15,12,27,609,551,1160,1047,602,1649,1383,624,2007
LGA47140,548,163,361,524,219,405,624,12,14,26,20,8,28,6,17,23,390,506,896,431,546,977,403,619,1022,1757,1888,3645,4301,4235,8536,4435,4456,8891,105,143,248,185,194,379,266,278,544,15565,15712,31277,17700,17784,35484,18807,19387,38194
LGA47290,0,0,11,11,0,5,5,0,0,0,0,0,0,3,0,3,3,3,6,0,11,11,3,8,11,28,27,55,45,47,92,58,51,109,3,3,6,7,5,12,10,9,19,286,304,590,246,282,528,231,264,495
LGA47490,7,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,3,7,10,3,7,10,0,3,3,35,25,60,105,75,180,82,70,152,0,0,0,4,6,10,9,4,13,256,234,490,302,294,596,277,283,560
LGA47630,18,3,16,19,5,23,28,3,0,3,0,0,0,0,0,0,15,13,28,8,20,28,19,23,42,141,131,272,233,175,408,156,132,288,8,15,23,23,22,45,35,36,71,972,938,1910,1024,964,1988,890,866,1756
LGA47700,572,150,303,453,194,284,478,3,7,10,3,3,6,4,4,8,313,425,738,220,389,609,280,388,668,1113,1182,2295,2233,2353,4586,1950,2188,4138,182,256,438,177,259,436,197,249,446,13670,13996,27666,13467,14187,27654,12909,13706,26615
LGA47800,11,3,17,20,4,11,15,0,0,0,0,0,0,0,0,0,6,11,17,3,17,20,4,11,15,93,103,196,197,177,374,258,217,475,6,8,14,13,8,21,19,12,31,705,780,1485,756,787,1543,770,746,1516
LGA47910,3,0,5,5,3,5,8,0,0,0,0,0,0,0,0,0,3,6,9,0,5,5,3,5,8,30,36,66,75,79,154,38,65,103,0,5,5,4,3,7,0,3,3,274,291,565,315,298,613,249,291,540
LGA47980,296,73,112,185,65,94,159,3,0,3,0,4,4,0,5,5,159,200,359,98,159,257,84,131,215,508,726,1234,928,1275,2203,880,937,1817,139,194,333,141,189,330,138,168,306,4938,5780,10718,5303,6265,11568,5402,6079,11481
LGA48050,34,12,25,37,13,33,46,0,4,4,0,0,0,0,0,0,17,29,46,15,35,50,21,43,64,128,172,300,411,480,891,478,554,1032,21,26,47,24,23,47,33,49,82,1056,1115,2171,1312,1386,2698,1456,1647,3103
LGA48130,13,5,18,23,4,15,19,0,3,3,0,0,0,0,0,0,7,13,20,5,22,27,4,21,25,112,119,231,241,232,473,192,170,362,3,4,7,16,15,31,17,30,47,854,847,1701,900,937,1837,867,908,1775
LGA48260,44,6,25,31,12,24,36,0,0,0,0,0,0,0,4,4,18,42,60,9,32,41,12,33,45,89,194,283,246,254,500,219,207,426,36,47,83,26,43,69,21,27,48,939,1165,2104,1090,1193,2283,1064,1155,2219
LGA48340,22,8,11,19,18,13,31,0,0,0,0,0,0,0,0,0,13,17,30,13,18,31,21,23,44,156,147,303,361,374,735,310,334,644,4,17,21,15,11,26,16,14,30,1488,1523,3011,1633,1656,3289,1522,1554,3076
LGA48410,376,108,179,287,132,187,319,4,4,8,0,7,7,3,13,16,220,290,510,172,271,443,253,287,540,781,865,1646,1821,1668,3489,1594,1751,3345,139,163,302,157,210,367,205,217,422,6317,6495,12812,7443,7686,15129,7952,8499,16451
LGA48540,52,14,39,53,30,34,64,0,0,0,0,4,4,3,3,6,32,58,90,23,55,78,39,48,87,409,443,852,907,778,1685,978,914,1892,19,43,62,28,34,62,22,14,36,3097,3205,6302,3301,3293,6594,3258,3325,6583
LGA48640,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,23,18,41,17,23,40,27,36,63,0,0,0,0,5,5,3,3,6,170,190,360,141,173,314,125,164,289
LGA48750,14,3,13,16,0,9,9,3,0,3,0,0,0,0,3,3,7,13,20,3,13,16,0,15,15,61,76,137,172,196,368,113,103,216,12,9,21,14,15,29,7,13,20,432,478,910,501,557,1058,431,511,942
LGA48830,30,6,23,29,7,17,24,0,0,0,0,0,0,0,0,0,12,31,43,6,29,35,11,23,34,170,179,349,353,335,688,247,248,495,4,8,12,9,8,17,10,13,23,1297,1264,2561,1309,1314,2623,1100,1133,2233
LGA49399,28,4,4,8,13,13,26,0,3,3,4,3,7,0,0,0,18,30,48,8,10,18,17,17,34,1032,386,1418,405,238,643,589,412,1001,146,144,290,107,75,182,89,66,155,1709,1056,2765,912,701,1613,1097,832,1929
LGA50080,83,26,46,72,32,73,105,0,0,0,3,5,8,3,3,6,41,75,116,43,64,107,52,99,151,655,412,1067,1197,1059,2256,1223,865,2088,85,107,192,100,103,203,84,90,174,4262,4218,8480,4575,4572,9147,4786,4670,9456
LGA50210,173,51,143,194,85,176,261,0,0,0,3,3,6,7,5,12,98,167,265,77,187,264,145,243,388,985,1028,2013,1958,2043,4001,2335,2331,4666,90,125,215,87,134,221,110,176,286,7362,7668,15030,7383,7766,15149,8862,9235,18097
LGA50250,25,8,17,25,26,24,50,0,0,0,0,0,0,0,0,0,10,21,31,8,20,28,26,28,54,340,207,547,829,344,1173,2040,544,2584,52,59,111,62,40,102,127,48,175,1109,965,2074,1529,1002,2531,3027,1324,4351
LGA50280,33,4,28,32,22,31,53,0,0,0,0,0,0,0,3,3,18,28,46,10,32,42,25,41,66,251,230,481,503,421,924,536,486,1022,101,95,196,166,116,282,125,137,262,1468,1455,2923,1774,1696,3470,1794,1852,3646
