Measure,Region Type,Frequency,Region,Time,Value,Flags
"Estimated Resident Population","Local Government Areas","Annual","Broken Hill (C)","2012",19123,
"Estimated Resident Population","Local Government Areas","Annual","Broken Hill (C)","2013",19048,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2003",30980,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2004",31370,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2005",31696,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2006",32199,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2007",32893,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2008",33343,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2009",33708,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2010",33835,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2011",34176,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2012",34707,
"Estimated Resident Population","Local Government Areas","Annual","Burwood (A)","2013",35298,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2003",29952,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2004",30141,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2005",30130,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2006",30125,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2007",30174,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2008",30347,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2009",30537,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2010",30664,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2011",30712,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2012",31024,
"Estimated Resident Population","Local Government Areas","Annual","Byron (A)","2013",31612,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2003",12482,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2004",12506,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2005",12543,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2006",12634,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2007",12706,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2008",12799,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2009",12929,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2010",13071,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2011",13211,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2012",13476,
"Estimated Resident Population","Local Government Areas","Annual","Cabonne (A)","2013",13695,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2003",48441,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2004",48925,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2005",49990,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2006",50628,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2007",52178,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2008",53736,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2009",55377,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2010",56846,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2011",58439,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2012",60661,
"Estimated Resident Population","Local Government Areas","Annual","Camden (A)","2013",63248,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2003",148743,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2004",147587,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2005",147220,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2006",146538,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2007",147159,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2008",148407,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2009",149986,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2010",150318,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2011",151173,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2012",152639,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2013",154538,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2003",64060,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2004",65350,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2005",66951,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2006",68309,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2007",70196,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2008",72320,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2009",75332,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2010",77709,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2011",80065,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2012",82271,
"Estimated Resident Population","Local Government Areas","Annual","Canada Bay (A)","2013",84906,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2003",134341,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2004",133462,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2005",133836,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2006",134789,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2007",136803,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2008",139725,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2009",142023,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2010",143933,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2011",145089,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2012",146829,
"Estimated Resident Population","Local Government Areas","Annual","Canterbury (C)","2013",148853,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2003",3143,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2004",3054,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2005",2947,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2006",2863,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2007",2827,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2008",2784,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2009",2778,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2010",2732,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2011",2681,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2012",2699,
"Estimated Resident Population","Local Government Areas","Annual","Carrathool (A)","2013",2792,
"Estimated Resident Population","Local Government Areas","Annual","Central Darling (A)","2003",2218,
"Estimated Resident Population","Local Government Areas","Annual","Central Darling (A)","2004",2163,
"Estimated Resident Population","Local Government Areas","Annual","Central Darling (A)","2005",2096,
"Estimated Resident Population","Local Government Areas","Annual","Central Darling (A)","2006",2000,
"Estimated Resident Population","Local Government Areas","Annual","Central Darling (A)","2007",2003,
